vsp_number,wgs,lineage,lineage_simple,specimen_label,MMWRyear,MMWRweek,year_week,year_week_int,cdc_lineage
VSP2359,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2426,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2470,TRUE,P.1,Other,Lineage Measured Only,2021,15,2021-15,11,Gamma (P.1)
VSP2471,TRUE,P.1,Other,Lineage Measured Only,2021,15,2021-15,11,Gamma (P.1)
VSP2488,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2493,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8077,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8106,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2241,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2251,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2253,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,15,2021-15,11,Iota (B.1.526)
VSP2263,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2247,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2259,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2286,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2272,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2261,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2254,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2255,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,15,2021-15,11,Iota (B.1.526)
VSP2266,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2264,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2267,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2268,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2277,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2243,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2343,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2351,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2352,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2356,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2361,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2365,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2405,TRUE,B.1.621,Mu,Lineage Measured Only,2021,15,2021-15,11,"Mu (B.1.621, B.1.621.1)"
VSP2418,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2427,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2428,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2429,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2472,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2474,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2489,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2492,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2494,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2497,TRUE,P.1,Other,Lineage Measured Only,2021,15,2021-15,11,Gamma (P.1)
VSP3397,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3399,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP3416,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8078,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8079,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8107,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP8108,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8109,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8113,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP5132,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2344,TRUE,B.1.621,Mu,Lineage Measured Only,2021,15,2021-15,11,"Mu (B.1.621, B.1.621.1)"
VSP2345,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2346,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2353,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2360,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2404,TRUE,B.1.621,Mu,Lineage Measured Only,2021,15,2021-15,11,"Mu (B.1.621, B.1.621.1)"
VSP2411,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2412,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2413,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2430,TRUE,B.1.637,Other,Lineage Measured Only,2021,15,2021-15,11,Other
VSP2431,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2432,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2475,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2476,TRUE,P.1,Other,Lineage Measured Only,2021,15,2021-15,11,Gamma (P.1)
VSP3072,TRUE,P.1,Other,Lineage Measured Only,2021,15,2021-15,11,Gamma (P.1)
VSP3073,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3074,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3075,TRUE,B.1.525,Other,Lineage Measured Only,2021,15,2021-15,11,Eta (B.1.525)
VSP3076,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3077,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP3078,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3079,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3080,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3082,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3083,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3084,TRUE,B.1.2,Other,Lineage Measured Only,2021,15,2021-15,11,Other
VSP3085,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3086,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3087,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP3400,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8111,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8112,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2498,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2499,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2500,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2547,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2558,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2559,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2560,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2561,TRUE,B.1.621,Mu,Lineage Measured Only,2021,15,2021-15,11,"Mu (B.1.621, B.1.621.1)"
VSP2574,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2575,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP3403,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8110,TRUE,Q.1,Other,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8114,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8115,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8116,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8117,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8120,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8121,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP1989,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2409,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2410,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2433,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2437,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2444,TRUE,B.1.621,Mu,Lineage Measured Only,2021,15,2021-15,11,"Mu (B.1.621, B.1.621.1)"
VSP2501,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2502,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2556,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2557,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2562,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8118,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8119,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP8126,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2435,TRUE,P.1,Other,Lineage Measured Only,2021,15,2021-15,11,Gamma (P.1)
VSP2436,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2438,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2439,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2440,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2441,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2442,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2443,TRUE,B.1.637,Other,Lineage Measured Only,2021,15,2021-15,11,Other
VSP2503,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2504,TRUE,B.1.575,Other,Lineage Measured Only,2021,15,2021-15,11,Other
VSP2505,TRUE,B.1.617.2,Delta,Lineage Measured Only,2021,15,2021-15,11,Delta (B.1.617.2 and AY lineages)
VSP2544,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP2571,TRUE,B.1.637,Other,Lineage Measured Only,2021,15,2021-15,11,Other
VSP2572,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP2573,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,15,2021-15,11,Iota (B.1.526)
VSP3404,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8122,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8123,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8124,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8125,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8127,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8128,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8130,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8131,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,15,2021-15,11,Alpha (B.1.1.7 or Q)
VSP8132,TRUE,B.1.351,Other,Lineage Measured Only,2021,15,2021-15,11,Beta (B.1.351)
VSP2445,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2506,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2507,TRUE,P.1,Other,Lineage Measured Only,2021,16,2021-16,12,Gamma (P.1)
VSP2508,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2545,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2546,TRUE,B.1.637,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP3405,TRUE,P.1.2,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP8129,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8133,TRUE,B.1.575,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP8134,TRUE,B.1.637,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP1996,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2403,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2406,TRUE,B.1.621,Mu,Lineage Measured Only,2021,16,2021-16,12,"Mu (B.1.621, B.1.621.1)"
VSP2407,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2408,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2446,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2447,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2448,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2449,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2450,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2451,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2452,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2453,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2454,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2455,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2456,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2457,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2458,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2459,TRUE,B.1.2,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2509,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2510,TRUE,R.1,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2511,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2512,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2513,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2514,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2515,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2516,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2517,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2518,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2519,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2520,TRUE,R.1,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2521,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2551,TRUE,C.37,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2552,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2555,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP3420,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8080,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP8081,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8135,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8136,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8137,TRUE,Q.6,Other,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8138,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2522,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2523,TRUE,B.1.637,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2524,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2525,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2526,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2527,TRUE,B.1.525,Other,Lineage Measured Only,2021,16,2021-16,12,Eta (B.1.525)
VSP2550,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2554,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2632,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2634,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2635,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2636,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2712,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2737,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2795,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2828,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2833,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP2836,TRUE,P.1.10,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP8139,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP8140,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,16,2021-16,12,Iota (B.1.526)
VSP8147,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8148,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP8149,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2466,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2467,TRUE,B.1.575,Other,Lineage Measured Only,2021,16,2021-16,12,Other
VSP2468,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2528,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2529,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2530,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2534,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2535,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2536,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2537,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
VSP2539,TRUE,B.1.621,Mu,Lineage Measured Only,2021,16,2021-16,12,"Mu (B.1.621, B.1.621.1)"
VSP2540,TRUE,B.1.621,Mu,Lineage Measured Only,2021,16,2021-16,12,"Mu (B.1.621, B.1.621.1)"
VSP2541,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,16,2021-16,12,Alpha (B.1.1.7 or Q)
