,APOBEC 2 ,Background  
MMRF_2838_1_BM,0.015747672,0.984252328
MMRF_2501_1_BM,0.01568244,0.98431756
MMRF_2007_1_BM,0.015108181,0.984891819
MMRF_1726_1_BM,0.014712369,0.985287631
MMRF_2015_1_BM,0.014232236,0.985767764
MMRF_2257_1_BM,0.013899867,0.986100133
MMRF_1982_1_BM,0.013868954,0.986131046
MMRF_2168_1_BM,0.013629803,0.986370197
MMRF_1921_2_BM,0.013101307,0.986898693
MMRF_2000_1_BM,0.012969612,0.987030388
MMRF_1935_4_BM,0.010344875,0.989655125
MMRF_1380_2_BM,0.009995421,0.990004579
MMRF_1570_1_BM,0.009483066,0.990516934
MMRF_2742_1_BM,0.008081721,0.991918279
MMRF_2729_1_BM,0.007591546,0.992408454
MMRF_1911_1_BM,0.007497955,0.992502045
MMRF_1546_1_BM,0.007335974,0.992664026
MMRF_1364_1_BM,0.007173466,0.992826534
MMRF_2696_1_BM,0.005385633,0.994614367
MMRF_1963_1_BM,0.000355941,0.999644059
MMRF_1621_2_BM,8.10E-05,0.999918964
MMRF_1520_3_BM,2.64E-07,0.999999736
MMRF_2750_1_BM,1.05E-15,1
MMRF_1772_1_PB,1.01E-17,1
MMRF_1311_1_BM,5.19E-18,1
MMRF_1424_2_BM,4.03E-18,1
MMRF_1185_2_BM,3.10E-18,1
MMRF_2692_1_BM,2.88E-18,1
MMRF_1391_2_BM,2.52E-18,1
MMRF_1854_3_BM,2.24E-18,1
MMRF_1354_2_BM,1.39E-18,1
MMRF_1389_2_BM,1.19E-18,1
MMRF_1927_1_BM,1.15E-18,1
MMRF_1512_2_BM,9.84E-19,1
MMRF_2187_1_BM,4.64E-19,1
MMRF_1655_1_BM,3.08E-19,1
MMRF_1079_4_BM,2.92E-19,1
MMRF_1940_1_BM,2.69E-19,1
MMRF_2095_1_BM,1.33E-19,1
MMRF_1143_2_BM,1.30E-19,1
MMRF_2498_1_BM,1.22E-19,1
MMRF_2095_2_BM,1.19E-19,1
MMRF_1380_1_BM,1.17E-19,1
MMRF_1775_1_BM,1.16E-19,1
MMRF_1713_1_BM,9.94E-20,1
MMRF_1786_2_BM,9.43E-20,1
MMRF_2717_1_BM,9.23E-20,1
MMRF_1686_1_BM,8.51E-20,1
MMRF_1686_2_BM,7.64E-20,1
MMRF_2013_1_BM,6.82E-20,1
MMRF_1331_1_BM,6.63E-20,1
MMRF_1538_1_BM,6.45E-20,1
