"Notes"	"County"	"County Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"St. Clair County, IL"	"17163"	"2016"	"2016"	28	3228	8.67
	"St. Clair County, IL"	"17163"	"2017"	"2017"	41	3221	12.73
	"Will County, IL"	"17197"	"2007"	"2007"	78	10026	7.78
	"Will County, IL"	"17197"	"2008"	"2008"	68	9696	7.01
	"Will County, IL"	"17197"	"2009"	"2009"	59	9134	6.46
	"Will County, IL"	"17197"	"2010"	"2010"	64	8561	7.48
	"Will County, IL"	"17197"	"2011"	"2011"	43	8096	5.31
	"Will County, IL"	"17197"	"2012"	"2012"	41	7988	5.13
	"Will County, IL"	"17197"	"2013"	"2013"	39	7647	5.10
	"Will County, IL"	"17197"	"2014"	"2014"	51	7947	6.42
	"Will County, IL"	"17197"	"2015"	"2015"	35	7803	4.49
	"Will County, IL"	"17197"	"2016"	"2016"	51	7804	6.54
	"Will County, IL"	"17197"	"2017"	"2017"	41	7427	5.52
	"Winnebago County, IL"	"17201"	"2007"	"2007"	36	4232	8.51
	"Winnebago County, IL"	"17201"	"2008"	"2008"	28	4178	6.70
	"Winnebago County, IL"	"17201"	"2009"	"2009"	29	3962	7.32
	"Winnebago County, IL"	"17201"	"2010"	"2010"	30	3783	7.93
	"Winnebago County, IL"	"17201"	"2011"	"2011"	21	3663	5.73
	"Winnebago County, IL"	"17201"	"2012"	"2012"	21	3590	5.85
	"Winnebago County, IL"	"17201"	"2013"	"2013"	20	3532	5.66
	"Winnebago County, IL"	"17201"	"2014"	"2014"	27	3651	7.40
	"Winnebago County, IL"	"17201"	"2015"	"2015"	21	3621	5.80
	"Winnebago County, IL"	"17201"	"2016"	"2016"	26	3711	7.01
	"Winnebago County, IL"	"17201"	"2017"	"2017"	37	3501	10.57
	"Unidentified Counties, IL"	"17999"	"2007"	"2007"	309	46048	6.71
	"Unidentified Counties, IL"	"17999"	"2008"	"2008"	337	45072	7.48
	"Unidentified Counties, IL"	"17999"	"2009"	"2009"	327	44046	7.42
	"Unidentified Counties, IL"	"17999"	"2010"	"2010"	291	43171	6.74
	"Unidentified Counties, IL"	"17999"	"2011"	"2011"	298	42490	7.01
	"Unidentified Counties, IL"	"17999"	"2012"	"2012"	297	42135	7.05
	"Unidentified Counties, IL"	"17999"	"2013"	"2013"	270	42017	6.43
	"Unidentified Counties, IL"	"17999"	"2014"	"2014"	300	42151	7.12
	"Unidentified Counties, IL"	"17999"	"2015"	"2015"	258	42777	6.03
	"Unidentified Counties, IL"	"17999"	"2016"	"2016"	264	41580	6.35
	"Unidentified Counties, IL"	"17999"	"2017"	"2017"	274	40507	6.76
	"Allen County, IN"	"18003"	"2007"	"2007"	42	5450	7.71
	"Allen County, IN"	"18003"	"2008"	"2008"	53	5509	9.62
	"Allen County, IN"	"18003"	"2009"	"2009"	49	5475	8.95
	"Allen County, IN"	"18003"	"2010"	"2010"	38	5309	7.16
	"Allen County, IN"	"18003"	"2011"	"2011"	35	5255	6.66
	"Allen County, IN"	"18003"	"2012"	"2012"	26	5248	4.95
	"Allen County, IN"	"18003"	"2013"	"2013"	44	5082	8.66
	"Allen County, IN"	"18003"	"2014"	"2014"	47	5232	8.98
	"Allen County, IN"	"18003"	"2015"	"2015"	41	5269	7.78
	"Allen County, IN"	"18003"	"2016"	"2016"	43	5151	8.35
	"Allen County, IN"	"18003"	"2017"	"2017"	35	5206	6.72
	"Hamilton County, IN"	"18057"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Hamilton County, IN"	"18057"	"2014"	"2014"	20	3853	5.19
	"Hamilton County, IN"	"18057"	"2015"	"2015"	20	3867	5.17
	"Hamilton County, IN"	"18057"	"2016"	"2016"	19	3798	5.00 (Unreliable)
	"Hamilton County, IN"	"18057"	"2017"	"2017"	24	3835	6.26
	"Lake County, IN"	"18089"	"2007"	"2007"	66	6766	9.75
	"Lake County, IN"	"18089"	"2008"	"2008"	56	6683	8.38
	"Lake County, IN"	"18089"	"2009"	"2009"	57	6723	8.48
	"Lake County, IN"	"18089"	"2010"	"2010"	50	6492	7.70
	"Lake County, IN"	"18089"	"2011"	"2011"	51	6179	8.25
	"Lake County, IN"	"18089"	"2012"	"2012"	55	5984	9.19
	"Lake County, IN"	"18089"	"2013"	"2013"	58	6022	9.63
	"Lake County, IN"	"18089"	"2014"	"2014"	44	6109	7.20
	"Lake County, IN"	"18089"	"2015"	"2015"	42	5925	7.09
	"Lake County, IN"	"18089"	"2016"	"2016"	47	5657	8.31
	"Lake County, IN"	"18089"	"2017"	"2017"	52	5601	9.28
	"Marion County, IN"	"18097"	"2007"	"2007"	141	15441	9.13
	"Marion County, IN"	"18097"	"2008"	"2008"	121	15339	7.89
	"Marion County, IN"	"18097"	"2009"	"2009"	167	15361	10.87
	"Marion County, IN"	"18097"	"2010"	"2010"	146	14598	10.00
	"Marion County, IN"	"18097"	"2011"	"2011"	136	14572	9.33
	"Marion County, IN"	"18097"	"2012"	"2012"	108	14588	7.40
	"Marion County, IN"	"18097"	"2013"	"2013"	131	14352	9.13
	"Marion County, IN"	"18097"	"2014"	"2014"	122	14647	8.33
	"Marion County, IN"	"18097"	"2015"	"2015"	112	14495	7.73
	"Marion County, IN"	"18097"	"2016"	"2016"	121	14294	8.47
	"Marion County, IN"	"18097"	"2017"	"2017"	108	14389	7.51
	"St. Joseph County, IN"	"18141"	"2007"	"2007"	35	3764	9.30
	"St. Joseph County, IN"	"18141"	"2008"	"2008"	28	3834	7.30
	"St. Joseph County, IN"	"18141"	"2009"	"2009"	38	3561	10.67
	"St. Joseph County, IN"	"18141"	"2010"	"2010"	28	3505	7.99
	"St. Joseph County, IN"	"18141"	"2011"	"2011"	22	3538	6.22
	"St. Joseph County, IN"	"18141"	"2012"	"2012"	29	3494	8.30
	"St. Joseph County, IN"	"18141"	"2013"	"2013"	31	3559	8.71
	"St. Joseph County, IN"	"18141"	"2014"	"2014"	34	3489	9.74
	"St. Joseph County, IN"	"18141"	"2015"	"2015"	28	3488	8.03
	"St. Joseph County, IN"	"18141"	"2016"	"2016"	26	3577	7.27
	"St. Joseph County, IN"	"18141"	"2017"	"2017"	34	3497	9.72
	"Unidentified Counties, IN"	"18999"	"2007"	"2007"	396	58443	6.78
	"Unidentified Counties, IN"	"18999"	"2008"	"2008"	349	57377	6.08
	"Unidentified Counties, IN"	"18999"	"2009"	"2009"	368	55553	6.62
	"Unidentified Counties, IN"	"18999"	"2010"	"2010"	378	54036	7.00
	"Unidentified Counties, IN"	"18999"	"2011"	"2011"	393	54157	7.26
	"Unidentified Counties, IN"	"18999"	"2012"	"2012"	339	53913	6.29
	"Unidentified Counties, IN"	"18999"	"2013"	"2013"	337	54087	6.23
	"Unidentified Counties, IN"	"18999"	"2014"	"2014"	328	50750	6.46
	"Unidentified Counties, IN"	"18999"	"2015"	"2015"	370	50996	7.26
	"Unidentified Counties, IN"	"18999"	"2016"	"2016"	358	50614	7.07
	"Unidentified Counties, IN"	"18999"	"2017"	"2017"	340	49642	6.85
	"Polk County, IA"	"19153"	"2007"	"2007"	42	6918	6.07
	"Polk County, IA"	"19153"	"2008"	"2008"	41	6723	6.10
	"Polk County, IA"	"19153"	"2009"	"2009"	38	6694	5.68
	"Polk County, IA"	"19153"	"2010"	"2010"	38	6528	5.82
	"Polk County, IA"	"19153"	"2011"	"2011"	33	6504	5.07
	"Polk County, IA"	"19153"	"2012"	"2012"	40	6734	5.94
	"Polk County, IA"	"19153"	"2013"	"2013"	32	6770	4.73
	"Polk County, IA"	"19153"	"2014"	"2014"	37	6948	5.33
	"Polk County, IA"	"19153"	"2015"	"2015"	39	7023	5.55
	"Polk County, IA"	"19153"	"2016"	"2016"	57	6921	8.24
	"Polk County, IA"	"19153"	"2017"	"2017"	33	6943	4.75
	"Unidentified Counties, IA"	"19999"	"2007"	"2007"	182	33968	5.36
	"Unidentified Counties, IA"	"19999"	"2008"	"2008"	188	33501	5.61
	"Unidentified Counties, IA"	"19999"	"2009"	"2009"	145	33007	4.39
	"Unidentified Counties, IA"	"19999"	"2010"	"2010"	150	32191	4.66
	"Unidentified Counties, IA"	"19999"	"2011"	"2011"	148	31710	4.67
	"Unidentified Counties, IA"	"19999"	"2012"	"2012"	166	31968	5.19
	"Unidentified Counties, IA"	"19999"	"2013"	"2013"	134	32324	4.15
	"Unidentified Counties, IA"	"19999"	"2014"	"2014"	152	32739	4.64
	"Unidentified Counties, IA"	"19999"	"2015"	"2015"	128	32459	3.94
	"Unidentified Counties, IA"	"19999"	"2016"	"2016"	178	32482	5.48
	"Unidentified Counties, IA"	"19999"	"2017"	"2017"	171	31487	5.43
	"Johnson County, KS"	"20091"	"2007"	"2007"	49	7909	6.20
	"Johnson County, KS"	"20091"	"2008"	"2008"	58	7853	7.39
	"Johnson County, KS"	"20091"	"2009"	"2009"	40	7573	5.28
	"Johnson County, KS"	"20091"	"2010"	"2010"	30	7399	4.05
	"Johnson County, KS"	"20091"	"2011"	"2011"	35	7357	4.76
	"Johnson County, KS"	"20091"	"2012"	"2012"	32	7443	4.30
	"Johnson County, KS"	"20091"	"2013"	"2013"	35	7328	4.78
	"Johnson County, KS"	"20091"	"2014"	"2014"	33	7403	4.46
	"Johnson County, KS"	"20091"	"2015"	"2015"	36	7541	4.77
	"Johnson County, KS"	"20091"	"2016"	"2016"	29	7360	3.94
	"Johnson County, KS"	"20091"	"2017"	"2017"	28	7223	3.88
	"Sedgwick County, KS"	"20173"	"2007"	"2007"	78	8255	9.45
	"Sedgwick County, KS"	"20173"	"2008"	"2008"	55	8271	6.65
	"Sedgwick County, KS"	"20173"	"2009"	"2009"	72	8292	8.68
	"Sedgwick County, KS"	"20173"	"2010"	"2010"	58	8083	7.18
	"Sedgwick County, KS"	"20173"	"2011"	"2011"	52	7818	6.65
	"Sedgwick County, KS"	"20173"	"2012"	"2012"	62	7899	7.85
	"Sedgwick County, KS"	"20173"	"2013"	"2013"	63	7496	8.40
	"Sedgwick County, KS"	"20173"	"2014"	"2014"	41	7359	5.57
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	41	7291	5.62
	"Sedgwick County, KS"	"20173"	"2016"	"2016"	63	7309	8.62
	"Sedgwick County, KS"	"20173"	"2017"	"2017"	44	6924	6.35
	"Unidentified Counties, KS"	"20999"	"2007"	"2007"	209	25840	8.09
	"Unidentified Counties, KS"	"20999"	"2008"	"2008"	194	25709	7.55
	"Unidentified Counties, KS"	"20999"	"2009"	"2009"	182	25531	7.13
	"Unidentified Counties, KS"	"20999"	"2010"	"2010"	164	25167	6.52
	"Unidentified Counties, KS"	"20999"	"2011"	"2011"	160	24467	6.54
	"Unidentified Counties, KS"	"20999"	"2012"	"2012"	160	24999	6.40
	"Unidentified Counties, KS"	"20999"	"2013"	"2013"	154	24015	6.41
	"Unidentified Counties, KS"	"20999"	"2014"	"2014"	169	24461	6.91
	"Unidentified Counties, KS"	"20999"	"2015"	"2015"	156	24322	6.41
	"Unidentified Counties, KS"	"20999"	"2016"	"2016"	136	23384	5.82
	"Unidentified Counties, KS"	"20999"	"2017"	"2017"	148	22372	6.62
	"Fayette County, KY"	"21067"	"2007"	"2007"	27	4068	6.64
	"Fayette County, KY"	"21067"	"2008"	"2008"	26	4045	6.43
	"Fayette County, KY"	"21067"	"2009"	"2009"	22	4017	5.48
	"Fayette County, KY"	"21067"	"2010"	"2010"	32	3924	8.15
	"Fayette County, KY"	"21067"	"2011"	"2011"	20	3970	5.04
	"Fayette County, KY"	"21067"	"2012"	"2012"	22	4040	5.45
	"Fayette County, KY"	"21067"	"2013"	"2013"	20	4071	4.91
	"Fayette County, KY"	"21067"	"2014"	"2014"	36	4124	8.73
	"Fayette County, KY"	"21067"	"2015"	"2015"	21	4044	5.19
	"Fayette County, KY"	"21067"	"2016"	"2016"	21	4090	5.13
	"Fayette County, KY"	"21067"	"2017"	"2017"	17	3912	4.35 (Unreliable)
	"Jefferson County, KY"	"21111"	"2007"	"2007"	54	10633	5.08
	"Jefferson County, KY"	"21111"	"2008"	"2008"	64	10566	6.06
	"Jefferson County, KY"	"21111"	"2009"	"2009"	72	10432	6.90
	"Jefferson County, KY"	"21111"	"2010"	"2010"	73	10204	7.15
	"Jefferson County, KY"	"21111"	"2011"	"2011"	68	10086	6.74
	"Jefferson County, KY"	"21111"	"2012"	"2012"	82	9938	8.25
	"Jefferson County, KY"	"21111"	"2013"	"2013"	49	9959	4.92
	"Jefferson County, KY"	"21111"	"2014"	"2014"	68	10011	6.79
	"Jefferson County, KY"	"21111"	"2015"	"2015"	60	10147	5.91
	"Jefferson County, KY"	"21111"	"2016"	"2016"	64	9889	6.47
	"Jefferson County, KY"	"21111"	"2017"	"2017"	65	9908	6.56
	"Unidentified Counties, KY"	"21999"	"2007"	"2007"	316	44667	7.07
	"Unidentified Counties, KY"	"21999"	"2008"	"2008"	314	43765	7.17
	"Unidentified Counties, KY"	"21999"	"2009"	"2009"	298	43102	6.91
	"Unidentified Counties, KY"	"21999"	"2010"	"2010"	275	41656	6.60
	"Unidentified Counties, KY"	"21999"	"2011"	"2011"	268	41314	6.49
	"Unidentified Counties, KY"	"21999"	"2012"	"2012"	298	41780	7.13
	"Unidentified Counties, KY"	"21999"	"2013"	"2013"	287	41656	6.89
	"Unidentified Counties, KY"	"21999"	"2014"	"2014"	297	42035	7.07
	"Unidentified Counties, KY"	"21999"	"2015"	"2015"	294	41780	7.04
	"Unidentified Counties, KY"	"21999"	"2016"	"2016"	291	41470	7.02
	"Unidentified Counties, KY"	"21999"	"2017"	"2017"	279	40932	6.82
	"Caddo Parish, LA"	"22017"	"2007"	"2007"	57	3955	14.41
	"Caddo Parish, LA"	"22017"	"2008"	"2008"	60	3933	15.26
	"Caddo Parish, LA"	"22017"	"2009"	"2009"	54	3934	13.73
	"Caddo Parish, LA"	"22017"	"2010"	"2010"	48	3892	12.33
	"Caddo Parish, LA"	"22017"	"2011"	"2011"	60	3843	15.61
	"Caddo Parish, LA"	"22017"	"2012"	"2012"	47	3851	12.20
	"Caddo Parish, LA"	"22017"	"2013"	"2013"	54	3835	14.08
	"Caddo Parish, LA"	"22017"	"2014"	"2014"	30	3661	8.19
	"Caddo Parish, LA"	"22017"	"2015"	"2015"	38	3570	10.64
	"Caddo Parish, LA"	"22017"	"2016"	"2016"	38	3364	11.30
	"Caddo Parish, LA"	"22017"	"2017"	"2017"	35	3231	10.83
	"East Baton Rouge Parish, LA"	"22033"	"2007"	"2007"	65	6288	10.34
	"East Baton Rouge Parish, LA"	"22033"	"2008"	"2008"	65	6414	10.13
	"East Baton Rouge Parish, LA"	"22033"	"2009"	"2009"	77	6418	12.00
	"East Baton Rouge Parish, LA"	"22033"	"2010"	"2010"	70	6084	11.51
	"East Baton Rouge Parish, LA"	"22033"	"2011"	"2011"	45	5995	7.51
	"East Baton Rouge Parish, LA"	"22033"	"2012"	"2012"	73	6086	11.99
	"East Baton Rouge Parish, LA"	"22033"	"2013"	"2013"	71	6141	11.56
	"East Baton Rouge Parish, LA"	"22033"	"2014"	"2014"	73	6153	11.86
	"East Baton Rouge Parish, LA"	"22033"	"2015"	"2015"	75	6212	12.07
	"East Baton Rouge Parish, LA"	"22033"	"2016"	"2016"	66	6125	10.78
	"East Baton Rouge Parish, LA"	"22033"	"2017"	"2017"	50	5975	8.37
	"Jefferson Parish, LA"	"22051"	"2007"	"2007"	54	6251	8.64
	"Jefferson Parish, LA"	"22051"	"2008"	"2008"	44	6118	7.19
	"Jefferson Parish, LA"	"22051"	"2009"	"2009"	47	5918	7.94
	"Jefferson Parish, LA"	"22051"	"2010"	"2010"	24	5858	4.10
	"Jefferson Parish, LA"	"22051"	"2011"	"2011"	35	5654	6.19
	"Jefferson Parish, LA"	"22051"	"2012"	"2012"	48	5680	8.45
	"Jefferson Parish, LA"	"22051"	"2013"	"2013"	35	5596	6.25
	"Jefferson Parish, LA"	"22051"	"2014"	"2014"	39	5912	6.60
	"Jefferson Parish, LA"	"22051"	"2015"	"2015"	41	6082	6.74
	"Jefferson Parish, LA"	"22051"	"2016"	"2016"	36	5887	6.12
	"Jefferson Parish, LA"	"22051"	"2017"	"2017"	26	5835	4.46
	"Orleans Parish, LA"	"22071"	"2007"	"2007"	34	4093	8.31
	"Orleans Parish, LA"	"22071"	"2008"	"2008"	39	4322	9.02
	"Orleans Parish, LA"	"22071"	"2009"	"2009"	39	4606	8.47
	"Orleans Parish, LA"	"22071"	"2010"	"2010"	34	4598	7.39
	"Orleans Parish, LA"	"22071"	"2011"	"2011"	39	4624	8.43
	"Orleans Parish, LA"	"22071"	"2012"	"2012"	38	4699	8.09
	"Orleans Parish, LA"	"22071"	"2013"	"2013"	45	4867	9.25
	"Orleans Parish, LA"	"22071"	"2014"	"2014"	25	5066	4.93
	"Orleans Parish, LA"	"22071"	"2015"	"2015"	30	5068	5.92
	"Orleans Parish, LA"	"22071"	"2016"	"2016"	32	4835	6.62
	"Orleans Parish, LA"	"22071"	"2017"	"2017"	29	4619	6.28
	"Unidentified Counties, LA"	"22999"	"2007"	"2007"	398	45714	8.71
	"Unidentified Counties, LA"	"22999"	"2008"	"2008"	382	44483	8.59
	"Unidentified Counties, LA"	"22999"	"2009"	"2009"	356	44097	8.07
	"Unidentified Counties, LA"	"22999"	"2010"	"2010"	296	41947	7.06
	"Unidentified Counties, LA"	"22999"	"2011"	"2011"	330	41772	7.90
	"Unidentified Counties, LA"	"22999"	"2012"	"2012"	303	42326	7.16
	"Unidentified Counties, LA"	"22999"	"2013"	"2013"	343	42762	8.02
	"Unidentified Counties, LA"	"22999"	"2014"	"2014"	318	43705	7.28
	"Unidentified Counties, LA"	"22999"	"2015"	"2015"	305	43760	6.97
	"Unidentified Counties, LA"	"22999"	"2016"	"2016"	332	42967	7.73
	"Unidentified Counties, LA"	"22999"	"2017"	"2017"	291	41358	7.04
	"Cumberland County, ME"	"23005"	"2007"	"2007"	18	2978	6.04 (Unreliable)
	"Cumberland County, ME"	"23005"	"2008"	"2008"	18	2918	6.17 (Unreliable)
	"Cumberland County, ME"	"23005"	"2009"	"2009"	14	2825	4.96 (Unreliable)
	"Cumberland County, ME"	"23005"	"2010"	"2010"	16	2777	5.76 (Unreliable)
	"Cumberland County, ME"	"23005"	"2011"	"2011"	18	2688	6.70 (Unreliable)
	"Cumberland County, ME"	"23005"	"2012"	"2012"	14	2767	5.06 (Unreliable)
	"Cumberland County, ME"	"23005"	"2013"	"2013"	18	2875	6.26 (Unreliable)
	"Cumberland County, ME"	"23005"	"2014"	"2014"	13	2849	4.56 (Unreliable)
	"Cumberland County, ME"	"23005"	"2015"	"2015"	15	2722	5.51 (Unreliable)
	"Cumberland County, ME"	"23005"	"2016"	"2016"	19	2830	6.71 (Unreliable)
	"Cumberland County, ME"	"23005"	"2017"	"2017"	14	2733	5.12 (Unreliable)
	"Unidentified Counties, ME"	"23999"	"2007"	"2007"	72	11142	6.46
	"Unidentified Counties, ME"	"23999"	"2008"	"2008"	56	10691	5.24
	"Unidentified Counties, ME"	"23999"	"2009"	"2009"	63	10645	5.92
	"Unidentified Counties, ME"	"23999"	"2010"	"2010"	54	10193	5.30
	"Unidentified Counties, ME"	"23999"	"2011"	"2011"	67	10016	6.69
	"Unidentified Counties, ME"	"23999"	"2012"	"2012"	75	10031	7.48
	"Unidentified Counties, ME"	"23999"	"2013"	"2013"	73	9901	7.37
	"Unidentified Counties, ME"	"23999"	"2014"	"2014"	71	9849	7.21
	"Unidentified Counties, ME"	"23999"	"2015"	"2015"	68	9885	6.88
	"Unidentified Counties, ME"	"23999"	"2016"	"2016"	54	9875	5.47
	"Unidentified Counties, ME"	"23999"	"2017"	"2017"	58	9565	6.06
	"Anne Arundel County, MD"	"24003"	"2007"	"2007"	43	6957	6.18
	"Anne Arundel County, MD"	"24003"	"2008"	"2008"	53	6909	7.67
	"Anne Arundel County, MD"	"24003"	"2009"	"2009"	37	6932	5.34
	"Anne Arundel County, MD"	"24003"	"2010"	"2010"	31	7063	4.39
	"Anne Arundel County, MD"	"24003"	"2011"	"2011"	37	6814	5.43
	"Anne Arundel County, MD"	"24003"	"2012"	"2012"	43	6862	6.27
	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	37	6817	5.43
	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	36	6972	5.16
	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	36	6936	5.19
	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	43	6967	6.17
	"Anne Arundel County, MD"	"24003"	"2017"	"2017"	30	6898	4.35
	"Baltimore County, MD"	"24005"	"2007"	"2007"	83	10480	7.92
	"Baltimore County, MD"	"24005"	"2008"	"2008"	74	10414	7.11
	"Baltimore County, MD"	"24005"	"2009"	"2009"	77	10021	7.68
	"Baltimore County, MD"	"24005"	"2010"	"2010"	61	9889	6.17
	"Baltimore County, MD"	"24005"	"2011"	"2011"	62	9888	6.27
	"Baltimore County, MD"	"24005"	"2012"	"2012"	54	9586	5.63
	"Baltimore County, MD"	"24005"	"2013"	"2013"	61	9524	6.40
	"Baltimore County, MD"	"24005"	"2014"	"2014"	68	10079	6.75
	"Baltimore County, MD"	"24005"	"2015"	"2015"	61	9991	6.11
	"Baltimore County, MD"	"24005"	"2016"	"2016"	55	9838	5.59
	"Baltimore County, MD"	"24005"	"2017"	"2017"	63	9844	6.40
	"Howard County, MD"	"24027"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Howard County, MD"	"24027"	"2014"	"2014"	16	3554	4.50 (Unreliable)
	"Howard County, MD"	"24027"	"2015"	"2015"	26	3564	7.30
	"Howard County, MD"	"24027"	"2016"	"2016"	17	3569	4.76 (Unreliable)
	"Howard County, MD"	"24027"	"2017"	"2017"	19	3528	5.39 (Unreliable)
	"Montgomery County, MD"	"24031"	"2007"	"2007"	79	13849	5.70
	"Montgomery County, MD"	"24031"	"2008"	"2008"	77	13728	5.61
	"Montgomery County, MD"	"24031"	"2009"	"2009"	70	13599	5.15
	"Montgomery County, MD"	"24031"	"2010"	"2010"	56	13304	4.21
	"Montgomery County, MD"	"24031"	"2011"	"2011"	70	13140	5.33
	"Montgomery County, MD"	"24031"	"2012"	"2012"	69	13117	5.26
	"Montgomery County, MD"	"24031"	"2013"	"2013"	57	13067	4.36
	"Montgomery County, MD"	"24031"	"2014"	"2014"	66	13267	4.97
	"Montgomery County, MD"	"24031"	"2015"	"2015"	70	13203	5.30
	"Montgomery County, MD"	"24031"	"2016"	"2016"	73	13123	5.56
	"Montgomery County, MD"	"24031"	"2017"	"2017"	59	12681	4.65
	"Prince George's County, MD"	"24033"	"2007"	"2007"	147	12877	11.42
	"Prince George's County, MD"	"24033"	"2008"	"2008"	136	12609	10.79
	"Prince George's County, MD"	"24033"	"2009"	"2009"	107	12185	8.78
	"Prince George's County, MD"	"24033"	"2010"	"2010"	117	12185	9.60
	"Prince George's County, MD"	"24033"	"2011"	"2011"	117	12131	9.64
	"Prince George's County, MD"	"24033"	"2012"	"2012"	104	11947	8.71
	"Prince George's County, MD"	"24033"	"2013"	"2013"	94	11861	7.93
	"Prince George's County, MD"	"24033"	"2014"	"2014"	82	12264	6.69
	"Prince George's County, MD"	"24033"	"2015"	"2015"	108	12321	8.77
	"Prince George's County, MD"	"24033"	"2016"	"2016"	96	12296	7.81
	"Prince George's County, MD"	"24033"	"2017"	"2017"	100	12393	8.07
	"Baltimore city, MD"	"24510"	"2007"	"2007"	108	9712	11.12
	"Baltimore city, MD"	"24510"	"2008"	"2008"	130	9899	13.13
	"Baltimore city, MD"	"24510"	"2009"	"2009"	127	9544	13.31
	"Baltimore city, MD"	"24510"	"2010"	"2010"	102	8956	11.39
	"Baltimore city, MD"	"24510"	"2011"	"2011"	93	8894	10.46
	"Baltimore city, MD"	"24510"	"2012"	"2012"	85	9122	9.32
	"Baltimore city, MD"	"24510"	"2013"	"2013"	94	8836	10.64
	"Baltimore city, MD"	"24510"	"2014"	"2014"	93	8869	10.49
	"Baltimore city, MD"	"24510"	"2015"	"2015"	72	8660	8.31
	"Baltimore city, MD"	"24510"	"2016"	"2016"	71	8504	8.35
	"Baltimore city, MD"	"24510"	"2017"	"2017"	69	7941	8.69
	"Unidentified Counties, MD"	"24999"	"2007"	"2007"	165	24220	6.81
	"Unidentified Counties, MD"	"24999"	"2008"	"2008"	145	23730	6.11
	"Unidentified Counties, MD"	"24999"	"2009"	"2009"	123	22778	5.40
	"Unidentified Counties, MD"	"24999"	"2010"	"2010"	137	22404	6.11
	"Unidentified Counties, MD"	"24999"	"2011"	"2011"	118	22226	5.31
	"Unidentified Counties, MD"	"24999"	"2012"	"2012"	106	22249	4.76
	"Unidentified Counties, MD"	"24999"	"2013"	"2013"	134	21848	6.13
	"Unidentified Counties, MD"	"24999"	"2014"	"2014"	118	18916	6.24
	"Unidentified Counties, MD"	"24999"	"2015"	"2015"	112	18941	5.91
	"Unidentified Counties, MD"	"24999"	"2016"	"2016"	122	18839	6.48
	"Unidentified Counties, MD"	"24999"	"2017"	"2017"	121	18356	6.59
