"Notes"	"County"	"County Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Lee County, FL"	"12071"	"2011"	"2011"	42	6275	6.69
	"Lee County, FL"	"12071"	"2012"	"2012"	38	6407	5.93
	"Lee County, FL"	"12071"	"2013"	"2013"	41	6404	6.40
	"Lee County, FL"	"12071"	"2014"	"2014"	34	6354	5.35
	"Lee County, FL"	"12071"	"2015"	"2015"	42	6777	6.20
	"Lee County, FL"	"12071"	"2016"	"2016"	44	6750	6.52
	"Lee County, FL"	"12071"	"2017"	"2017"	33	6681	4.94
	"Leon County, FL"	"12073"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Leon County, FL"	"12073"	"2014"	"2014"	24	3088	7.77
	"Leon County, FL"	"12073"	"2015"	"2015"	21	3047	6.89
	"Leon County, FL"	"12073"	"2016"	"2016"	16	2989	5.35 (Unreliable)
	"Leon County, FL"	"12073"	"2017"	"2017"	20	3132	6.39
	"Manatee County, FL"	"12081"	"2007"	"2007"	34	4134	8.22
	"Manatee County, FL"	"12081"	"2008"	"2008"	28	3886	7.21
	"Manatee County, FL"	"12081"	"2009"	"2009"	31	3660	8.47
	"Manatee County, FL"	"12081"	"2010"	"2010"	22	3348	6.57
	"Manatee County, FL"	"12081"	"2011"	"2011"	29	3367	8.61
	"Manatee County, FL"	"12081"	"2012"	"2012"	24	3434	6.99
	"Manatee County, FL"	"12081"	"2013"	"2013"	14	3378	4.14 (Unreliable)
	"Manatee County, FL"	"12081"	"2014"	"2014"	21	3545	5.92
	"Manatee County, FL"	"12081"	"2015"	"2015"	21	3469	6.05
	"Manatee County, FL"	"12081"	"2016"	"2016"	22	3445	6.39
	"Manatee County, FL"	"12081"	"2017"	"2017"	19	3476	5.47 (Unreliable)
	"Marion County, FL"	"12083"	"2007"	"2007"	27	3696	7.31
	"Marion County, FL"	"12083"	"2008"	"2008"	36	3680	9.78
	"Marion County, FL"	"12083"	"2009"	"2009"	24	3583	6.70
	"Marion County, FL"	"12083"	"2010"	"2010"	32	3402	9.41
	"Marion County, FL"	"12083"	"2011"	"2011"	24	3353	7.16
	"Marion County, FL"	"12083"	"2012"	"2012"	19	3263	5.82 (Unreliable)
	"Marion County, FL"	"12083"	"2013"	"2013"	28	3340	8.38
	"Marion County, FL"	"12083"	"2014"	"2014"	37	3418	10.83
	"Marion County, FL"	"12083"	"2015"	"2015"	22	3584	6.14
	"Marion County, FL"	"12083"	"2016"	"2016"	37	3472	10.66
	"Marion County, FL"	"12083"	"2017"	"2017"	27	3496	7.72
	"Miami-Dade County, FL"	"12086"	"2007"	"2007"	210	34300	6.12
	"Miami-Dade County, FL"	"12086"	"2008"	"2008"	171	33686	5.08
	"Miami-Dade County, FL"	"12086"	"2009"	"2009"	183	32479	5.63
	"Miami-Dade County, FL"	"12086"	"2010"	"2010"	138	31353	4.40
	"Miami-Dade County, FL"	"12086"	"2011"	"2011"	152	31366	4.85
	"Miami-Dade County, FL"	"12086"	"2012"	"2012"	149	30512	4.88
	"Miami-Dade County, FL"	"12086"	"2013"	"2013"	136	31189	4.36
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	147	32011	4.59
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	156	32438	4.81
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	169	32697	5.17
	"Miami-Dade County, FL"	"12086"	"2017"	"2017"	164	31818	5.15
	"Orange County, FL"	"12095"	"2007"	"2007"	116	16870	6.88
	"Orange County, FL"	"12095"	"2008"	"2008"	146	16580	8.81
	"Orange County, FL"	"12095"	"2009"	"2009"	96	15398	6.23
	"Orange County, FL"	"12095"	"2010"	"2010"	119	15191	7.83
	"Orange County, FL"	"12095"	"2011"	"2011"	118	15402	7.66
	"Orange County, FL"	"12095"	"2012"	"2012"	108	15743	6.86
	"Orange County, FL"	"12095"	"2013"	"2013"	124	15835	7.83
	"Orange County, FL"	"12095"	"2014"	"2014"	86	16227	5.30
	"Orange County, FL"	"12095"	"2015"	"2015"	104	16715	6.22
	"Orange County, FL"	"12095"	"2016"	"2016"	120	16653	7.21
	"Orange County, FL"	"12095"	"2017"	"2017"	121	16890	7.16
	"Osceola County, FL"	"12097"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Osceola County, FL"	"12097"	"2014"	"2014"	21	4196	5.00
	"Osceola County, FL"	"12097"	"2015"	"2015"	22	4183	5.26
	"Osceola County, FL"	"12097"	"2016"	"2016"	26	4328	6.01
	"Osceola County, FL"	"12097"	"2017"	"2017"	19	4386	4.33 (Unreliable)
	"Palm Beach County, FL"	"12099"	"2007"	"2007"	110	15704	7.00
	"Palm Beach County, FL"	"12099"	"2008"	"2008"	82	15260	5.37
	"Palm Beach County, FL"	"12099"	"2009"	"2009"	89	14177	6.28
	"Palm Beach County, FL"	"12099"	"2010"	"2010"	76	13834	5.49
	"Palm Beach County, FL"	"12099"	"2011"	"2011"	77	13805	5.58
	"Palm Beach County, FL"	"12099"	"2012"	"2012"	67	13950	4.80
	"Palm Beach County, FL"	"12099"	"2013"	"2013"	63	14206	4.43
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	69	14442	4.78
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	74	14872	4.98
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	63	14965	4.21
	"Palm Beach County, FL"	"12099"	"2017"	"2017"	66	15050	4.39
	"Pasco County, FL"	"12101"	"2007"	"2007"	34	5528	6.15
	"Pasco County, FL"	"12101"	"2008"	"2008"	36	5304	6.79
	"Pasco County, FL"	"12101"	"2009"	"2009"	26	4947	5.26
	"Pasco County, FL"	"12101"	"2010"	"2010"	32	4801	6.67
	"Pasco County, FL"	"12101"	"2011"	"2011"	31	4698	6.60
	"Pasco County, FL"	"12101"	"2012"	"2012"	23	4736	4.86
	"Pasco County, FL"	"12101"	"2013"	"2013"	32	4794	6.68
	"Pasco County, FL"	"12101"	"2014"	"2014"	33	4825	6.84
	"Pasco County, FL"	"12101"	"2015"	"2015"	25	5105	4.90
	"Pasco County, FL"	"12101"	"2016"	"2016"	38	5108	7.44
	"Pasco County, FL"	"12101"	"2017"	"2017"	26	5140	5.06
	"Pinellas County, FL"	"12103"	"2007"	"2007"	73	9400	7.77
	"Pinellas County, FL"	"12103"	"2008"	"2008"	84	9146	9.18
	"Pinellas County, FL"	"12103"	"2009"	"2009"	73	8764	8.33
	"Pinellas County, FL"	"12103"	"2010"	"2010"	75	8468	8.86
	"Pinellas County, FL"	"12103"	"2011"	"2011"	56	8295	6.75
	"Pinellas County, FL"	"12103"	"2012"	"2012"	41	8447	4.85
	"Pinellas County, FL"	"12103"	"2013"	"2013"	49	8586	5.71
	"Pinellas County, FL"	"12103"	"2014"	"2014"	56	8528	6.57
	"Pinellas County, FL"	"12103"	"2015"	"2015"	59	8745	6.75
	"Pinellas County, FL"	"12103"	"2016"	"2016"	52	8480	6.13
	"Pinellas County, FL"	"12103"	"2017"	"2017"	54	8230	6.56
	"Polk County, FL"	"12105"	"2007"	"2007"	72	8544	8.43
	"Polk County, FL"	"12105"	"2008"	"2008"	59	7902	7.47
	"Polk County, FL"	"12105"	"2009"	"2009"	65	7734	8.40
	"Polk County, FL"	"12105"	"2010"	"2010"	56	7420	7.55
	"Polk County, FL"	"12105"	"2011"	"2011"	47	7196	6.53
	"Polk County, FL"	"12105"	"2012"	"2012"	56	7252	7.72
	"Polk County, FL"	"12105"	"2013"	"2013"	51	7259	7.03
	"Polk County, FL"	"12105"	"2014"	"2014"	50	7609	6.57
	"Polk County, FL"	"12105"	"2015"	"2015"	62	7483	8.29
	"Polk County, FL"	"12105"	"2016"	"2016"	55	7804	7.05
	"Polk County, FL"	"12105"	"2017"	"2017"	63	7849	8.03
	"St. Lucie County, FL"	"12111"	"2007"	"2007"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2008"	"2008"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2009"	"2009"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2010"	"2010"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2011"	"2011"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2012"	"2012"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2013"	"2013"	Missing County	Missing County	Missing County
	"St. Lucie County, FL"	"12111"	"2014"	"2014"	17	2972	5.72 (Unreliable)
	"St. Lucie County, FL"	"12111"	"2015"	"2015"	18	3099	5.81 (Unreliable)
	"St. Lucie County, FL"	"12111"	"2016"	"2016"	18	2999	6.00 (Unreliable)
	"St. Lucie County, FL"	"12111"	"2017"	"2017"	14	3019	4.64 (Unreliable)
	"Sarasota County, FL"	"12115"	"2007"	"2007"	10	3302	3.03 (Unreliable)
	"Sarasota County, FL"	"12115"	"2008"	"2008"	18	3029	5.94 (Unreliable)
	"Sarasota County, FL"	"12115"	"2009"	"2009"	21	2929	7.17
	"Sarasota County, FL"	"12115"	"2010"	"2010"	16	2818	5.68 (Unreliable)
	"Sarasota County, FL"	"12115"	"2011"	"2011"	13	2948	4.41 (Unreliable)
	"Sarasota County, FL"	"12115"	"2012"	"2012"	12	2913	4.12 (Unreliable)
	"Sarasota County, FL"	"12115"	"2013"	"2013"	18	2804	6.42 (Unreliable)
	"Sarasota County, FL"	"12115"	"2014"	"2014"	14	2958	4.73 (Unreliable)
	"Sarasota County, FL"	"12115"	"2015"	"2015"	16	2907	5.50 (Unreliable)
	"Sarasota County, FL"	"12115"	"2016"	"2016"	13	2926	4.44 (Unreliable)
	"Sarasota County, FL"	"12115"	"2017"	"2017"	14	2824	4.96 (Unreliable)
	"Seminole County, FL"	"12117"	"2007"	"2007"	32	4772	6.71
	"Seminole County, FL"	"12117"	"2008"	"2008"	32	4646	6.89
	"Seminole County, FL"	"12117"	"2009"	"2009"	30	4472	6.71
	"Seminole County, FL"	"12117"	"2010"	"2010"	29	4381	6.62
	"Seminole County, FL"	"12117"	"2011"	"2011"	28	4446	6.30
	"Seminole County, FL"	"12117"	"2012"	"2012"	31	4421	7.01
	"Seminole County, FL"	"12117"	"2013"	"2013"	20	4423	4.52
	"Seminole County, FL"	"12117"	"2014"	"2014"	18	4519	3.98 (Unreliable)
	"Seminole County, FL"	"12117"	"2015"	"2015"	21	4555	4.61
	"Seminole County, FL"	"12117"	"2016"	"2016"	21	4753	4.42
	"Seminole County, FL"	"12117"	"2017"	"2017"	34	4774	7.12
	"Volusia County, FL"	"12127"	"2007"	"2007"	43	5416	7.94
	"Volusia County, FL"	"12127"	"2008"	"2008"	49	5257	9.32
	"Volusia County, FL"	"12127"	"2009"	"2009"	27	5098	5.30
	"Volusia County, FL"	"12127"	"2010"	"2010"	28	4709	5.95
	"Volusia County, FL"	"12127"	"2011"	"2011"	31	4657	6.66
	"Volusia County, FL"	"12127"	"2012"	"2012"	17	4708	3.61 (Unreliable)
	"Volusia County, FL"	"12127"	"2013"	"2013"	21	4637	4.53
	"Volusia County, FL"	"12127"	"2014"	"2014"	23	4768	4.82
	"Volusia County, FL"	"12127"	"2015"	"2015"	41	4939	8.30
	"Volusia County, FL"	"12127"	"2016"	"2016"	34	5032	6.76
	"Volusia County, FL"	"12127"	"2017"	"2017"	30	4986	6.02
	"Unidentified Counties, FL"	"12999"	"2007"	"2007"	378	51059	7.40
	"Unidentified Counties, FL"	"12999"	"2008"	"2008"	386	49450	7.81
	"Unidentified Counties, FL"	"12999"	"2009"	"2009"	333	47385	7.03
	"Unidentified Counties, FL"	"12999"	"2010"	"2010"	296	45934	6.44
	"Unidentified Counties, FL"	"12999"	"2011"	"2011"	279	45421	6.14
	"Unidentified Counties, FL"	"12999"	"2012"	"2012"	293	45214	6.48
	"Unidentified Counties, FL"	"12999"	"2013"	"2013"	293	45733	6.41
	"Unidentified Counties, FL"	"12999"	"2014"	"2014"	242	33336	7.26
	"Unidentified Counties, FL"	"12999"	"2015"	"2015"	210	33845	6.20
	"Unidentified Counties, FL"	"12999"	"2016"	"2016"	205	33610	6.10
	"Unidentified Counties, FL"	"12999"	"2017"	"2017"	231	33357	6.93
	"Chatham County, GA"	"13051"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Chatham County, GA"	"13051"	"2014"	"2014"	32	4021	7.96
	"Chatham County, GA"	"13051"	"2015"	"2015"	39	4149	9.40
	"Chatham County, GA"	"13051"	"2016"	"2016"	31	3975	7.80
	"Chatham County, GA"	"13051"	"2017"	"2017"	36	3712	9.70
	"Clayton County, GA"	"13063"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Clayton County, GA"	"13063"	"2014"	"2014"	26	3618	7.19
	"Clayton County, GA"	"13063"	"2015"	"2015"	36	3804	9.46
	"Clayton County, GA"	"13063"	"2016"	"2016"	42	3809	11.03
	"Clayton County, GA"	"13063"	"2017"	"2017"	41	3813	10.75
	"Cobb County, GA"	"13067"	"2007"	"2007"	73	11349	6.43
	"Cobb County, GA"	"13067"	"2008"	"2008"	77	10523	7.32
	"Cobb County, GA"	"13067"	"2009"	"2009"	65	10041	6.47
	"Cobb County, GA"	"13067"	"2010"	"2010"	53	9441	5.61
	"Cobb County, GA"	"13067"	"2011"	"2011"	53	9581	5.53
	"Cobb County, GA"	"13067"	"2012"	"2012"	42	9499	4.42
	"Cobb County, GA"	"13067"	"2013"	"2013"	62	9333	6.64
	"Cobb County, GA"	"13067"	"2014"	"2014"	59	9846	5.99
	"Cobb County, GA"	"13067"	"2015"	"2015"	72	9658	7.45
	"Cobb County, GA"	"13067"	"2016"	"2016"	59	9579	6.16
	"Cobb County, GA"	"13067"	"2017"	"2017"	60	9588	6.26
	"DeKalb County, GA"	"13089"	"2007"	"2007"	94	11764	7.99
	"DeKalb County, GA"	"13089"	"2008"	"2008"	100	11402	8.77
	"DeKalb County, GA"	"13089"	"2009"	"2009"	66	11463	5.76
	"DeKalb County, GA"	"13089"	"2010"	"2010"	61	10857	5.62
	"DeKalb County, GA"	"13089"	"2011"	"2011"	89	10800	8.24
	"DeKalb County, GA"	"13089"	"2012"	"2012"	60	10932	5.49
	"DeKalb County, GA"	"13089"	"2013"	"2013"	74	10828	6.83
	"DeKalb County, GA"	"13089"	"2014"	"2014"	92	10887	8.45
	"DeKalb County, GA"	"13089"	"2015"	"2015"	80	11095	7.21
	"DeKalb County, GA"	"13089"	"2016"	"2016"	69	11060	6.24
	"DeKalb County, GA"	"13089"	"2017"	"2017"	89	10933	8.14
	"Fulton County, GA"	"13121"	"2007"	"2007"	126	14839	8.49
	"Fulton County, GA"	"13121"	"2008"	"2008"	131	14954	8.76
	"Fulton County, GA"	"13121"	"2009"	"2009"	109	14251	7.65
	"Fulton County, GA"	"13121"	"2010"	"2010"	66	13988	4.72
	"Fulton County, GA"	"13121"	"2011"	"2011"	100	13945	7.17
	"Fulton County, GA"	"13121"	"2012"	"2012"	72	13329	5.40
	"Fulton County, GA"	"13121"	"2013"	"2013"	89	13189	6.75
	"Fulton County, GA"	"13121"	"2014"	"2014"	118	13741	8.59
	"Fulton County, GA"	"13121"	"2015"	"2015"	92	13579	6.78
	"Fulton County, GA"	"13121"	"2016"	"2016"	84	13123	6.40
	"Fulton County, GA"	"13121"	"2017"	"2017"	73	13363	5.46
	"Gwinnett County, GA"	"13135"	"2007"	"2007"	73	13588	5.37
	"Gwinnett County, GA"	"13135"	"2008"	"2008"	78	12924	6.04
	"Gwinnett County, GA"	"13135"	"2009"	"2009"	74	12230	6.05
	"Gwinnett County, GA"	"13135"	"2010"	"2010"	58	11344	5.11
	"Gwinnett County, GA"	"13135"	"2011"	"2011"	61	11197	5.45
	"Gwinnett County, GA"	"13135"	"2012"	"2012"	54	10824	4.99
	"Gwinnett County, GA"	"13135"	"2013"	"2013"	62	11105	5.58
	"Gwinnett County, GA"	"13135"	"2014"	"2014"	70	11303	6.19
	"Gwinnett County, GA"	"13135"	"2015"	"2015"	78	11519	6.77
	"Gwinnett County, GA"	"13135"	"2016"	"2016"	89	11365	7.83
	"Gwinnett County, GA"	"13135"	"2017"	"2017"	69	11442	6.03
	"Unidentified Counties, GA"	"13999"	"2007"	"2007"	845	99597	8.48
	"Unidentified Counties, GA"	"13999"	"2008"	"2008"	784	96800	8.10
	"Unidentified Counties, GA"	"13999"	"2009"	"2009"	721	93392	7.72
	"Unidentified Counties, GA"	"13999"	"2010"	"2010"	611	88317	6.92
	"Unidentified Counties, GA"	"13999"	"2011"	"2011"	605	86886	6.96
	"Unidentified Counties, GA"	"13999"	"2012"	"2012"	584	85696	6.81
	"Unidentified Counties, GA"	"13999"	"2013"	"2013"	611	84293	7.25
	"Unidentified Counties, GA"	"13999"	"2014"	"2014"	587	77530	7.57
	"Unidentified Counties, GA"	"13999"	"2015"	"2015"	627	77600	8.08
	"Unidentified Counties, GA"	"13999"	"2016"	"2016"	596	77131	7.73
	"Unidentified Counties, GA"	"13999"	"2017"	"2017"	559	76392	7.32
	"Honolulu County, HI"	"15003"	"2007"	"2007"	95	13575	7.00
	"Honolulu County, HI"	"15003"	"2008"	"2008"	79	13767	5.74
	"Honolulu County, HI"	"15003"	"2009"	"2009"	75	13352	5.62
	"Honolulu County, HI"	"15003"	"2010"	"2010"	97	13732	7.06
	"Honolulu County, HI"	"15003"	"2011"	"2011"	72	13588	5.30
	"Honolulu County, HI"	"15003"	"2012"	"2012"	79	13676	5.78
	"Honolulu County, HI"	"15003"	"2013"	"2013"	96	13639	7.04
	"Honolulu County, HI"	"15003"	"2014"	"2014"	65	13219	4.92
	"Honolulu County, HI"	"15003"	"2015"	"2015"	72	13265	5.43
	"Honolulu County, HI"	"15003"	"2016"	"2016"	75	12983	5.78
	"Honolulu County, HI"	"15003"	"2017"	"2017"	70	12487	5.61
	"Unidentified Counties, HI"	"15999"	"2007"	"2007"	32	5559	5.76
	"Unidentified Counties, HI"	"15999"	"2008"	"2008"	31	5717	5.42
	"Unidentified Counties, HI"	"15999"	"2009"	"2009"	37	5535	6.68
	"Unidentified Counties, HI"	"15999"	"2010"	"2010"	21	5256	4.00
	"Unidentified Counties, HI"	"15999"	"2011"	"2011"	28	5368	5.22
	"Unidentified Counties, HI"	"15999"	"2012"	"2012"	13	5304	2.45 (Unreliable)
	"Unidentified Counties, HI"	"15999"	"2013"	"2013"	25	5348	4.67
	"Unidentified Counties, HI"	"15999"	"2014"	"2014"	18	5331	3.38 (Unreliable)
	"Unidentified Counties, HI"	"15999"	"2015"	"2015"	32	5155	6.21
	"Unidentified Counties, HI"	"15999"	"2016"	"2016"	34	5076	6.70
	"Unidentified Counties, HI"	"15999"	"2017"	"2017"	25	5030	4.97
	"Ada County, ID"	"16001"	"2007"	"2007"	39	5788	6.74
	"Ada County, ID"	"16001"	"2008"	"2008"	32	5705	5.61
	"Ada County, ID"	"16001"	"2009"	"2009"	26	5238	4.96
	"Ada County, ID"	"16001"	"2010"	"2010"	18	5045	3.57 (Unreliable)
	"Ada County, ID"	"16001"	"2011"	"2011"	24	5151	4.66
	"Ada County, ID"	"16001"	"2012"	"2012"	25	5075	4.93
	"Ada County, ID"	"16001"	"2013"	"2013"	19	4982	3.81 (Unreliable)
	"Ada County, ID"	"16001"	"2014"	"2014"	23	5120	4.49
	"Ada County, ID"	"16001"	"2015"	"2015"	21	5126	4.10
	"Ada County, ID"	"16001"	"2016"	"2016"	23	5045	4.56
	"Ada County, ID"	"16001"	"2017"	"2017"	20	4842	4.13
	"Unidentified Counties, ID"	"16999"	"2007"	"2007"	132	19231	6.86
	"Unidentified Counties, ID"	"16999"	"2008"	"2008"	111	19444	5.71
	"Unidentified Counties, ID"	"16999"	"2009"	"2009"	104	18499	5.62
	"Unidentified Counties, ID"	"16999"	"2010"	"2010"	93	18153	5.12
	"Unidentified Counties, ID"	"16999"	"2011"	"2011"	88	17154	5.13
	"Unidentified Counties, ID"	"16999"	"2012"	"2012"	100	17888	5.59
	"Unidentified Counties, ID"	"16999"	"2013"	"2013"	107	17401	6.15
	"Unidentified Counties, ID"	"16999"	"2014"	"2014"	99	17756	5.58
	"Unidentified Counties, ID"	"16999"	"2015"	"2015"	86	17701	4.86
	"Unidentified Counties, ID"	"16999"	"2016"	"2016"	108	17437	6.19
	"Unidentified Counties, ID"	"16999"	"2017"	"2017"	81	17339	4.67
	"Cook County, IL"	"17031"	"2007"	"2007"	585	79333	7.37
	"Cook County, IL"	"17031"	"2008"	"2008"	596	77765	7.66
	"Cook County, IL"	"17031"	"2009"	"2009"	555	75783	7.32
	"Cook County, IL"	"17031"	"2010"	"2010"	529	73079	7.24
	"Cook County, IL"	"17031"	"2011"	"2011"	504	71163	7.08
	"Cook County, IL"	"17031"	"2012"	"2012"	509	70275	7.24
	"Cook County, IL"	"17031"	"2013"	"2013"	422	68930	6.12
	"Cook County, IL"	"17031"	"2014"	"2014"	460	69579	6.61
	"Cook County, IL"	"17031"	"2015"	"2015"	480	68848	6.97
	"Cook County, IL"	"17031"	"2016"	"2016"	473	66779	7.08
	"Cook County, IL"	"17031"	"2017"	"2017"	398	64374	6.18
	"DuPage County, IL"	"17043"	"2007"	"2007"	54	11640	4.64
	"DuPage County, IL"	"17043"	"2008"	"2008"	76	11316	6.72
	"DuPage County, IL"	"17043"	"2009"	"2009"	53	10821	4.90
	"DuPage County, IL"	"17043"	"2010"	"2010"	66	10768	6.13
	"DuPage County, IL"	"17043"	"2011"	"2011"	53	10772	4.92
	"DuPage County, IL"	"17043"	"2012"	"2012"	37	10530	3.51
	"DuPage County, IL"	"17043"	"2013"	"2013"	45	10592	4.25
	"DuPage County, IL"	"17043"	"2014"	"2014"	61	10737	5.68
	"DuPage County, IL"	"17043"	"2015"	"2015"	30	10891	2.75
	"DuPage County, IL"	"17043"	"2016"	"2016"	41	10832	3.79
	"DuPage County, IL"	"17043"	"2017"	"2017"	37	10337	3.58
	"Kane County, IL"	"17089"	"2007"	"2007"	40	8410	4.76
	"Kane County, IL"	"17089"	"2008"	"2008"	47	8205	5.73
	"Kane County, IL"	"17089"	"2009"	"2009"	48	7698	6.24
	"Kane County, IL"	"17089"	"2010"	"2010"	46	7230	6.36
	"Kane County, IL"	"17089"	"2011"	"2011"	49	6953	7.05
	"Kane County, IL"	"17089"	"2012"	"2012"	38	6855	5.54
	"Kane County, IL"	"17089"	"2013"	"2013"	44	6766	6.50
	"Kane County, IL"	"17089"	"2014"	"2014"	38	6834	5.56
	"Kane County, IL"	"17089"	"2015"	"2015"	31	6688	4.64
	"Kane County, IL"	"17089"	"2016"	"2016"	40	6710	5.96
	"Kane County, IL"	"17089"	"2017"	"2017"	19	6339	3.00 (Unreliable)
	"Lake County, IL"	"17097"	"2007"	"2007"	56	9838	5.69
	"Lake County, IL"	"17097"	"2008"	"2008"	45	9478	4.75
	"Lake County, IL"	"17097"	"2009"	"2009"	51	9002	5.67
	"Lake County, IL"	"17097"	"2010"	"2010"	46	8444	5.45
	"Lake County, IL"	"17097"	"2011"	"2011"	47	8081	5.82
	"Lake County, IL"	"17097"	"2012"	"2012"	46	8017	5.74
	"Lake County, IL"	"17097"	"2013"	"2013"	37	7849	4.71
	"Lake County, IL"	"17097"	"2014"	"2014"	36	7883	4.57
	"Lake County, IL"	"17097"	"2015"	"2015"	36	7718	4.66
	"Lake County, IL"	"17097"	"2016"	"2016"	26	7660	3.39
	"Lake County, IL"	"17097"	"2017"	"2017"	36	7607	4.73
	"McHenry County, IL"	"17111"	"2007"	"2007"	20	4120	4.85
	"McHenry County, IL"	"17111"	"2008"	"2008"	23	3822	6.02
	"McHenry County, IL"	"17111"	"2009"	"2009"	17	3723	4.57 (Unreliable)
	"McHenry County, IL"	"17111"	"2010"	"2010"	12	3432	3.50 (Unreliable)
	"McHenry County, IL"	"17111"	"2011"	"2011"	12	3363	3.57 (Unreliable)
	"McHenry County, IL"	"17111"	"2012"	"2012"	Suppressed	3248	Suppressed
	"McHenry County, IL"	"17111"	"2013"	"2013"	15	3164	4.74 (Unreliable)
	"McHenry County, IL"	"17111"	"2014"	"2014"	13	3266	3.98 (Unreliable)
	"McHenry County, IL"	"17111"	"2015"	"2015"	13	3266	3.98 (Unreliable)
	"McHenry County, IL"	"17111"	"2016"	"2016"	12	3090	3.88 (Unreliable)
	"McHenry County, IL"	"17111"	"2017"	"2017"	Suppressed	3185	Suppressed
	"Madison County, IL"	"17119"	"2007"	"2007"	23	3349	6.87
	"Madison County, IL"	"17119"	"2008"	"2008"	18	3443	5.23 (Unreliable)
	"Madison County, IL"	"17119"	"2009"	"2009"	22	3276	6.72
	"Madison County, IL"	"17119"	"2010"	"2010"	22	3234	6.80
	"Madison County, IL"	"17119"	"2011"	"2011"	15	3235	4.64 (Unreliable)
	"Madison County, IL"	"17119"	"2012"	"2012"	10	3115	3.21 (Unreliable)
	"Madison County, IL"	"17119"	"2013"	"2013"	15	3093	4.85 (Unreliable)
	"Madison County, IL"	"17119"	"2014"	"2014"	21	3097	6.78
	"Madison County, IL"	"17119"	"2015"	"2015"	21	3082	6.81
	"Madison County, IL"	"17119"	"2016"	"2016"	24	3051	7.87
	"Madison County, IL"	"17119"	"2017"	"2017"	22	2892	7.61
	"St. Clair County, IL"	"17163"	"2007"	"2007"	28	3840	7.29
	"St. Clair County, IL"	"17163"	"2008"	"2008"	35	3822	9.16
	"St. Clair County, IL"	"17163"	"2009"	"2009"	22	3718	5.92
	"St. Clair County, IL"	"17163"	"2010"	"2010"	24	3498	6.86
	"St. Clair County, IL"	"17163"	"2011"	"2011"	15	3496	4.29 (Unreliable)
	"St. Clair County, IL"	"17163"	"2012"	"2012"	29	3407	8.51
	"St. Clair County, IL"	"17163"	"2013"	"2013"	29	3341	8.68
	"St. Clair County, IL"	"17163"	"2014"	"2014"	35	3411	10.26
	"St. Clair County, IL"	"17163"	"2015"	"2015"	23	3422	6.72
