"2016-2017 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 20 or more students enrolled that reported and schools that did not report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL^,,PME**,,PBE***,,OTHERS§ ,,OVERDUE ††,,DTP†††,,POLIO¥,,MMR‡,,HEPB‡‡,,VAR¶,,REPORTED¶¶
,,,,,,,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,
6021869,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,KELLOGG POLYTECHNIC ELEMENTARY,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6021877,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,KINGSLEY ELEMENTARY,124,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6021984,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LA VERNE SCIENCE AND TECHNOLOGY CHARTER,50,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6021885,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LEXINGTON ELEMENTARY,83,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6021893,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LINCOLN ELEMENTARY,45,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
111047,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LOPEZ ELEMENTARY,104,101,97,3,3,0,0,0,0,0,0,0,0,102,98,102,98,102,98,--*,≥99%,--*,≥99%,Y
6021901,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,MADISON ELEMENTARY,95,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6021919,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,MONTVUE ELEMENTARY,24,19,79,5,21,0,0,0,0,0,0,0,0,19,79,19,79,20,83,22,92,--*,≥95%,Y
6021935,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,PHILADELPHIA ELEMENTARY,103,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6108922,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,RANCH HILLS ELEMENTARY,72,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6021943,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,ROOSEVELT ELEMENTARY,98,95,97,3,3,0,0,0,0,0,0,0,0,95,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6112437,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,SAN ANTONIO ELEMENTARY,73,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6021950,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,SAN JOSE ELEMENTARY,86,83,97,3,3,0,0,0,0,0,0,0,0,--*,≥98%,83,97,--*,≥98%,--*,≥98%,--*,≥98%,Y
6108914,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,VEJAR ELEMENTARY,142,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6021968,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,WASHINGTON ELEMENTARY,100,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6021976,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,WESTMONT ELEMENTARY,45,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6022008,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,ALTA VISTA ELEMENTARY,114,111,97,3,3,0,0,0,0,0,0,0,0,111,97,111,97,111,97,111,97,--*,≥99%,Y
6022024,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,BERYL HEIGHTS ELEMENTARY,69,66,96,3,4,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,66,96,--*,≥98%,Y
6022032,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,BIRNEY ELEMENTARY,72,68,94,2,3,0,0,2,3,0,0,0,0,69,96,69,96,69,96,68,94,69,96,Y
6022099,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,JEFFERSON ELEMENTARY,96,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022107,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,LINCOLN ELEMENTARY,103,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022115,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,MADISON ELEMENTARY,112,110,98,0,0,2,2,0,0,0,0,0,0,110,98,110,98,110,98,110,98,110,98,Y
6022149,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,TULITA ELEMENTARY,109,107,98,2,2,0,0,0,0,0,0,0,0,107,98,--*,≥99%,--*,≥99%,107,98,--*,≥99%,Y
6022156,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,WASHINGTON ELEMENTARY,132,130,98,2,2,0,0,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022164,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,EMMA W. SHUEY ELEMENTARY,59,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022172,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,ENCINITA ELEMENTARY,41,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6022180,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,MILDRED B. JANSON ELEMENTARY,87,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022206,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,SAVANNAH ELEMENTARY,59,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022289,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,HURLEY ELEMENTARY,106,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022321,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,NORTHAM ELEMENTARY,102,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022347,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,RORIMER ELEMENTARY,84,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022388,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,VILLACORTA ELEMENTARY,68,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022412,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,YORBITA ELEMENTARY,83,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022222,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,BLANDFORD ELEMENTARY,109,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022297,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,JELLICK ELEMENTARY,78,75,96,1,1,2,3,0,0,0,0,0,0,--*,≥98%,--*,≥98%,76,97,--*,≥98%,--*,≥98%,Y
6022305,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,KILLIAN ELEMENTARY,103,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022354,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,ROWLAND ELEMENTARY,95,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022362,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,SHELYN ELEMENTARY,83,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
120600,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,SIMI VALLEY,IQ ACADEMY CALIFORNIA-LOS ANGELES,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6103352,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WALNUT,STANLEY G. OSWALT ACADEMY,121,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022404,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WALNUT,YBARRA ACADEMY FOR THE ARTS AND TECHNOLOGY,77,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022271,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WEST COVINA,HOLLINGWORTH ELEMENTARY,72,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
125005,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WEST COVINA,TELESIS ACADEMY OF SCIENCE & MATH,74,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022420,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,COOLIDGE ELEMENTARY,46,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6022453,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,MCKINLEY ELEMENTARY,92,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022461,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,ROOSEVELT ELEMENTARY,130,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022479,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,WASHINGTON ELEMENTARY,59,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022487,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,WILSON ELEMENTARY,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6022495,LOS ANGELES,PUBLIC,SAN MARINO UNIFIED,SAN MARINO,CARVER ELEMENTARY,107,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022529,LOS ANGELES,PUBLIC,SAN MARINO UNIFIED,SAN MARINO,VALENTINE ELEMENTARY,98,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022537,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,MALIBU,JUAN CABRILLO ELEMENTARY,37,34,92,1,3,1,3,0,0,1,3,0,0,--*,≥95%,--*,≥95%,34,92,--*,≥95%,--*,≥95%,Y
6022602,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,MALIBU,POINT DUME ELEMENTARY,35,25,71,8,23,2,6,0,0,0,0,0,0,32,91,33,94,33,94,26,74,33,94,Y
6022636,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,MALIBU,WEBSTER ELEMENTARY,64,52,81,10,16,2,3,0,0,0,0,0,0,56,88,57,89,60,94,58,91,62,97,Y
6022545,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,EDISON ELEMENTARY,84,80,95,2,2,1,1,0,0,0,0,1,1,--*,≥98%,81,96,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022552,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,FRANKLIN ELEMENTARY,105,91,87,6,6,6,6,0,0,2,2,0,0,95,90,94,90,95,90,93,89,101,96,Y
6022560,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,GRANT ELEMENTARY,117,113,97,1,1,1,1,2,2,0,0,0,0,114,97,115,98,114,97,114,97,114,97,Y
6022578,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,JOHN MUIR ELEMENTARY,54,47,87,6,11,0,0,1,2,0,0,0,0,50,93,50,93,52,96,49,91,--*,≥98%,Y
6022594,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,MCKINLEY ELEMENTARY,122,110,90,4,3,1,1,2,2,1,1,4,3,118,97,118,97,118,97,113,93,120,98,Y
6022610,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,ROOSEVELT ELEMENTARY,136,125,92,4,3,4,3,0,0,3,2,0,0,130,96,131,96,129,95,130,96,--*,≥99%,Y
6093538,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,SANTA MONICA ALTERNATIVE -K-8-,22,17,77,3,14,2,9,0,0,0,0,0,0,19,86,19,86,20,91,17,77,20,91,Y
6022644,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,WILL ROGERS ELEMENTARY,95,90,95,5,5,0,0,0,0,0,0,0,0,91,96,--*,≥98%,--*,≥98%,91,96,--*,≥98%,Y
6022651,LOS ANGELES,PUBLIC,SAUGUS UNION,CANYON COUNTRY,CEDARCREEK ELEMENTARY,71,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022685,LOS ANGELES,PUBLIC,SAUGUS UNION,CANYON COUNTRY,RIO VISTA ELEMENTARY,86,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022727,LOS ANGELES,PUBLIC,SAUGUS UNION,CANYON COUNTRY,SKYBLUE MESA ELEMENTARY,91,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6120257,LOS ANGELES,PUBLIC,SAUGUS UNION,SANTA CLARITA,BRIDGEPORT ELEMENTARY,136,131,96,3,2,1,1,1,1,0,0,0,0,132,97,--*,≥99%,133,98,132,97,--*,≥99%,Y
6022669,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,EMBLEM ACADEMY,131,128,98,1,1,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6068860,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,HIGHLANDS ELEMENTARY,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6107924,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,JAMES FOSTER ELEMENTARY,96,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6112528,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,MOUNTAINVIEW ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6115513,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,PLUM CANYON ELEMENTARY,86,81,94,2,2,1,1,2,2,0,0,0,0,81,94,82,95,83,97,--*,≥98%,--*,≥98%,Y
6022693,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,ROSEDELL ELEMENTARY,127,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022701,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,SANTA CLARITA ELEMENTARY,96,93,97,0,0,3,3,0,0,0,0,0,0,93,97,93,97,93,97,93,97,93,97,Y
6106876,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,CHARLES HELMERS ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6116495,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,NORTH PARK ELEMENTARY,99,95,96,2,2,0,0,2,2,0,0,0,0,--*,≥98%,96,97,--*,≥98%,96,97,--*,≥98%,Y
108597,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,TESORO DEL VALLE ELEMENTARY,90,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
119230,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,WEST CREEK ACADEMY,140,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
118760,LOS ANGELES,PUBLIC,SBE - BARACK OBAMA CHARTER,LOS ANGELES,BARACK OBAMA CHARTER,92,89,97,2,2,0,0,0,0,0,0,1,1,89,97,89,97,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022768,LOS ANGELES,PUBLIC,SOUTH PASADENA UNIFIED,SOUTH PASADENA,ARROYO VISTA ELEMENTARY,120,117,98,1,1,1,1,0,0,1,1,0,0,117,98,117,98,117,98,117,98,117,98,Y
6022776,LOS ANGELES,PUBLIC,SOUTH PASADENA UNIFIED,SOUTH PASADENA,MARENGO ELEMENTARY,120,117,98,2,2,1,1,0,0,0,0,0,0,118,98,--*,≥99%,--*,≥99%,118,98,--*,≥99%,Y
6022784,LOS ANGELES,PUBLIC,SOUTH PASADENA UNIFIED,SOUTH PASADENA,MONTEREY HILLS ELEMENTARY,113,108,96,3,3,1,1,0,0,1,1,0,0,111,98,--*,≥99%,110,97,110,97,--*,≥99%,Y
6022800,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,CARMELA ELEMENTARY,65,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022818,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,HOWARD J. MCKIBBEN ELEMENTARY,59,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022826,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,LAKE MARIE ELEMENTARY,30,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6022834,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,LOMA VISTA ELEMENTARY,79,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022842,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,LOS ALTOS ELEMENTARY,81,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022677,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,CANYON SPRINGS COMMUNITY ELEMENTARY,78,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022883,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,LEONA H. COX COMMUNITY ELEMENTARY,68,61,90,4,6,0,0,1,1,0,0,2,3,63,93,64,94,64,94,65,96,66,97,Y
6022891,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,MINT CANYON COMMUNITY ELEMENTARY,84,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6066807,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,MITCHELL COMMUNITY ELEMENTARY,108,105,97,1,1,0,0,0,0,1,1,1,1,105,97,105,97,105,97,105,97,105,97,Y
6107205,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,PINETREE COMMUNITY ELEMENTARY,98,95,97,1,1,0,0,1,1,0,0,1,1,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022917,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,SULPHUR SPRINGS COMMUNITY ELEMENTARY,97,94,97,2,2,1,1,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6071682,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,NEWHALL,VALLEY VIEW COMMUNITY ELEMENTARY,105,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6120513,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,SANTA CLARITA,FAIR OAKS RANCH COMMUNITY,154,149,97,1,1,0,0,3,2,0,0,1,1,150,97,150,97,150,97,--*,≥99%,--*,≥99%,Y
116616,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,SANTA CLARITA,GOLDEN OAK COMMUNITY,78,76,97,2,3,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6022933,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,SAN GABRIEL,EMPEROR ELEMENTARY,65,63,97,2,3,0,0,0,0,0,0,0,0,--*,≥98%,63,97,63,97,63,97,--*,≥98%,Y
6022941,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,TEMPLE CITY,LA ROSA ELEMENTARY,123,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6022958,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,TEMPLE CITY,LONGDEN ELEMENTARY,112,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
