"2016-2017 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 20 or more students enrolled that reported and schools that did not report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL^,,PME**,,PBE***,,OTHERS§ ,,OVERDUE ††,,DTP†††,,POLIO¥,,MMR‡,,HEPB‡‡,,VAR¶,,REPORTED¶¶
,,,,,,,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,
6963334,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. ALPHONSUS SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963359,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. ANASTASIA ELEMENTARY,32,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963516,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. BERNARD ELEMENTARY,23,14,61,0,0,0,0,0,0,0,0,9,39,15,65,15,65,14,61,--*,≥95%,--*,≥95%,Y
6963532,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. BRENDAN,31,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963607,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. CECILIA ELEMENTARY,21,14,67,7,33,0,0,0,0,0,0,0,0,19,90,15,71,16,76,--*,≥95%,--*,≥95%,Y
6963649,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. COLUMBKILLE ELEMENTARY,44,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963698,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. DOMINIC ELEMENTARY,52,48,92,4,8,0,0,0,0,0,0,0,0,48,92,48,92,48,92,48,92,48,92,Y
6963755,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. EUGENE,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963805,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. FRANCES X. CABRINI,24,19,79,0,0,1,4,0,0,0,0,4,17,20,83,21,88,21,88,--*,≥95%,20,83,Y
6963839,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. FRANCIS OF ASSISI ELEMENTARY,24,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6982730,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. JAMES' EPISCOPAL SCHOOL,44,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964134,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. LAWRENCE OF BRINDISI ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964225,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. MALACHY CATHOLIC ELEMENTARY,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964282,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. MARTIN OF TOURS,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964381,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. MICHAEL ELEMENTARY,34,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964407,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. ODILIA ELEMENTARY,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964449,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. PAUL ELEMENTARY,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964456,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. PAUL THE APOSTLE,47,42,89,0,0,0,0,2,4,0,0,3,6,44,94,44,94,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964563,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. RAPHAEL ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964639,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. TERESA OF AVILA ELEMENTARY,23,19,83,4,17,0,0,0,0,0,0,0,0,19,83,19,83,19,83,--*,≥95%,19,83,Y
6964688,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. TIMOTHY SCHOOL,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964720,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. VINCENT ELEMENTARY SCHOOL,40,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6150627,LOS ANGELES,PRIVATE,,LOS ANGELES,STAFFORD'S ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7046717,LOS ANGELES,PRIVATE,,LOS ANGELES,STAR CHRISTIAN,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6986814,LOS ANGELES,PRIVATE,,LOS ANGELES,TEMPLE ISAIAH PRESCHOOL AND KINDERGARTEN,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7021496,LOS ANGELES,PRIVATE,,LOS ANGELES,TEMPLE ISRAEL OF HOLLYWOOD DAY,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6144281,LOS ANGELES,PRIVATE,,LOS ANGELES,THE BEST START PREPARATORY ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6151971,LOS ANGELES,PRIVATE,,LOS ANGELES,THE DONALD PAUL EDUCATIONAL CENTER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6968044,LOS ANGELES,PRIVATE,,LOS ANGELES,THE JOHN THOMAS DYE SCHOOL,46,40,87,4,9,2,4,0,0,0,0,0,0,--*,≥95%,--*,≥95%,42,91,42,91,--*,≥95%,Y
6151583,LOS ANGELES,PRIVATE,,LOS ANGELES,TINAJ ARTS & SPORTS ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6151385,LOS ANGELES,PRIVATE,,LOS ANGELES,TINY BABE'S PREPARATORY ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7063241,LOS ANGELES,PRIVATE,,LOS ANGELES,TORAT HAYIM HEBREW ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964829,LOS ANGELES,PRIVATE,,LOS ANGELES,TRANSFIGURATION,23,14,61,0,0,0,0,0,0,0,0,9,39,18,78,17,74,18,78,18,78,21,91,Y
6964936,LOS ANGELES,PRIVATE,,LOS ANGELES,VISITATION ELEMENTARY,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
8004101,LOS ANGELES,PRIVATE,,LOS ANGELES,WAGON WHEEL SCHOOL,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6988554,LOS ANGELES,PRIVATE,,LOS ANGELES,WESTCHESTER LUTHERAN SCHOOL,23,16,70,1,4,0,0,0,0,0,0,6,26,18,78,17,74,18,78,--*,≥95%,--*,≥95%,Y
6983241,LOS ANGELES,PRIVATE,,LOS ANGELES,"WESTLAND SCHOOL, THE",22,18,82,0,0,4,18,0,0,0,0,0,0,18,82,18,82,18,82,18,82,18,82,Y
6911093,LOS ANGELES,PRIVATE,,LOS ANGELES,WESTSIDE NEIGHBORHOOD SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6994792,LOS ANGELES,PRIVATE,,LOS ANGELES,WILDWOOD SCHOOL,59,44,75,14,24,1,2,0,0,0,0,0,0,57,97,55,93,55,93,46,78,--*,≥98%,Y
6900112,LOS ANGELES,PRIVATE,,LOS ANGELES,WISE SCHOOL,40,35,88,3,8,2,5,0,0,0,0,0,0,--*,≥95%,--*,≥95%,37,93,--*,≥95%,--*,≥95%,Y
6964985,LOS ANGELES,PRIVATE,,LOS ANGELES,YESHIVA RAV ISACSOHN / TORATH EM,100,75,75,0,0,1,1,0,0,0,0,24,24,95,95,94,94,84,84,86,86,93,93,Y
6150494,LOS ANGELES,PRIVATE,,LYNWOOD,LYNWOOD ACADEMIC ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963748,LOS ANGELES,PRIVATE,,LYNWOOD,ST. EMYDIUS SCHOOL,44,40,91,4,9,0,0,0,0,0,0,0,0,40,91,40,91,40,91,40,91,40,91,Y
6964522,LOS ANGELES,PRIVATE,,LYNWOOD,ST. PHILIP NERI,27,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7105182,LOS ANGELES,PRIVATE,,LYNWOOD,SUNSHINE PRE-SCHOOL AND KINDERGARTEN,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6962914,LOS ANGELES,PRIVATE,,MALIBU,OUR LADY OF MALIBU,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6960736,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,AMERICAN MARTYRS SCHOOL,72,69,96,1,1,2,3,0,0,0,0,0,0,70,97,70,97,70,97,69,96,70,97,Y
6145197,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,CIRCLE OF LOVE,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6926653,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,MAGIC RAINBOW PRESCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7031016,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,MANHATTAN ACADEMY,36,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6993018,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,MONTESSORI SCHOOL OF MANHATTAN BEACH,30,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964605,LOS ANGELES,PRIVATE,,MAYWOOD,ST. ROSE OF LIMA CATHOLIC,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6962567,LOS ANGELES,PRIVATE,,MONTEBELLO,OUR LADY OF THE MIRACULOUS MEDAL,39,36,92,3,8,0,0,0,0,0,0,0,0,36,92,36,92,36,92,36,92,36,92,Y
6963482,LOS ANGELES,PRIVATE,,MONTEBELLO,ST. BENEDICT ELEMENTARY,92,46,50,46,50,0,0,0,0,0,0,0,0,48,52,50,54,48,52,87,95,47,51,Y
6134514,LOS ANGELES,PRIVATE,,MONTEREY PARK,ALPHA-SHEN KINDERGARTEN,30,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6984603,LOS ANGELES,PRIVATE,,MONTEREY PARK,NEW AVENUE SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964662,LOS ANGELES,PRIVATE,,MONTEREY PARK,SAINT THOMAS AQUINAS,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6151567,LOS ANGELES,PRIVATE,,NEWHALL,PLACERITA CANYON CHRISTIAN SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7043045,LOS ANGELES,PRIVATE,,NORTH HILLS,DUBNOFF SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7072598,LOS ANGELES,PRIVATE,,NORTH HILLS,HOLY MARTYRS ARMENIAN ELEMENTARY,31,25,81,4,13,2,6,0,0,0,0,0,0,29,94,29,94,25,81,29,94,29,94,Y
6934392,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,CAMPBELL HALL (EPISCOPAL),45,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6145403,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,CREATIVE LEARNING ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6968002,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,LAUREL HALL,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6962781,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,OAKWOOD ELEMENTARY,42,37,88,5,12,0,0,0,0,0,0,0,0,--*,≥95%,39,93,--*,≥95%,39,93,--*,≥95%,Y
6204556,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,OR HACHAIM ACADEMY,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963615,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,ST. CHARLES BORROMEO,23,20,87,0,0,1,4,2,9,0,0,0,0,20,87,20,87,20,87,20,87,20,87,Y
6963961,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,ST. JANE FRANCES DE CHANTAL SCHOOL,27,24,89,0,0,0,0,0,0,0,0,3,11,24,89,24,89,24,89,--*,≥95%,--*,≥95%,Y
6964431,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,ST. PATRICK ELEMENTARY,54,52,96,1,2,0,0,0,0,0,0,1,2,52,96,52,96,52,96,--*,≥98%,--*,≥98%,Y
6964472,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,ST. PAUL'S FIRST LUTHERAN SCHOOL,22,20,91,2,9,0,0,0,0,0,0,0,0,20,91,20,91,--*,≥95%,--*,≥95%,20,91,Y
6964357,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,"WESLEY SCHOOL, THE",32,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6986673,LOS ANGELES,PRIVATE,,NORTHRIDGE,ABRAHAM JOSHUA HESCHEL DAY SCHOOL,34,30,88,1,3,1,3,2,6,0,0,0,0,31,91,31,91,31,91,30,88,31,91,Y
6996706,LOS ANGELES,PRIVATE,,NORTHRIDGE,FIRST PRESBYTERIAN CHURCH OF GRANADA HILLS WEEKDAY SCHOOL,23,17,74,6,26,0,0,0,0,0,0,0,0,17,74,17,74,17,74,17,74,17,74,Y
6962898,LOS ANGELES,PRIVATE,,NORTHRIDGE,OUR LADY OF LOURDES,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6935787,LOS ANGELES,PRIVATE,,NORTHRIDGE,SAN FERNANDO VALLEY ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6136337,LOS ANGELES,PRIVATE,,NORWALK,LIBERTY BAPTIST ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6982425,LOS ANGELES,PRIVATE,,NORWALK,NORWALK CHRISTIAN ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964043,LOS ANGELES,PRIVATE,,NORWALK,SAINT JOHN OF GOD,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964167,LOS ANGELES,PRIVATE,,NORWALK,ST. LINUS SCHOOL,24,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7066426,LOS ANGELES,PRIVATE,,PACIFIC PALISADES,CALVARY CHRISTIAN,49,46,94,3,6,0,0,0,0,0,0,0,0,--*,≥95%,--*,≥95%,46,94,--*,≥95%,--*,≥95%,Y
6960983,LOS ANGELES,PRIVATE,,PACIFIC PALISADES,CORPUS CHRISTI ELEMENTARY,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7104425,LOS ANGELES,PRIVATE,,PACIFIC PALISADES,SEVEN ARROWS ELEMENTARY,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6982821,LOS ANGELES,PRIVATE,,PACIFIC PALISADES,ST. MATTHEW'S PARISH SCHOOL,28,21,75,5,18,0,0,0,0,0,0,2,7,26,93,25,89,26,93,23,82,--*,≥95%,Y
6904080,LOS ANGELES,PRIVATE,,PACIFIC PALISADES,"VILLAGE SCHOOL, INC.",40,35,88,4,10,1,3,0,0,0,0,0,0,--*,≥95%,37,93,--*,≥95%,36,90,--*,≥95%,Y
7046758,LOS ANGELES,PRIVATE,,PACIFIC PALISADES,WESTSIDE WALDORF SCHOOL,26,7,27,4,15,6,23,9,35,0,0,0,0,16,62,14,54,12,46,12,46,12,46,Y
6962260,LOS ANGELES,PRIVATE,,PACOIMA,GUARDIAN ANGEL ELEMENTARY,44,32,73,12,27,0,0,0,0,0,0,0,0,32,73,32,73,40,91,40,91,40,91,Y
6964308,LOS ANGELES,PRIVATE,,PALMDALE,ST. MARY ELEMENTARY CATHOLIC,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6135958,LOS ANGELES,PRIVATE,,PALOS VERDES ESTATES,DUNN ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6934467,LOS ANGELES,PRIVATE,,PALOS VERDES PENINSULA,CHADWICK,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963862,LOS ANGELES,PRIVATE,,PANORAMA CITY,ST. GENEVIEVE ELEMENTARY SCHOOL,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6962971,LOS ANGELES,PRIVATE,,PARAMOUNT,OUR LADY OF THE ROSARY SCHOOL,34,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6960785,LOS ANGELES,PRIVATE,,PASADENA,ASSUMPTION OF THE BLESSED VIRGIN,30,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6977490,LOS ANGELES,PRIVATE,,PASADENA,CHANDLER SCHOOL,43,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7068026,LOS ANGELES,PRIVATE,,PASADENA,HARRIET TUBMAN,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6979827,LOS ANGELES,PRIVATE,,PASADENA,HIGH POINT ACADEMY,36,33,92,0,0,0,0,0,0,0,0,3,8,34,94,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7026263,LOS ANGELES,PRIVATE,,PASADENA,HILLSIDES EDUCATION CENTER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6962625,LOS ANGELES,PRIVATE,,PASADENA,MAYFIELD JUNIOR SCHOOL,53,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6910855,LOS ANGELES,PRIVATE,,PASADENA,OUR SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6968093,LOS ANGELES,PRIVATE,,PASADENA,PASADENA CHRISTIAN SCHOOL,51,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6935589,LOS ANGELES,PRIVATE,,PASADENA,POLYTECHNIC SCHOOL,39,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6918247,LOS ANGELES,PRIVATE,,PASADENA,SAN MARINO MONTESSORI SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6982979,LOS ANGELES,PRIVATE,,PASADENA,SEQUOYAH SCHOOL,30,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963367,LOS ANGELES,PRIVATE,,PASADENA,ST. ANDREW ELEMENTARY,49,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6954069,LOS ANGELES,PRIVATE,,PASADENA,ST. GREGORY'S A. & M.HOVSEPIAN SCHOOL,24,9,38,0,0,1,4,1,4,0,0,13,54,15,63,15,63,18,75,--*,≥95%,16,67,Y
6964514,LOS ANGELES,PRIVATE,,PASADENA,ST. PHILIP THE APOSTLE,54,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6983233,LOS ANGELES,PRIVATE,,PASADENA,WALDEN SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7096076,LOS ANGELES,PRIVATE,,PASADENA,"WAVERLY SCHOOL, THE",25,17,68,5,20,2,8,1,4,0,0,0,0,19,76,18,72,20,80,18,72,20,80,Y
6934202,LOS ANGELES,PRIVATE,,PICO RIVERA,ARMENIAN MESROBIAN,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963920,LOS ANGELES,PRIVATE,,PICO RIVERA,ST. HILARY ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964258,LOS ANGELES,PRIVATE,,PICO RIVERA,ST. MARIANNE DE PAREDES ELEMENTARY,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6931760,LOS ANGELES,PRIVATE,,POMONA,AMERICAN CHRISTIAN ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
