"","c2.geneId","c2.symbol","c2.uniprotId","c0.score","Gene.Name","Gene.ID","Brodmann..1909..area.24","Brodmann..1909..area.9","amygdala","caudate.nucleus","cerebellar.hemisphere","cerebellum","cerebral.cortex","hippocampus.proper","hypothalamus","nucleus.accumbens","pituitary.gland","putamen","substantia.nigra","Human.GeneID","Mouse.GeneID","phenotype.x","genes.x","phenotype.y","genes.y","idgTDL","uniprotId"
"576",7296,"TXNRD1","Q16881",0.0002747267842131,"TXNRD1","ENSG00000198431",6,6,5,6,6,5,5,5,7,6,10,5,6,7296,NA,NA,NA,NA,"TXNRD1","Tclin","Q16881"
"577",150094,"SIK1","P57059",0.0002747267842131,"SIK1","ENSG00000142178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,150094,NA,NA,NA,NA,NA,NA,NA
"578",1398,"CRK","P46108",0.0002747267842131,"CRK","ENSG00000167193",12,12,12,11,17,13,10,12,13,10,8,10,12,1398,NA,NA,NA,NA,NA,NA,NA
"579",6925,"TCF4","P15884",0.0002747267842131,"TCF4","ENSG00000196628",5,5,4,3,10,8,4,5,3,3,3,3,3,6925,NA,NA,NA,NA,NA,NA,NA
"580",1501,"CTNND2","Q9UQB3",0.0002747267842131,"CTNND2","ENSG00000169862",45,43,42,38,21,20,44,34,28,32,6,39,31,1501,NA,NA,NA,NA,NA,NA,NA
"581",728378,"POTEF","A5A3E0",0.0002747267842131,"POTEF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728378,NA,NA,NA,NA,NA,NA,NA
"582",7257,"TSNAX","Q99598",0.0002747267842131,"TSNAX","ENSG00000116918",4,5,4,4,6,4,4,4,4,4,6,4,4,7257,NA,NA,NA,NA,NA,NA,NA
"583",129831,"RBM45","Q8IUH3",0.0002747267842131,"RBM45","ENSG00000155636",2,2,1,2,3,2,2,2,2,2,4,1,2,129831,NA,NA,NA,NA,NA,NA,NA
"584",683,"BST1","Q10588",0.0002747267842131,"BST1","ENSG00000109743",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,683,NA,NA,NA,NA,NA,NA,NA
"585",7389,"UROD","P06132",0.0002747267842131,"UROD","ENSG00000126088",17,18,13,16,17,17,19,14,15,18,22,16,14,7389,NA,NA,NA,NA,NA,NA,NA
"586",131583,"FAM43A","Q8N2R8",0.0002747267842131,"FAM43A","ENSG00000185112",2,3,2,2,3,4,3,4,3,2,6,2,2,131583,NA,NA,NA,NA,NA,NA,NA
"587",6928,"HNF1B","P35680",0.0002747267842131,"HNF1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6928,NA,NA,NA,NA,NA,NA,NA
"588",1015,"CDH17","Q12864",0.0002747267842131,"CDH17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,NA,NA,NA,NA,NA,NA,NA
"589",1431,"CS","O75390",0.0002747267842131,"CS","ENSG00000062485",15,20,11,13,28,29,20,11,15,14,18,12,12,1431,NA,NA,NA,NA,NA,NA,NA
"590",9990,"SLC12A6","Q9UHW9",0.0002747267842131,"SLC12A6","ENSG00000140199",3,3,2,3,5,4,3,3,3,3,4,3,3,9990,NA,NA,NA,NA,NA,NA,NA
"591",10286,"BCAS2","O75934",0.0002747267842131,"BCAS2","ENSG00000116752",27,31,20,20,26,21,25,21,31,22,28,19,23,10286,NA,NA,NA,NA,NA,NA,NA
"592",9181,"ARHGEF2","Q92974",0.0002747267842131,"ARHGEF2","ENSG00000116584",7,9,7,8,17,18,12,9,5,7,4,9,9,9181,NA,NA,NA,NA,NA,NA,NA
"593",91612,"CHURC1","Q8WUH1",0.0002747267842131,"CHURC1","ENSG00000258289",7,7,6,7,5,5,6,7,8,6,6,6,9,91612,NA,NA,NA,NA,NA,NA,NA
"594",10327,"AKR1A1","P14550",0.0002747267842131,"AKR1A1","ENSG00000117448",9,9,8,9,12,12,10,8,10,9,34,9,10,10327,NA,NA,NA,NA,NA,NA,NA
"595",10371,"SEMA3A","Q14563",0.0002747267842131,"SEMA3A","ENSG00000075213",0.5,0.7,NA,0.9,NA,NA,0.5,NA,NA,1,1,0.6,NA,10371,NA,NA,NA,NA,NA,NA,NA
"596",10522,"DEAF1","O75398",0.0002747267842131,"DEAF1","ENSG00000177030",42,31,34,21,30,29,35,35,22,24,9,22,15,10522,NA,NA,NA,NA,NA,NA,NA
"597",10569,"SLU7","O95391",0.0002747267842131,"SLU7","ENSG00000164609",10,12,7,8,11,10,11,8,9,8,7,8,8,10569,NA,NA,NA,NA,NA,NA,NA
"598",10660,"LBX1","P52954",0.0002747267842131,"LBX1","ENSG00000138136",NA,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,10660,NA,NA,NA,NA,NA,NA,NA
"599",8905,"AP1S2","P56377",0.0002747267842131,"AP1S2","ENSG00000182287",8,8,8,7,8,6,6,6,10,8,7,6,7,8905,NA,NA,NA,NA,NA,NA,NA
"600",8856,"NR1I2","O75469",0.0002747267842131,"NR1I2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8856,NA,NA,NA,NA,NA,NA,NA
"601",8838,"WISP3","O95389",0.0002747267842131,"WISP3","ENSG00000112761",NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,8838,NA,NA,NA,NA,NA,NA,NA
"602",10752,"CHL1","O00533",0.0002747267842131,"CHL1","ENSG00000134121",11,15,6,6,3,4,10,7,10,8,1,5,5,10752,NA,NA,NA,NA,NA,NA,NA
"603",8815,"BANF1","O75531",0.0002747267842131,"BANF1","ENSG00000175334",35,35,31,33,35,34,32,34,37,33,43,31,32,8815,NA,NA,NA,NA,NA,NA,NA
"604",8797,"TNFRSF10A","O00220",0.0002747267842131,"TNFRSF10A","ENSG00000104689",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.6,NA,0.6,8797,NA,NA,NA,NA,NA,NA,NA
"605",8777,"MPDZ","O75970",0.0002747267842131,"MPDZ","ENSG00000107186",5,5,6,6,8,9,6,6,6,5,7,4,6,8777,"Mpdz",NA,"Mpdz","decreased startle reflex",NA,NA,NA
"606",8777,"MPDZ","O75970",0.0002747267842131,"MPDZ","ENSG00000107186",5,5,6,6,8,9,6,6,6,5,7,4,6,8777,"Mpdz",NA,"Mpdz","decreased grip strength",NA,NA,NA
"607",8777,"MPDZ","O75970",0.0002747267842131,"MPDZ","ENSG00000107186",5,5,6,6,8,9,6,6,6,5,7,4,6,8777,"Mpdz",NA,"Mpdz","increased grip strength",NA,NA,NA
"608",875,"CBS","P0DN79;P35520",0.0002747267842131,"CBS","ENSG00000160200",0.9,0.8,0.8,0.5,2,3,1,0.7,0.9,0.6,0.9,0.6,0.6,875,NA,NA,NA,NA,NA,NA,NA
"609",8661,"EIF3A","Q14152",0.0002747267842131,"EIF3A","ENSG00000107581",14,16,14,15,21,17,13,15,16,15,19,14,17,8661,NA,NA,NA,NA,NA,NA,NA
"610",10270,"AKAP8","O43823",0.0002747267842131,"AKAP8","ENSG00000105127",4,5,4,5,10,11,6,4,4,4,10,4,4,10270,NA,NA,NA,NA,NA,NA,NA
"611",9369,"NRXN3","Q9HDB5;Q9Y4C0",0.0002747267842131,"NRXN3","ENSG00000021645",4,6,2,3,28,22,4,3,3,4,1,2,3,9369,NA,NA,NA,NA,NA,NA,NA
"612",10251,"SPRY3","O43610",0.0002747267842131,"SPRY3","ENSG00000168939",0.6,0.6,0.5,0.6,3,3,0.7,0.5,0.6,0.6,0.7,0.5,0.5,10251,NA,NA,NA,NA,NA,NA,NA
"613",9939,"RBM8A","Q9Y5S9",0.0002747267842131,"RBM8A","ENSG00000265241",11,11,11,11,15,13,10,11,13,12,14,10,11,9939,NA,NA,NA,NA,NA,NA,NA
"614",9869,"SETDB1","Q15047",0.0002747267842131,"SETDB1","ENSG00000143379",2,2,2,2,6,6,3,2,2,2,5,2,2,9869,"Setdb1",NA,"Setdb1","increased startle reflex",NA,NA,NA
"615",9810,"RNF40","O75150",0.0002747267842131,"RNF40","ENSG00000103549",4,5,4,4,9,9,6,4,4,4,7,4,4,9810,NA,NA,NA,NA,NA,NA,NA
"616",9791,"PTDSS1","P48651",0.0002747267842131,"PTDSS1","ENSG00000156471",7,8,5,7,7,7,8,5,8,8,5,6,5,9791,"Ptdss1","increased prepulse inhibition","Ptdss1",NA,NA,NA,NA
"617",9790,"BMS1","Q14692",0.0002747267842131,"BMS1","ENSG00000165733",3,4,2,3,8,6,4,3,4,4,6,3,3,9790,NA,NA,NA,NA,NA,NA,NA
"618",1006,"CDH8","P55286",0.0002747267842131,"CDH8","ENSG00000150394",1,3,0.9,2,NA,NA,2,2,2,2,NA,2,2,1006,NA,NA,NA,NA,NA,NA,NA
"619",10077,"TSPAN32","Q96QS1",0.0002747267842131,"TSPAN32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10077,NA,NA,NA,NA,NA,NA,NA
"620",9575,"CLOCK","O15516",0.0002747267842131,"CLOCK","ENSG00000134852",2,3,2,2,5,5,3,2,2,2,4,2,2,9575,NA,NA,NA,NA,NA,NA,NA
"621",9516,"LITAF","Q99732",0.0002747267842131,"LITAF","ENSG00000189067",6,5,10,10,2,3,6,10,9,10,13,9,15,9516,NA,NA,NA,NA,NA,NA,NA
"622",9513,"FXR2","P51116",0.0002747267842131,"FXR2","ENSG00000129245",15,16,11,12,23,24,19,13,17,13,20,12,15,9513,NA,NA,NA,NA,NA,NA,NA
"623",9500,"MAGED1","Q9Y5V3",0.0002747267842131,"MAGED1","ENSG00000179222",23,28,17,17,25,28,30,19,33,24,71,16,16,9500,NA,NA,NA,NA,NA,NA,NA
"624",95,"ACY1","Q03154",0.0002747267842131,"ACY1","ENSG00000243989",NA,NA,NA,0.5,2,2,0.6,NA,0.5,0.5,1,0.5,NA,95,NA,NA,NA,NA,NA,NA,NA
"625",9456,"HOMER1","Q86YM7",0.0002747267842131,"HOMER1","ENSG00000152413",5,7,3,3,4,4,6,3,2,5,1,3,0.8,9456,NA,NA,NA,NA,NA,NA,NA
"626",1020,"CDK5","Q00535",0.0002747267842131,"CDK5","ENSG00000164885",13,16,9,12,8,8,16,11,11,15,6,10,6,1020,NA,NA,NA,NA,NA,NA,NA
"627",8630,"HSD17B6","O14756",0.0002747267842131,"HSD17B6","ENSG00000025423",6,5,6,11,3,4,5,3,4,10,NA,8,4,8630,NA,NA,NA,NA,NA,NA,NA
"628",10938,"EHD1","Q9H4M9",0.0002747267842131,"EHD1","ENSG00000110047",4,4,4,4,21,23,5,4,6,4,3,3,6,10938,NA,NA,NA,NA,NA,NA,NA
"629",10993,"SDS","P20132",0.0002747267842131,"SDS","ENSG00000135094",3,2,3,10,0.8,1,3,2,4,6,NA,9,6,10993,NA,NA,NA,NA,NA,NA,NA
"630",80184,"CEP290","O15078",0.0002747267842131,"CEP290","ENSG00000198707",2,2,2,2,3,4,3,2,2,2,4,2,2,80184,NA,NA,NA,NA,NA,NA,NA
"631",79648,"MCPH1","Q8NEM0",0.0002747267842131,"MCPH1","ENSG00000147316",1,1,1,1,2,2,1,1,1,1,2,1,1,79648,"Mcph1",NA,"Mcph1","abnormal behavior",NA,NA,NA
"632",79648,"MCPH1","Q8NEM0",0.0002747267842131,"MCPH1","ENSG00000147316",1,1,1,1,2,2,1,1,1,1,2,1,1,79648,"Mcph1",NA,"Mcph1","absent pinna reflex",NA,NA,NA
"633",79628,"SH3TC2","Q8TF17",0.0002747267842131,"SH3TC2","ENSG00000169247",NA,NA,0.7,0.5,NA,NA,0.5,1,0.6,NA,NA,0.7,1,79628,NA,NA,NA,NA,NA,NA,NA
"634",115209,"OMA1","Q96E52",0.0002747267842131,"OMA1","ENSG00000162600",2,2,2,2,2,2,2,2,2,2,4,2,2,115209,NA,NA,NA,NA,NA,NA,NA
"635",79017,"GGCT","O75223",0.0002747267842131,"GGCT","ENSG00000006625",11,12,7,7,8,7,12,7,8,7,8,7,7,79017,NA,NA,NA,NA,NA,NA,NA
"636",783,"CACNB2","Q08289",0.0002747267842131,"CACNB2","ENSG00000165995",5,7,2,3,8,8,6,2,4,4,8,3,1,783,NA,NA,NA,NA,NA,NA,NA
"637",7812,"CSDE1","O75534",0.0002747267842131,"CSDE1","ENSG00000009307",46,51,45,47,55,43,42,48,55,45,53,47,66,7812,NA,NA,NA,NA,NA,NA,NA
"638",7804,"LRP8","Q14114",0.0002747267842131,"LRP8","ENSG00000157193",4,4,2,2,6,8,4,3,3,2,2,2,2,7804,NA,NA,NA,NA,NA,NA,NA
"639",776,"CACNA1D","Q01668",0.0002747267842131,"CACNA1D","ENSG00000157388",1,1,0.7,0.8,2,3,2,0.8,1,1,6,0.7,0.6,776,NA,NA,NA,NA,"CACNA1D","Tclin","Q01668"
"640",773,"CACNA1A","O00555",0.0002747267842131,"CACNA1A","ENSG00000141837",7,9,5,7,111,115,11,4,5,8,2,6,3,773,NA,NA,NA,NA,NA,NA,NA
"641",7531,"YWHAE","P62258",0.0002747267842131,"YWHAE","ENSG00000108953",170,182,176,152,149,123,150,159,165,165,103,152,165,7531,NA,NA,NA,NA,NA,NA,NA
"642",7514,"XPO1","O14980",0.0002747267842131,"XPO1","ENSG00000082898",8,8,7,8,14,14,8,7,9,8,12,6,7,7514,NA,NA,NA,NA,NA,NA,NA
"643",1196,"CLK2","P49760",0.0002747267842131,"CLK2","ENSG00000176444",6,7,5,7,20,24,10,6,7,6,33,6,6,1196,NA,NA,NA,NA,NA,NA,NA
"644",123606,"NIPA1","Q7RTP0",0.0002747267842131,"NIPA1","ENSG00000170113",7,9,7,7,6,5,7,10,9,6,2,10,16,123606,NA,NA,NA,NA,NA,NA,NA
"645",7490,"WT1","P19544",0.0002747267842131,"WT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7490,NA,NA,NA,NA,NA,NA,NA
"646",1269,"CNR2","P34972",0.0002747267842131,"CNR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,NA,NA,NA,NA,NA,NA,NA
"647",1270,"CNTF","P26441",0.0002747267842131,"CNTF","ENSG00000242689",NA,NA,NA,NA,0.5,0.5,NA,0.5,NA,NA,NA,NA,1,1270,NA,NA,NA,NA,NA,NA,NA
"648",80763,"SPX","Q9BT56",0.0002747267842131,"SPX","ENSG00000134548",8,6,11,9,2,3,6,9,12,7,NA,10,17,80763,NA,NA,NA,NA,NA,NA,NA
"649",8087,"FXR1","P51114",0.0002747267842131,"FXR1","ENSG00000114416",6,6,6,6,7,7,5,6,8,6,8,5,8,8087,NA,NA,NA,NA,NA,NA,NA
"650",81551,"STMN4","Q9H169",0.0002747267842131,"STMN4","ENSG00000015592",28,37,25,18,31,29,36,35,30,14,NA,22,31,81551,NA,NA,NA,NA,NA,NA,NA
"651",10999,"SLC27A4","Q6P1M0",0.0002747267842131,"SLC27A4","ENSG00000167114",12,14,7,7,10,12,18,9,15,7,8,7,11,10999,NA,NA,NA,NA,NA,NA,NA
"652",11000,"SLC27A3","Q5K4L6",0.0002747267842131,"SLC27A3","ENSG00000143554",2,2,2,2,8,10,3,2,2,2,7,1,1,11000,NA,NA,NA,NA,NA,NA,NA
"653",8506,"CNTNAP1","P78357",0.0002747267842131,"CNTNAP1","ENSG00000108797",22,29,10,13,42,52,34,13,17,13,15,11,10,8506,NA,NA,NA,NA,NA,NA,NA
"654",11179,"ZNF277","Q9NRM2",0.0002747267842131,"ZNF277","ENSG00000198839",2,2,2,2,1,1,2,2,2,2,3,2,2,11179,NA,NA,NA,NA,NA,NA,NA
"655",84698,"CAPS2","Q9BXY5",0.0002747267842131,"CAPS2","ENSG00000180881",1,2,1,1,2,2,2,1,2,0.8,3,0.8,1,84698,NA,NA,NA,NA,NA,NA,NA
"656",84628,"NTNG2","Q96CW9",0.0002747267842131,"NTNG2","ENSG00000196358",6,5,4,1,2,3,6,6,2,2,1,1,3,84628,NA,NA,NA,NA,NA,NA,NA
"657",84539,"MCHR2","Q969V1",0.0002747267842131,"MCHR2","ENSG00000152034",0.7,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,84539,NA,NA,NA,NA,NA,NA,NA
"658",83641,"FAM107B","Q9H098",0.0002747267842131,"FAM107B","ENSG00000065809",4,4,12,10,7,8,5,16,10,6,8,13,20,83641,NA,NA,NA,NA,NA,NA,NA
"659",83473,"KATNAL2","Q8IYT4",0.0002747267842131,"KATNAL2","ENSG00000167216",1,1,2,2,2,2,2,2,2,2,2,2,2,83473,NA,NA,NA,NA,NA,NA,NA
"660",83259,"PCDH11Y","Q9BZA8",0.0002747267842131,"PCDH11Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83259,NA,NA,NA,NA,NA,NA,NA
"661",11331,"PHB2","Q99623",0.0002747267842131,"PHB2","ENSG00000215021",24,26,21,23,34,35,28,21,23,25,44,22,22,11331,NA,NA,NA,NA,NA,NA,NA
"662",114785,"MBD6","Q96DN6",0.0002747267842131,"MBD6","ENSG00000166987",4,4,4,6,13,16,6,5,6,6,69,5,5,114785,NA,NA,NA,NA,NA,NA,NA
"663",114791,"TUBGCP5","Q96RT8",0.0002747267842131,"TUBGCP5","ENSG00000275835",2,3,2,2,3,3,3,2,3,2,4,2,2,114791,NA,NA,NA,NA,NA,NA,NA
"664",8214,"DGCR6","Q14129",0.0002747267842131,"DGCR6","ENSG00000183628",3,3,2,3,6,7,4,3,3,3,2,2,2,8214,NA,NA,NA,NA,NA,NA,NA
"665",8165,"AKAP1","Q92667",0.0002747267842131,"AKAP1","ENSG00000121057",9,10,8,11,16,17,11,7,7,11,11,10,7,8165,NA,NA,NA,NA,NA,NA,NA
"666",81624,"DIAPH3","Q9NSV4",0.0002747267842131,"DIAPH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81624,NA,NA,NA,NA,NA,NA,NA
"667",129446,"XIRP2","A4UGR9",0.0002747267842131,"XIRP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129446,NA,NA,NA,NA,NA,NA,NA
"668",2290,"FOXG1","P55316",0.0002747267842131,"FOXG1","ENSG00000176165",12,13,8,10,NA,NA,13,9,NA,11,2,9,NA,2290,NA,NA,NA,NA,NA,NA,NA
"669",4734,"NEDD4","P46934",0.0002747267842131,"NEDD4","ENSG00000069869",0.7,0.6,0.7,0.8,0.7,0.8,0.7,0.7,0.8,0.8,2,0.6,0.8,4734,NA,NA,NA,NA,NA,NA,NA
"670",2561,"GABRB2","P47870",0.0002747267842131,"GABRB2","ENSG00000145864",8,16,3,4,23,17,10,3,2,4,NA,3,1,2561,NA,NA,NA,NA,"GABRB2","Tclin","P47870"
"671",4522,"MTHFD1","P11586",0.0002747267842131,"MTHFD1","ENSG00000100714",3,4,3,4,3,3,4,3,3,5,3,4,3,4522,NA,NA,NA,NA,NA,NA,NA
"672",25928,"SOSTDC1","Q6X4U4",0.0002747267842131,"SOSTDC1","ENSG00000171243",1,2,NA,NA,NA,NA,0.9,0.6,0.5,NA,NA,NA,NA,25928,"Sostdc1",NA,"Sostdc1","decreased vertical activity",NA,NA,NA
"673",4519,"CYTB","P00156",0.0002747267842131,"CYTB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4519,NA,NA,NA,NA,NA,NA,NA
"674",441191,"RNF216P1","Q6NUR6",0.0002747267842131,"RNF216P1","ENSG00000196204",2,2,2,2,3,4,2,2,3,2,4,2,2,441191,NA,NA,NA,NA,NA,NA,NA
"675",26030,"PLEKHG3","A1L390",0.0002747267842131,"PLEKHG3","ENSG00000126822",2,2,4,5,2,3,4,6,3,3,2,6,6,26030,NA,NA,NA,NA,NA,NA,NA
"676",4360,"MRC1","P22897",0.0002747267842131,"MRC1","ENSG00000260314",NA,NA,NA,0.5,NA,NA,NA,0.5,0.5,NA,1,NA,NA,4360,NA,NA,NA,NA,NA,NA,NA
"677",435,"ASL","P04424",0.0002747267842131,"ASL","ENSG00000126522",2,2,2,2,3,3,3,2,3,2,7,2,2,435,NA,NA,NA,NA,NA,NA,NA
"678",26040,"SETBP1","Q9Y6X0",0.0002747267842131,"SETBP1","ENSG00000152217",1,2,0.8,0.9,4,3,2,0.8,0.9,0.9,1,0.7,0.6,26040,"Setbp1","decreased prepulse inhibition","Setbp1",NA,NA,NA,NA
"679",4240,"MFGE8","Q08431",0.0002747267842131,"MFGE8","ENSG00000140545",8,8,6,8,3,5,10,5,6,11,15,8,7,4240,NA,NA,NA,NA,NA,NA,NA
"680",26137,"ZBTB20","Q9HC78",0.0002747267842131,"ZBTB20","ENSG00000181722",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.5,NA,NA,26137,NA,NA,NA,NA,NA,NA,NA
"681",4205,"MEF2A","Q02078",0.0002747267842131,"MEF2A","ENSG00000068305",6,8,4,5,10,9,7,5,4,6,5,4,5,4205,NA,NA,NA,NA,NA,NA,NA
"682",2638,"GC","P02774",0.0002747267842131,"GC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2638,NA,NA,NA,NA,NA,NA,NA
"683",4155,"MBP","P02686",0.0002747267842131,"MBP","ENSG00000197971",164,172,610,239,71,69,159,782,516,180,3,567,1711,4155,NA,NA,NA,NA,NA,NA,NA
"684",253980,"KCTD13","Q8WZ19",0.0002747267842131,"KCTD13","ENSG00000174943",10,10,9,10,8,8,10,11,6,13,11,9,5,253980,NA,NA,NA,NA,NA,NA,NA
"685",253559,"CADM2","Q8N3J6",0.0002747267842131,"CADM2","ENSG00000175161",13,17,10,11,12,11,11,11,8,10,2,10,9,253559,NA,NA,NA,NA,NA,NA,NA
"686",22909,"FAN1","Q9Y2M0",0.0002747267842131,"FAN1","ENSG00000198690",3,3,2,3,5,7,4,3,3,2,5,2,3,22909,NA,NA,NA,NA,NA,NA,NA
"687",51322,"WAC","Q9BTA9",0.0002747267842131,"WAC","ENSG00000095787",11,13,10,10,33,28,12,10,11,10,12,9,11,51322,NA,NA,NA,NA,NA,NA,NA
"688",5101,"PCDH9","Q9HC56",0.0002747267842131,"PCDH9","ENSG00000184226",3,4,4,3,1,2,3,4,3,3,0.6,3,4,5101,"Pcdh9",NA,"Pcdh9","hyperactivity",NA,NA,NA
"689",5101,"PCDH9","Q9HC56",0.0002747267842131,"PCDH9","ENSG00000184226",3,4,4,3,1,2,3,4,3,3,0.6,3,4,5101,"Pcdh9",NA,"Pcdh9","increased vertical activity",NA,NA,NA
"690",5101,"PCDH9","Q9HC56",0.0002747267842131,"PCDH9","ENSG00000184226",3,4,4,3,1,2,3,4,3,3,0.6,3,4,5101,"Pcdh9",NA,"Pcdh9","abnormal behavior",NA,NA,NA
"691",5101,"PCDH9","Q9HC56",0.0002747267842131,"PCDH9","ENSG00000184226",3,4,4,3,1,2,3,4,3,3,0.6,3,4,5101,"Pcdh9",NA,"Pcdh9","abnormal behavioral response to light",NA,NA,NA
"692",5101,"PCDH9","Q9HC56",0.0002747267842131,"PCDH9","ENSG00000184226",3,4,4,3,1,2,3,4,3,3,0.6,3,4,5101,"Pcdh9",NA,"Pcdh9","decreased grip strength",NA,NA,NA
"693",22926,"ATF6","P18850",0.0002747267842131,"ATF6","ENSG00000118217",3,3,3,3,4,4,3,3,3,3,6,3,3,22926,NA,NA,NA,NA,NA,NA,NA
"694",50834,"TAS2R1","Q9NYW7",0.0002747267842131,"TAS2R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50834,NA,NA,NA,NA,NA,NA,NA
"695",5077,"PAX3","P23760",0.0002747267842131,"PAX3","ENSG00000135903",NA,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,NA,5077,NA,NA,NA,NA,NA,NA,NA
"696",2334,"AFF2","P51816",0.0002747267842131,"AFF2","ENSG00000155966",0.7,0.8,NA,NA,3,2,0.6,0.6,1,NA,2,NA,NA,2334,NA,NA,NA,NA,NA,NA,NA
"697",5048,"PAFAH1B1","P43034",0.0002747267842131,"PAFAH1B1","ENSG00000007168",23,31,17,19,46,38,28,18,25,20,22,17,19,5048,NA,NA,NA,NA,NA,NA,NA
"698",5046,"PCSK6","P29122",0.0002747267842131,"PCSK6","ENSG00000140479",0.5,0.5,0.9,0.9,0.5,1,0.7,2,1,0.5,1,1,3,5046,NA,NA,NA,NA,NA,NA,NA
"699",5013,"OTX1","P32242",0.0002747267842131,"OTX1","ENSG00000115507",0.8,0.6,0.7,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,5013,NA,NA,NA,NA,NA,NA,NA
"700",23542,"MAPK8IP2","Q13387",0.0002747267842131,"MAPK8IP2","ENSG00000008735",56,52,49,22,72,81,59,40,33,29,23,20,21,23542,NA,NA,NA,NA,NA,NA,NA
"701",4968,"OGG1","O15527",0.0002747267842131,"OGG1","ENSG00000114026",3,2,2,3,4,4,3,2,2,3,3,2,2,4968,NA,NA,NA,NA,NA,NA,NA
"702",4922,"NTS","P30990",0.0002747267842131,"NTS","ENSG00000133636",NA,NA,0.6,NA,NA,NA,NA,3,13,NA,4,NA,0.6,4922,NA,NA,NA,NA,NA,NA,NA
"703",4907,"NT5E","P21589",0.0002747267842131,"NT5E","ENSG00000135318",4,3,4,7,NA,0.5,3,3,3,5,4,6,3,4907,NA,NA,NA,NA,NA,NA,NA
"704",4893,"NRAS","P01111",0.0002747267842131,"NRAS","ENSG00000213281",5,5,5,4,5,4,4,5,6,4,4,4,6,4893,NA,NA,NA,NA,NA,NA,NA
"705",4885,"NPTX2","P47972",0.0002747267842131,"NPTX2","ENSG00000106236",10,13,7,2,NA,0.6,14,11,14,5,84,2,2,4885,NA,NA,NA,NA,NA,NA,NA
"706",4851,"NOTCH1","P46531",0.0002747267842131,"NOTCH1","ENSG00000148400",4,3,5,6,1,2,5,5,4,4,5,5,5,4851,NA,NA,NA,NA,NA,NA,NA
"707",2669,"GEM","P55040",0.0002747267842131,"GEM","ENSG00000164949",2,2,3,4,NA,NA,2,2,4,3,15,2,3,2669,NA,NA,NA,NA,NA,NA,NA
"708",2900,"GRIK4","Q16099",0.0002747267842131,"GRIK4","ENSG00000149403",3,2,1,2,0.6,1,2,2,2,1,1,2,2,2900,NA,NA,NA,NA,"GRIK4","Tclin","Q16099"
"709",3655,"ITGA6","P23229",0.0002747267842131,"ITGA6","ENSG00000091409",5,5,5,6,2,2,4,6,5,5,4,5,5,3655,NA,NA,NA,NA,NA,NA,NA
"710",2904,"GRIN2B","Q13224",0.0002747267842131,"GRIN2B","ENSG00000273079",2,3,0.9,2,NA,NA,3,2,0.9,3,NA,2,NA,2904,"Grin2b",NA,"Grin2b","increased startle reflex","GRIN2B","Tclin","Q13224"
"711",29072,"SETD2","Q9BYW2",0.0002747267842131,"SETD2","ENSG00000181555",4,5,4,5,13,12,5,5,5,5,9,4,4,29072,"Setd2","decreased prepulse inhibition","Setd2","decreased grip strength",NA,NA,NA
"712",3606,"IL18","Q14116",0.0002747267842131,"IL18","ENSG00000150782",0.6,NA,1,1,NA,NA,0.5,1,2,0.9,2,0.8,2,3606,NA,NA,NA,NA,NA,NA,NA
"713",30813,"VSX1","Q9NZR4",0.0002747267842131,"VSX1","ENSG00000100987",0.8,0.5,0.8,0.6,8,7,0.6,0.7,0.9,0.7,2,0.5,0.8,30813,NA,NA,NA,NA,NA,NA,NA
"714",3092,"HIP1","O00291",0.0002747267842131,"HIP1","ENSG00000127946",4,4,7,6,4,4,4,8,6,4,2,6,9,3092,NA,NA,NA,NA,NA,NA,NA
