"","c2.geneId","c2.symbol","c2.uniprotId","c0.score","Gene.Name","Gene.ID","Brodmann..1909..area.24","Brodmann..1909..area.9","amygdala","caudate.nucleus","cerebellar.hemisphere","cerebellum","cerebral.cortex","hippocampus.proper","hypothalamus","nucleus.accumbens","pituitary.gland","putamen","substantia.nigra","Human.GeneID","Mouse.GeneID","phenotype.x","genes.x","phenotype.y","genes.y","idgTDL","uniprotId"
"166",5071,"PARK2","O60260",0.201098907136852,"PARK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5071,NA,NA,NA,NA,NA,NA,NA
"167",2560,"GABRB1","P18505",0.200824180352639,"GABRB1","ENSG00000163288",1,1,0.9,2,NA,0.7,1,0.6,0.8,2,1,1,0.5,2560,NA,NA,NA,NA,"GABRB1","Tclin","P18505"
"168",3912,"LAMB1","P07942",0.200824180352639,"LAMB1","ENSG00000091136",3,4,2,3,12,11,5,2,2,4,9,2,0.8,3912,NA,NA,NA,NA,NA,NA,NA
"169",8242,"KDM5C","P41229",0.200824180352639,"KDM5C","ENSG00000126012",7,8,6,7,19,20,10,6,8,7,19,6,6,8242,NA,NA,NA,NA,NA,NA,NA
"170",1600,"DAB1","O75553",0.200824180352639,"DAB1","ENSG00000173406",2,2,2,0.6,8,7,2,3,2,0.7,NA,0.5,1,1600,NA,NA,NA,NA,NA,NA,NA
"171",2950,"GSTP1","P09211",0.200824180352639,"GSTP1","ENSG00000084207",46,41,47,49,38,40,44,46,68,46,124,47,61,2950,NA,NA,NA,NA,NA,NA,NA
"172",775,"CACNA1C","Q13936",0.200824180352639,"CACNA1C","ENSG00000151067",2,2,1,1,2,3,3,1,2,2,3,1,0.7,775,NA,NA,NA,NA,"CACNA1C","Tclin","Q13936"
"173",50944,"SHANK1","Q9Y566",0.200549453568426,"SHANK1","ENSG00000161681",23,16,13,2,9,12,14,12,11,4,4,1,3,50944,NA,NA,NA,NA,NA,NA,NA
"174",54551,"MAGEL2","Q9UJ55",0.200549453568426,"MAGEL2","ENSG00000254585",1,2,0.9,1,NA,NA,1,0.8,9,4,6,0.7,0.8,54551,NA,NA,NA,NA,NA,NA,NA
"175",5444,"PON1","P27169",0.200549453568426,"PON1","ENSG00000005421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,5444,NA,NA,NA,NA,NA,NA,NA
"176",2563,"GABRD","O14764",0.200549453568426,"GABRD","ENSG00000187730",30,55,12,24,244,237,59,8,2,33,2,24,3,2563,NA,NA,NA,NA,"GABRD","Tclin","O14764"
"177",10743,"RAI1","Q7Z5J4",0.200549453568426,"RAI1","ENSG00000108557",4,5,3,4,7,9,7,3,4,6,10,3,2,10743,NA,NA,NA,NA,NA,NA,NA
"178",5294,"PIK3CG","P48736",0.200549453568426,"PIK3CG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5294,NA,NA,NA,NA,NA,NA,NA
"179",29123,"ANKRD11","Q6UB99",0.200549453568426,"ANKRD11","ENSG00000167522",6,7,5,5,9,9,8,6,6,6,12,5,5,29123,"Ankrd11",NA,"Ankrd11","abnormal response to new environment",NA,NA,NA
"180",29123,"ANKRD11","Q6UB99",0.200549453568426,"ANKRD11","ENSG00000167522",6,7,5,5,9,9,8,6,6,6,12,5,5,29123,"Ankrd11",NA,"Ankrd11","decreased startle reflex",NA,NA,NA
"181",29123,"ANKRD11","Q6UB99",0.200549453568426,"ANKRD11","ENSG00000167522",6,7,5,5,9,9,8,6,6,6,12,5,5,29123,"Ankrd11",NA,"Ankrd11","absent startle reflex",NA,NA,NA
"182",205428,"C3orf58","Q8NDZ4",0.200549453568426,"C3orf58","ENSG00000181744",3,4,3,3,7,6,3,3,3,2,2,2,3,205428,NA,NA,NA,NA,NA,NA,NA
"183",7461,"CLIP2","Q9UDT6",0.200549453568426,"CLIP2","ENSG00000106665",23,25,23,18,16,19,29,24,26,17,7,20,29,7461,NA,NA,NA,NA,NA,NA,NA
"184",7436,"VLDLR","P98155",0.200549453568426,"VLDLR","ENSG00000147852",2,2,2,2,3,4,2,2,2,2,3,2,2,7436,NA,NA,NA,NA,NA,NA,NA
"185",3569,"IL6","P05231",0.200549453568426,"IL6","ENSG00000136244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3569,NA,NA,NA,NA,"IL6","Tclin","P05231"
"186",2969,"GTF2I","P78347",0.200549453568426,"GTF2I","ENSG00000263001",2,2,2,2,4,5,2,2,2,2,4,2,2,2969,NA,NA,NA,NA,NA,NA,NA
"187",140733,"MACROD2","A1Z1Q3",0.200549453568426,"MACROD2","ENSG00000172264",1,1,0.9,2,1,0.9,1,0.7,1,3,0.8,2,0.8,140733,"Macrod2","convulsive seizures","Macrod2","convulsive seizures",NA,NA,NA
"188",140733,"MACROD2","A1Z1Q3",0.200549453568426,"MACROD2","ENSG00000172264",1,1,0.9,2,1,0.9,1,0.7,1,3,0.8,2,0.8,140733,"Macrod2","convulsive seizures","Macrod2","abnormal behavioral response to light",NA,NA,NA
"189",140733,"MACROD2","A1Z1Q3",0.200549453568426,"MACROD2","ENSG00000172264",1,1,0.9,2,1,0.9,1,0.7,1,3,0.8,2,0.8,140733,"Macrod2","convulsive seizures","Macrod2","abnormal sleep behavior",NA,NA,NA
"190",1859,"DYRK1A","Q13627",0.200549453568426,"DYRK1A","ENSG00000157540",6,7,5,5,9,8,7,5,6,6,9,4,4,1859,NA,NA,NA,NA,NA,NA,NA
"191",2006,"ELN","P15502",0.200549453568426,"ELN","ENSG00000049540",2,2,2,2,19,22,3,3,4,2,11,2,3,2006,NA,NA,NA,NA,NA,NA,NA
"192",9568,"GABBR2","O75899",0.200274726784213,"GABBR2","ENSG00000136928",24,39,9,2,25,26,36,13,11,3,NA,2,6,9568,NA,NA,NA,NA,"GABBR2","Tclin","O75899"
"193",6091,"ROBO1","Q9Y6N7",0.200274726784213,"ROBO1","ENSG00000169855",3,3,3,4,3,3,2,3,4,5,4,4,3,6091,NA,NA,NA,NA,NA,NA,NA
"194",10479,"SLC9A6","Q92581",0.200274726784213,"SLC9A6","ENSG00000198689",21,24,11,13,16,11,14,14,22,23,5,11,11,10479,NA,NA,NA,NA,NA,NA,NA
"195",7432,"VIP","P01282",0.200274726784213,"VIP","ENSG00000146469",12,9,5,1,0.9,1,6,6,2,0.6,0.5,0.7,0.8,7432,NA,NA,NA,NA,NA,NA,NA
"196",5054,"SERPINE1","P05121",0.200274726784213,"SERPINE1","ENSG00000106366",0.5,0.6,0.8,0.7,NA,NA,0.6,1,2,0.6,4,0.6,1,5054,NA,NA,NA,NA,NA,NA,NA
"197",29091,"STXBP6","Q8NFX7",0.200274726784213,"STXBP6","ENSG00000168952",7,7,4,7,NA,NA,6,4,5,4,NA,5,3,29091,NA,NA,NA,NA,NA,NA,NA
"198",2903,"GRIN2A","Q12879",0.200274726784213,"GRIN2A","ENSG00000183454",4,7,2,1,5,5,6,3,0.7,1,NA,1,0.5,2903,NA,NA,NA,NA,"GRIN2A","Tclin","Q12879"
"199",23178,"PASK","Q96RG2",0.200274726784213,"PASK","ENSG00000115687",0.9,1,0.6,5,3,3,2,0.7,1,4,3,4,NA,23178,NA,NA,NA,NA,NA,NA,NA
"200",9031,"BAZ1B","Q9UIG0",0.200274726784213,"BAZ1B","ENSG00000009954",8,9,8,9,17,15,9,9,10,9,15,9,10,9031,NA,NA,NA,NA,NA,NA,NA
"201",4983,"OPHN1","O60890",0.200274726784213,"OPHN1","ENSG00000079482",5,4,5,6,4,4,5,4,4,6,3,4,3,4983,NA,NA,NA,NA,NA,NA,NA
"202",285195,"SLC9A9","Q8IVB4",0.200274726784213,"SLC9A9","ENSG00000181804",2,2,3,3,0.6,0.9,2,3,4,3,3,3,5,285195,NA,NA,NA,NA,NA,NA,NA
"203",1356,"CP","P00450",0.200274726784213,"CP","ENSG00000047457",0.6,0.6,1,2,NA,NA,0.5,2,1,1,2,0.7,2,1356,"Cp",NA,"Cp","abnormal sleep behavior",NA,NA,NA
"204",9855,"FARP2","O94887",0.200274726784213,"FARP2","ENSG00000006607",1,1,1,1,4,4,1,1,1,1,2,1,1,9855,NA,NA,NA,NA,NA,NA,NA
"205",10295,"BCKDK","O14874",0.200274726784213,"BCKDK","ENSG00000103507",7,7,5,6,9,11,10,6,7,6,9,5,6,10295,NA,NA,NA,NA,NA,NA,NA
"206",6092,"ROBO2","Q9HCK4",0.200274726784213,"ROBO2","ENSG00000185008",1,2,NA,2,1,0.9,1,0.6,0.7,1,NA,1,1,6092,NA,NA,NA,NA,NA,NA,NA
"207",6095,"RORA","P35398",0.200274726784213,"RORA","ENSG00000069667",1,1,1,1,3,5,2,0.9,1,1,3,1,1,6095,"Rora",NA,"Rora","decreased startle reflex",NA,NA,NA
"208",2550,"GABBR1","Q9UBS5",0.200274726784213,"GABBR1","ENSG00000204681",64,58,43,57,73,66,53,35,43,75,22,54,28,2550,NA,NA,NA,NA,"GABBR1","Tclin","Q9UBS5"
"209",3565,"IL4","P05112",0.200274726784213,"IL4","ENSG00000113520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,3565,NA,NA,NA,NA,NA,NA,NA
"210",116442,"RAB39B","Q96DA2",0.200274726784213,"RAB39B","ENSG00000155961",5,6,3,4,8,6,5,4,5,4,5,3,4,116442,"Rab39b",NA,"Rab39b","abnormal locomotor behavior",NA,NA,NA
"211",22999,"RIMS1","Q86UR5",0.200274726784213,"RIMS1","ENSG00000079841",8,8,5,2,23,16,8,5,2,2,1,2,1,22999,NA,NA,NA,NA,NA,NA,NA
"212",54221,"SNTG2","Q9NY99",0.200274726784213,"SNTG2","ENSG00000172554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,54221,NA,NA,NA,NA,NA,NA,NA
"213",1950,"EGF","P01133",0.200274726784213,"EGF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,NA,NA,NA,NA,NA,NA,NA
"214",55636,"CHD7","Q9P2D1",0.200274726784213,"CHD7","ENSG00000171316",1,0.8,2,2,15,14,1,2,1,1,3,2,2,55636,"Chd7",NA,"Chd7","hyperactivity",NA,NA,NA
"215",55636,"CHD7","Q9P2D1",0.200274726784213,"CHD7","ENSG00000171316",1,0.8,2,2,15,14,1,2,1,1,3,2,2,55636,"Chd7",NA,"Chd7","abnormal behavior",NA,NA,NA
"216",114788,"CSMD3","Q7Z407",0.200274726784213,"CSMD3","ENSG00000164796",0.6,0.7,0.6,0.6,NA,NA,0.6,0.6,1,0.9,NA,NA,NA,114788,NA,NA,NA,NA,NA,NA,NA
"217",10771,"ZMYND11","Q15326",0.200274726784213,"ZMYND11","ENSG00000015171",23,24,23,25,33,25,18,23,22,24,18,24,24,10771,NA,NA,NA,NA,NA,NA,NA
"218",1636,"ACE","P12821",0.200274726784213,"ACE","ENSG00000159640",0.5,0.6,NA,2,NA,NA,0.8,NA,0.5,1,2,2,NA,1636,"Ace",NA,"Ace","decreased vertical activity","ACE","Tclin","P12821"
"219",5142,"PDE4B","Q07343",0.200274726784213,"PDE4B","ENSG00000184588",5,6,7,7,3,4,6,7,7,7,1,7,8,5142,NA,NA,NA,NA,"PDE4B","Tclin","Q07343"
"220",546,"ATRX","P46100",0.200274726784213,"ATRX","ENSG00000085224",3,3,3,3,6,5,3,3,3,3,4,2,2,546,NA,NA,NA,NA,NA,NA,NA
"221",3069,"HDLBP","Q00341",0.200274726784213,"HDLBP","ENSG00000115677",15,16,14,16,17,18,19,14,15,16,53,15,16,3069,NA,NA,NA,NA,NA,NA,NA
"222",5141,"PDE4A","P27815",0.200274726784213,"PDE4A","ENSG00000065989",9,10,4,5,9,10,11,6,6,6,2,4,4,5141,NA,NA,NA,NA,"PDE4A","Tclin","P27815"
"223",2628,"GATM","P50440",0.2,"GATM","ENSG00000171766",28,23,28,25,25,21,23,25,20,19,3,21,27,2628,"Gatm","decreased prepulse inhibition","Gatm","hypoactivity",NA,NA,NA
"224",2628,"GATM","P50440",0.2,"GATM","ENSG00000171766",28,23,28,25,25,21,23,25,20,19,3,21,27,2628,"Gatm","decreased prepulse inhibition","Gatm","decreased startle reflex",NA,NA,NA
"225",2628,"GATM","P50440",0.2,"GATM","ENSG00000171766",28,23,28,25,25,21,23,25,20,19,3,21,27,2628,"Gatm","decreased prepulse inhibition","Gatm","abnormal behavior",NA,NA,NA
"226",2628,"GATM","P50440",0.2,"GATM","ENSG00000171766",28,23,28,25,25,21,23,25,20,19,3,21,27,2628,"Gatm","decreased prepulse inhibition","Gatm","decreased food intake",NA,NA,NA
"227",2628,"GATM","P50440",0.2,"GATM","ENSG00000171766",28,23,28,25,25,21,23,25,20,19,3,21,27,2628,"Gatm","decreased prepulse inhibition","Gatm","decreased grip strength",NA,NA,NA
"228",3628,"INPP1","P49441",0.2,"INPP1","ENSG00000151689",8,8,8,9,12,13,9,10,10,8,14,8,10,3628,"Inpp1",NA,"Inpp1","abnormal behavior",NA,NA,NA
"229",36,"ACADSB","P45954",0.2,"ACADSB","ENSG00000196177",5,6,4,5,12,11,6,4,5,6,7,5,4,36,NA,NA,NA,NA,NA,NA,NA
"230",3778,"KCNMA1","Q12791",0.2,"KCNMA1","ENSG00000156113",7,9,3,4,1,3,8,4,4,5,2,3,2,3778,NA,NA,NA,NA,"KCNMA1","Tclin","Q12791"
"231",3600,"IL15","P40933",0.2,"IL15","ENSG00000164136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,3600,"Il15",NA,"Il15","limb grasping",NA,NA,NA
"232",3346,"HTN1","P15515",0.2,"HTN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3346,NA,NA,NA,NA,NA,NA,NA
"233",2703,"GJA8","P48165",0.2,"GJA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703,NA,NA,NA,NA,NA,NA,NA
"234",2702,"GJA5","P36382",0.2,"GJA5","ENSG00000265107",NA,NA,NA,0.5,NA,NA,NA,0.5,NA,NA,NA,0.5,0.8,2702,NA,NA,NA,NA,NA,NA,NA
"235",26056,"RAB11FIP5","Q9BXF6",0.2,"RAB11FIP5","ENSG00000135631",9,12,5,6,10,12,14,6,8,7,7,6,6,26056,"Rab11fip5",NA,"Rab11fip5","decreased grip strength",NA,NA,NA
"236",4089,"SMAD4","Q13485",0.2,"SMAD4","ENSG00000141646",3,3,3,3,8,7,3,3,3,3,6,2,2,4089,NA,NA,NA,NA,NA,NA,NA
"237",2890,"GRIA1","P42261",0.2,"GRIA1","ENSG00000155511",16,13,12,10,13,23,11,17,12,14,0.6,8,3,2890,"Gria1","decreased prepulse inhibition","Gria1","hyperactivity","GRIA1","Tclin","P42261"
"238",2890,"GRIA1","P42261",0.2,"GRIA1","ENSG00000155511",16,13,12,10,13,23,11,17,12,14,0.6,8,3,2890,"Gria1","decreased prepulse inhibition","Gria1","hypoactivity","GRIA1","Tclin","P42261"
"239",2890,"GRIA1","P42261",0.2,"GRIA1","ENSG00000155511",16,13,12,10,13,23,11,17,12,14,0.6,8,3,2890,"Gria1","decreased prepulse inhibition","Gria1","decreased startle reflex","GRIA1","Tclin","P42261"
"240",2890,"GRIA1","P42261",0.2,"GRIA1","ENSG00000155511",16,13,12,10,13,23,11,17,12,14,0.6,8,3,2890,"Gria1","decreased prepulse inhibition","Gria1","abnormal behavior","GRIA1","Tclin","P42261"
"241",2890,"GRIA1","P42261",0.2,"GRIA1","ENSG00000155511",16,13,12,10,13,23,11,17,12,14,0.6,8,3,2890,"Gria1","decreased prepulse inhibition","Gria1","decreased grip strength","GRIA1","Tclin","P42261"
"242",3458,"IFNG","P01579",0.2,"IFNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3458,NA,NA,NA,NA,NA,NA,NA
"243",3486,"IGFBP3","P17936",0.2,"IGFBP3","ENSG00000146674",3,3,2,0.9,0.7,0.9,3,3,4,0.7,35,0.6,2,3486,NA,NA,NA,NA,NA,NA,NA
"244",30061,"SLC40A1","Q9NP59",0.2,"SLC40A1","ENSG00000138449",3,2,3,4,0.7,0.8,2,3,5,4,13,3,5,30061,NA,NA,NA,NA,NA,NA,NA
"245",4163,"MCC","P23508",0.2,"MCC","ENSG00000171444",3,2,2,2,2,2,2,1,3,3,2,2,4,4163,NA,NA,NA,NA,NA,NA,NA
"246",3984,"LIMK1","P53667",0.2,"LIMK1","ENSG00000106683",24,24,12,6,9,9,24,12,17,6,5,6,14,3984,NA,NA,NA,NA,NA,NA,NA
"247",3952,"LEP","P41159",0.2,"LEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3952,NA,NA,NA,NA,NA,NA,NA
"248",26608,"TBL2","Q9Y4P3",0.2,"TBL2","ENSG00000106638",2,2,2,2,3,3,3,2,3,2,8,2,2,26608,NA,NA,NA,NA,NA,NA,NA
"249",3002,"GZMB","P10144",0.2,"GZMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3002,NA,NA,NA,NA,NA,NA,NA
"250",3557,"IL1RN","P18510",0.2,"IL1RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3557,NA,NA,NA,NA,NA,NA,NA
"251",3558,"IL2","P60568",0.2,"IL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3558,NA,NA,NA,NA,NA,NA,NA
"252",3596,"IL13","P35225",0.2,"IL13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3596,"Il13",NA,"Il13","decreased vertical activity",NA,NA,NA
"253",2690,"GHR","P10912",0.2,"GHR","ENSG00000112964",NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.6,NA,0.5,2690,NA,NA,NA,NA,"GHR","Tclin","P10912"
"254",4208,"MEF2C","Q06413",0.2,"MEF2C","ENSG00000081189",16,25,6,2,2,2,18,3,2,2,3,1,2,4208,NA,NA,NA,NA,NA,NA,NA
"255",3567,"IL5","P05113",0.2,"IL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3567,NA,NA,NA,NA,"IL5","Tclin","P05113"
"256",3586,"IL10","P22301",0.2,"IL10","ENSG00000136634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,3586,NA,NA,NA,NA,NA,NA,NA
"257",796,"CALCA","P01258;P06881",0.2,"CALCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,NA,NA,NA,NA,NA,NA,NA
"258",5329,"PLAUR","Q03405",0.2,"PLAUR","ENSG00000011422",0.5,0.5,0.5,0.8,NA,0.5,0.5,0.6,1,0.5,2,0.8,1,5329,NA,NA,NA,NA,NA,NA,NA
"259",9025,"RNF8","O76064",0.2,"RNF8","ENSG00000112130",3,4,2,3,6,5,4,2,3,3,3,2,2,9025,NA,NA,NA,NA,NA,NA,NA
"260",6497,"SKI","P12755",0.2,"SKI","ENSG00000157933",13,13,11,12,76,78,14,11,9,13,16,11,8,6497,NA,NA,NA,NA,NA,NA,NA
"261",64326,"RFWD2","Q8NHY2",0.2,"RFWD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64326,NA,NA,NA,NA,NA,NA,NA
"262",6334,"SCN8A","Q9UQD0",0.2,"SCN8A","ENSG00000196876",4,8,2,3,10,11,8,3,2,3,5,3,1,6334,NA,NA,NA,NA,"SCN8A","Tclin","Q9UQD0"
"263",6332,"SCN7A","Q01118",0.2,"SCN7A","ENSG00000136546",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.6,NA,0.6,6332,NA,NA,NA,NA,"SCN7A","Tclin","Q01118"
"264",9723,"SEMA3E","O15041",0.2,"SEMA3E","ENSG00000170381",NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.8,9723,NA,NA,NA,NA,NA,NA,NA
"265",1007,"CDH9","Q9ULB4",0.2,"CDH9","ENSG00000113100",2,2,0.8,0.9,NA,NA,2,0.6,0.6,2,NA,0.7,NA,1007,NA,NA,NA,NA,NA,NA,NA
"266",5982,"RFC2","P35250",0.2,"RFC2","ENSG00000049541",5,5,4,4,6,6,6,4,4,4,5,4,4,5982,"Rfc2",NA,"Rfc2","hyperactivity",NA,NA,NA
"267",85458,"DIXDC1","Q155Q3",0.2,"DIXDC1","ENSG00000150764",4,4,5,4,17,14,4,6,5,4,3,4,6,85458,"Dixdc1",NA,"Dixdc1","decreased startle reflex",NA,NA,NA
"268",57575,"PCDH10","Q9P2E7",0.2,"PCDH10","ENSG00000138650",7,8,5,11,0.5,0.7,7,5,7,10,0.8,8,6,57575,"Pcdh10",NA,"Pcdh10","abnormal gait",NA,NA,NA
"269",6573,"SLC19A1","P41440",0.2,"SLC19A1","ENSG00000173638",2,2,2,2,2,3,3,2,2,2,2,3,2,6573,NA,NA,NA,NA,NA,NA,NA
"270",151556,"GPR155","Q7Z3F1",0.2,"GPR155","ENSG00000163328",5,6,3,7,8,7,6,4,4,8,2,6,3,151556,NA,NA,NA,NA,NA,NA,NA
"271",6779,"STATH","P02808",0.2,"STATH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6779,NA,NA,NA,NA,NA,NA,NA
"272",7915,"ALDH5A1","P51649",0.2,"ALDH5A1","ENSG00000112294",19,18,15,18,12,11,16,13,18,21,5,15,11,7915,NA,NA,NA,NA,"ALDH5A1","Tclin","P51649"
"273",7508,"XPC","Q01831",0.2,"XPC","ENSG00000154767",3,4,4,4,7,7,4,4,5,4,13,4,5,7508,NA,NA,NA,NA,NA,NA,NA
"274",7498,"XDH","P47989",0.2,"XDH","ENSG00000158125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,7498,NA,NA,NA,NA,"XDH","Tclin","P47989"
"275",133,"ADM","P35318",0.2,"ADM","ENSG00000148926",2,2,3,4,0.9,1,2,3,5,3,12,4,8,133,NA,NA,NA,NA,NA,NA,NA
"276",847,"CAT","P04040",0.2,"CAT","ENSG00000121691",8,7,8,11,3,4,9,8,7,9,8,8,8,847,NA,NA,NA,NA,NA,NA,NA
"277",7133,"TNFRSF1B","P20333",0.2,"TNFRSF1B","ENSG00000028137",2,2,4,4,1,2,2,4,5,3,6,3,6,7133,"Tnfrsf1b",NA,"Tnfrsf1b","hypoactivity",NA,NA,NA
"278",7133,"TNFRSF1B","P20333",0.2,"TNFRSF1B","ENSG00000028137",2,2,4,4,1,2,2,4,5,3,6,3,6,7133,"Tnfrsf1b",NA,"Tnfrsf1b","increased startle reflex",NA,NA,NA
"279",7133,"TNFRSF1B","P20333",0.2,"TNFRSF1B","ENSG00000028137",2,2,4,4,1,2,2,4,5,3,6,3,6,7133,"Tnfrsf1b",NA,"Tnfrsf1b","decreased grip strength",NA,NA,NA
"280",7018,"TF","P02787",0.2,"TF","ENSG00000091513",11,12,33,27,8,9,16,67,35,16,1,35,119,7018,NA,NA,NA,NA,NA,NA,NA
"281",6948,"TCN2","P20062",0.2,"TCN2","ENSG00000185339",4,3,4,4,2,3,4,4,5,4,7,4,6,6948,NA,NA,NA,NA,NA,NA,NA
"282",8930,"MBD4","O95243",0.2,"MBD4","ENSG00000129071",6,7,6,6,12,12,7,7,7,7,13,6,7,8930,NA,NA,NA,NA,NA,NA,NA
"283",686,"BTD","P43251",0.2,"BTD","ENSG00000169814",2,2,2,2,2,2,2,2,2,2,3,2,2,686,NA,NA,NA,NA,NA,NA,NA
"284",8216,"LZTR1","Q8N653",0.2,"LZTR1","ENSG00000099949",8,8,6,6,14,17,11,6,7,6,24,6,7,8216,NA,NA,NA,NA,NA,NA,NA
"285",5573,"PRKAR1A","P10644",0.2,"PRKAR1A","ENSG00000108946",35,43,28,28,35,26,27,31,42,31,39,26,36,5573,NA,NA,NA,NA,NA,NA,NA
"286",5551,"PRF1","P14222",0.2,"PRF1","ENSG00000180644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,5551,NA,NA,NA,NA,NA,NA,NA
"287",192683,"SCAMP5","Q8TAC9",0.2,"SCAMP5","ENSG00000198794",69,90,31,34,82,86,85,42,43,43,40,31,30,192683,"Scamp5",NA,"Scamp5","hyperactivity",NA,NA,NA
"288",192683,"SCAMP5","Q8TAC9",0.2,"SCAMP5","ENSG00000198794",69,90,31,34,82,86,85,42,43,43,40,31,30,192683,"Scamp5",NA,"Scamp5","abnormal behavior",NA,NA,NA
"289",192683,"SCAMP5","Q8TAC9",0.2,"SCAMP5","ENSG00000198794",69,90,31,34,82,86,85,42,43,43,40,31,30,192683,"Scamp5",NA,"Scamp5","abnormal behavioral response to light",NA,NA,NA
"290",192683,"SCAMP5","Q8TAC9",0.2,"SCAMP5","ENSG00000198794",69,90,31,34,82,86,85,42,43,43,40,31,30,192683,"Scamp5",NA,"Scamp5","abnormal sleep behavior",NA,NA,NA
"291",5144,"PDE4D","Q08499",0.2,"PDE4D","ENSG00000113448",1,2,0.7,0.7,0.8,1,2,0.8,1,1,2,0.6,1,5144,NA,NA,NA,NA,"PDE4D","Tclin","Q08499"
"292",23245,"ASTN2","O75129",0.2,"ASTN2","ENSG00000148219",3,4,3,3,6,6,4,3,4,3,1,3,3,23245,NA,NA,NA,NA,NA,NA,NA
"293",9569,"GTF2IRD1","Q9UHL9",0.2,"GTF2IRD1","ENSG00000006704",2,2,2,2,2,3,3,2,3,2,14,2,2,9569,NA,NA,NA,NA,NA,NA,NA
"294",5067,"CNTN3","Q9P232",0.2,"CNTN3","ENSG00000113805",3,4,3,1,NA,1,4,2,2,2,4,0.6,0.9,5067,NA,NA,NA,NA,NA,NA,NA
"295",4810,"NHS","Q6T4R5",0.2,"NHS","ENSG00000188158",1,1,0.9,1,0.8,0.9,1,0.6,0.9,0.7,0.7,0.7,NA,4810,"Nhs",NA,"Nhs","increased startle reflex",NA,NA,NA
"296",2556,"GABRA3","P34903",0.2,"GABRA3","ENSG00000011677",7,8,3,1,0.6,0.7,6,4,7,3,NA,1,2,2556,NA,NA,NA,NA,"GABRA3","Tclin","P34903"
"297",473,"RERE","Q9P2R6",0.2,"RERE","ENSG00000142599",11,12,8,9,22,24,14,8,10,10,16,8,7,473,"Rere",NA,"Rere","decreased grip strength",NA,NA,NA
"298",4668,"NAGA","P17050",0.2,"NAGA","ENSG00000198951",3,2,3,3,3,3,3,3,4,3,7,3,3,4668,NA,NA,NA,NA,NA,NA,NA
"299",4520,"MTF1","Q14872",0.2,"MTF1","ENSG00000188786",2,2,2,2,3,3,2,2,2,2,3,2,2,4520,NA,NA,NA,NA,NA,NA,NA
"300",25942,"SIN3A","Q96ST3",0.2,"SIN3A","ENSG00000169375",2,2,2,3,4,4,3,2,3,3,5,2,2,25942,NA,NA,NA,NA,NA,NA,NA
"301",25970,"SH2B1","Q9NRF2",0.2,"SH2B1","ENSG00000178188",11,12,9,10,23,25,15,10,10,11,24,9,8,25970,NA,NA,NA,NA,NA,NA,NA
"302",51725,"FBXO40","Q9UH90",0.2,"FBXO40","ENSG00000163833",NA,0.5,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,51725,NA,NA,NA,NA,NA,NA,NA
"303",51733,"UPB1","Q9UBR1",0.2,"UPB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51733,NA,NA,NA,NA,NA,NA,NA
"304",8514,"KCNAB2","Q13303",0.2,"KCNAB2","ENSG00000069424",46,49,23,21,12,13,55,35,10,28,6,21,9,8514,NA,NA,NA,NA,NA,NA,NA
