        Time, RR interval,   FFT Frequency,         PSD,  AF  Frequency,         PSD
1400.636,0.716,,,,
1401.345,0.709,,,,
1402.151,0.806,,,,
1402.951,0.8,,,,
1403.71,0.759,,,,
1404.506,0.796,,,,
1405.307,0.801,,,,
1406.066,0.759,,,,
1406.8,0.734,,,,
1407.536,0.736,,,,
1408.352,0.816,,,,
1409.179,0.827,,,,
1409.989,0.81,,,,
1410.845,0.856,,,,
1411.667,0.822,,,,
1412.503,0.836,,,,
1413.401,0.899,,,,
1414.337,0.936,,,,
1415.236,0.899,,,,
1416.148,0.911,,,,
1417.048,0.9,,,,
1417.881,0.833,,,,
1418.765,0.884,,,,
1419.65,0.885,,,,
1420.539,0.889,,,,
1421.338,0.799,,,,
1422.151,0.813,,,,
1422.984,0.833,,,,
1423.881,0.897,,,,
1424.699,0.818,,,,
1425.573,0.874,,,,
1426.505,0.933,,,,
1427.367,0.862,,,,
1428.229,0.862,,,,
1429.104,0.875,,,,
1429.958,0.854,,,,
1430.792,0.834,,,,
1431.545,0.753,,,,
1432.297,0.752,,,,
1433.057,0.76,,,,
1433.803,0.745,,,,
1434.555,0.752,,,,
1435.362,0.807,,,,
1436.134,0.772,,,,
1436.873,0.739,,,,
1437.583,0.71,,,,
1438.28,0.697,,,,
1438.99,0.71,,,,
1439.739,0.749,,,,
1440.496,0.756,,,,
1441.202,0.707,,,,
1441.927,0.725,,,,
1442.667,0.74,,,,
1443.45,0.783,,,,
1444.188,0.738,,,,
1444.934,0.746,,,,
1445.737,0.803,,,,
1446.588,0.851,,,,
1447.36,0.773,,,,
1448.128,0.768,,,,
1448.899,0.771,,,,
1449.65,0.751,,,,
1450.378,0.728,,,,
1451.088,0.71,,,,
1451.845,0.757,,,,
1452.601,0.756,,,,
1453.38,0.778,,,,
1454.18,0.8,,,,
1454.996,0.816,,,,
1455.805,0.809,,,,
1456.569,0.763,,,,
1457.296,0.727,,,,
1458.011,0.715,,,,
1458.717,0.706,,,,
1459.431,0.715,,,,
1460.158,0.727,,,,
1460.879,0.721,,,,
1461.578,0.699,,,,
1462.255,0.677,,,,
1462.925,0.67,,,,
1463.609,0.684,,,,
1464.34,0.732,,,,
1465.088,0.747,,,,
1465.882,0.795,,,,
1466.668,0.785,,,,
1467.422,0.755,,,,
1468.193,0.771,,,,
1468.957,0.764,,,,
1469.738,0.781,,,,
1470.49,0.753,,,,
1471.276,0.786,,,,
1472.087,0.811,,,,
1472.902,0.815,,,,
1473.677,0.774,,,,
1474.466,0.79,,,,
1475.25,0.784,,,,
1476.017,0.767,,,,
1476.759,0.742,,,,
1477.494,0.735,,,,
1478.238,0.744,,,,
1478.998,0.76,,,,
1479.763,0.765,,,,
1480.536,0.774,,,,
1481.342,0.805,,,,
1482.164,0.822,,,,
1482.965,0.801,,,,
1483.738,0.773,,,,
1484.492,0.754,,,,
1485.214,0.722,,,,
1485.921,0.707,,,,
1486.631,0.71,,,,
1487.343,0.712,,,,
1488.043,0.7,,,,
1488.771,0.728,,,,
1489.507,0.736,,,,
1490.235,0.728,,,,
1490.957,0.722,,,,
1491.674,0.716,,,,
1492.376,0.703,,,,
1493.062,0.686,,,,
1493.748,0.686,,,,
1494.444,0.696,,,,
1495.15,0.706,,,,
1495.842,0.692,,,,
1496.539,0.697,,,,
1497.263,0.724,,,,
1497.949,0.686,,,,
1498.632,0.684,,,,
1499.33,0.697,,,,
1500.025,0.696,,,,
1500.725,0.7,,,,
1501.44,0.715,,,,
1502.139,0.698,,,,
1502.828,0.689,,,,
1503.523,0.695,,,,
1504.239,0.716,,,,
1505.009,0.77,,,,
1505.829,0.82,,,,
1506.69,0.861,,,,
1507.563,0.873,,,,
1508.424,0.861,,,,
1509.222,0.799,,,,
1509.984,0.761,,,,
1510.721,0.738,,,,
1511.44,0.719,,,,
1512.149,0.708,,,,
1512.853,0.704,,,,
1513.628,0.775,,,,
1514.462,0.835,,,,
1515.337,0.875,,,,
1516.298,0.961,,,,
1517.217,0.919,,,,
1518.115,0.899,,,,
1518.955,0.839,,,,
1519.753,0.798,,,,
1520.499,0.746,,,,
1521.227,0.728,,,,
1521.94,0.713,,,,
1522.655,0.715,,,,
1523.425,0.77,,,,
1524.32,0.895,,,,
1525.131,0.81,,,,
1525.934,0.803,,,,
1526.694,0.76,,,,
1527.441,0.747,,,,
1528.218,0.777,,,,
1529.044,0.825,,,,
1529.8,0.756,,,,
1530.591,0.792,,,,
1531.457,0.865,,,,
1532.286,0.829,,,,
1533.069,0.784,,,,
1533.856,0.787,,,,
1534.66,0.803,,,,
1535.44,0.78,,,,
1536.198,0.757,,,,
1536.977,0.779,,,,
1537.8,0.824,,,,
1538.6,0.799,,,,
1539.352,0.753,,,,
1540.142,0.789,,,,
1540.97,0.828,,,,
1541.795,0.825,,,,
1542.582,0.786,,,,
1543.445,0.863,,,,
1544.386,0.941,,,,
1545.29,0.904,,,,
1546.285,0.995,,,,
1547.136,0.852,,,,
1547.963,0.826,,,,
1548.789,0.826,,,,
1549.683,0.894,,,,
1550.603,0.919,,,,
1551.453,0.85,,,,
1552.359,0.906,,,,
1553.267,0.908,,,,
1554.139,0.872,,,,
1554.996,0.857,,,,
1555.842,0.846,,,,
1556.438,0.596,,,,
1557.53,1.092,,,,
1558.332,0.802,,,,
1559.097,0.766,,,,
1559.825,0.728,,,,
1560.554,0.729,,,,
1561.349,0.795,,,,
1562.168,0.819,,,,
1563.016,0.848,,,,
1563.908,0.892,,,,
1564.797,0.89,,,,
1565.701,0.904,,,,
1566.565,0.864,,,,
1567.427,0.862,,,,
1568.272,0.845,,,,
1569.128,0.856,,,,
1569.989,0.861,,,,
1570.826,0.838,,,,
1571.589,0.763,,,,
1572.401,0.812,,,,
1573.284,0.883,,,,
1574.158,0.874,,,,
1575.057,0.9,,,,
1575.862,0.804,,,,
1576.768,0.906,,,,
1577.69,0.922,,,,
1578.604,0.914,,,,
1579.494,0.889,,,,
1580.315,0.821,,,,
1581.164,0.849,,,,
1582.011,0.847,,,,
1582.891,0.88,,,,
1583.74,0.85,,,,
1584.616,0.876,,,,
1585.511,0.895,,,,
1586.439,0.928,,,,
1587.326,0.888,,,,
1588.187,0.861,,,,
1589.058,0.871,,,,
1589.937,0.879,,,,
1590.75,0.813,,,,
1591.607,0.858,,,,
1592.448,0.841,,,,
1593.271,0.823,,,,
1594.05,0.779,,,,
1594.855,0.805,,,,
1595.73,0.875,,,,
1596.662,0.932,,,,
1597.52,0.858,,,,
1598.401,0.881,,,,
1599.285,0.884,,,,
1600.085,0.8,,,,
1600.859,0.774,,,,
1601.658,0.799,,,,
1602.491,0.834,,,,
1603.307,0.816,,,,
1604.123,0.816,,,,
1604.937,0.814,,,,
1605.766,0.829,,,,
1606.55,0.784,,,,
1607.409,0.859,,,,
1608.286,0.878,,,,
1609.109,0.822,,,,
1609.935,0.827,,,,
1610.734,0.798,,,,
1611.485,0.752,,,,
1612.217,0.731,,,,
1612.974,0.757,,,,
1613.75,0.776,,,,
1614.516,0.766,,,,
1615.308,0.793,,,,
1616.2,0.892,,,,
1617.101,0.901,,,,
1618.05,0.949,,,,
1618.967,0.917,,,,
1619.858,0.891,,,,
1620.68,0.822,,,,
1621.465,0.786,,,,
1622.304,0.839,,,,
1623.196,0.892,,,,
1624.056,0.86,,,,
1624.872,0.816,,,,
1625.736,0.864,,,,
1626.644,0.908,,,,
1627.557,0.913,,,,
1628.382,0.825,,,,
1629.231,0.849,,,,
1630.1,0.869,,,,
1630.982,0.882,,,,
1631.821,0.839,,,,
1632.71,0.889,,,,
1633.63,0.919,,,,
1634.544,0.914,,,,
1635.389,0.845,,,,
1636.255,0.867,,,,
1637.151,0.896,,,,
1638.02,0.869,,,,
1638.843,0.822,,,,
1639.714,0.871,,,,
1640.648,0.934,,,,
1641.588,0.94,,,,
1642.47,0.882,,,,
1643.367,0.898,,,,
1644.25,0.882,,,,
1645.173,0.923,,,,
1646.052,0.879,,,,
1646.911,0.86,,,,
1647.77,0.859,,,,
1648.602,0.832,,,,
1649.366,0.764,,,,
1650.127,0.761,,,,
1650.895,0.768,,,,
1651.724,0.829,,,,
1652.54,0.816,,,,
1653.387,0.847,,,,
1654.25,0.863,,,,
1655.142,0.891,,,,
1655.94,0.798,,,,
1656.75,0.81,,,,
1657.568,0.818,,,,
1658.356,0.788,,,,
1659.108,0.752,,,,
1659.868,0.76,,,,
1660.641,0.773,,,,
1661.425,0.784,,,,
1662.165,0.74,,,,
1662.925,0.76,,,,
1663.692,0.767,,,,
1664.498,0.806,,,,
1665.328,0.83,,,,
1666.076,0.748,,,,
1666.826,0.75,,,,
1667.568,0.742,,,,
1668.297,0.729,,,,
1669.027,0.73,,,,
1669.76,0.733,,,,
1670.506,0.745,,,,
1671.28,0.774,,,,
1672.04,0.761,,,,
1672.806,0.766,,,,
1673.639,0.832,,,,
1674.54,0.902,,,,
1675.418,0.878,,,,
1676.257,0.839,,,,
1677.107,0.85,,,,
1677.929,0.821,,,,
1678.76,0.831,,,,
1679.545,0.785,,,,
1680.407,0.861,,,,
1681.369,0.962,,,,
1682.352,0.983,,,,
1683.269,0.918,,,,
1684.078,0.809,,,,
1684.883,0.805,,,,
1685.654,0.771,,,,
1686.391,0.737,,,,
1687.141,0.75,,,,
1687.963,0.822,,,,
1688.751,0.788,,,,
1689.593,0.841,,,,
1690.532,0.939,,,,
1691.45,0.919,,,,
1692.304,0.853,,,,
1693.215,0.912,,,,
1694.143,0.928,,,,
1695.03,0.888,,,,
1695.843,0.813,,,,
1696.73,0.886,,,,
1697.648,0.918,,,,
1698.465,0.818,,,,
1699.334,0.868,,,,
1700.282,0.949,,,,
1701.187,0.905,,,,
1702.089,0.901,,,,
1702.922,0.834,,,,
1703.904,0.981,,,,
1704.863,0.959,,,,
1705.732,0.869,,,,
1706.568,0.836,,,,
1707.402,0.834,,,,
1708.26,0.858,,,,
1709.105,0.845,,,,
1709.949,0.843,,,,
1710.949,1,,,,
1711.923,0.974,,,,
1712.815,0.893,,,,
1713.665,0.85,,,,
1714.595,0.93,,,,
1715.512,0.917,,,,
1716.434,0.921,,,,
1717.28,0.846,,,,
1718.142,0.862,,,,
1719.004,0.862,,,,
1719.852,0.848,,,,
1720.671,0.82,,,,
1721.536,0.864,,,,
1722.47,0.935,,,,
1723.358,0.888,,,,
1724.235,0.877,,,,
1725.158,0.923,,,,
1726.08,0.922,,,,
1726.918,0.838,,,,
1727.728,0.81,,,,
1728.564,0.836,,,,
1729.385,0.821,,,,
1730.177,0.792,,,,
1731.005,0.829,,,,
1731.836,0.831,,,,
1732.681,0.845,,,,
1733.473,0.791,,,,
1734.259,0.786,,,,
1735.069,0.81,,,,
1735.929,0.86,,,,
1736.753,0.824,,,,
1737.56,0.808,,,,
1738.35,0.79,,,,
1739.135,0.785,,,,
1739.896,0.761,,,,
1740.628,0.732,,,,
1741.34,0.713,,,,
1742.108,0.768,,,,
1742.879,0.771,,,,
1743.634,0.755,,,,
1744.411,0.777,,,,
1745.23,0.819,,,,
1746.054,0.824,,,,
1746.811,0.757,,,,
1747.575,0.764,,,,
1748.366,0.791,,,,
1749.257,0.891,,,,
1750.06,0.803,,,,
1750.941,0.881,,,,
1751.827,0.886,,,,
1752.64,0.813,,,,
1753.435,0.795,,,,
1754.26,0.825,,,,
1755.08,0.82,,,,
1755.862,0.783,,,,
1756.687,0.825,,,,
1757.563,0.876,,,,
1758.363,0.8,,,,
1759.137,0.774,,,,
1759.898,0.761,,,,
1760.636,0.738,,,,
1761.344,0.708,,,,
1762.098,0.754,,,,
1762.915,0.818,,,,
1763.679,0.763,,,,
1764.489,0.811,,,,
1765.336,0.847,,,,
1766.2,0.864,,,,
1766.988,0.788,,,,
1767.788,0.8,,,,
1768.61,0.822,,,,
1769.426,0.816,,,,
1770.188,0.761,,,,
1770.96,0.773,,,,
1771.779,0.819,,,,
1772.63,0.851,,,,
1773.429,0.799,,,,
1774.235,0.806,,,,
1775.037,0.803,,,,
1775.814,0.776,,,,
1776.531,0.717,,,,
1777.239,0.708,,,,
1777.934,0.695,,,,
1778.63,0.696,,,,
1779.311,0.682,,,,
1780.033,0.721,,,,
1780.889,0.856,,,,
1781.705,0.816,,,,
1782.536,0.831,,,,
1783.388,0.852,,,,
1784.25,0.862,,,,
1785.024,0.774,,,,
1785.789,0.765,,,,
1786.57,0.781,,,,
1787.434,0.864,,,,
1788.254,0.82,,,,
1789.024,0.77,,,,
1789.8,0.776,,,,
1790.615,0.814,,,,
1791.418,0.803,,,,
1792.164,0.746,,,,
1792.905,0.741,,,,
1793.68,0.775,,,,
1794.422,0.742,,,,
1795.199,0.776,,,,
1796.029,0.83,,,,
1796.94,0.911,,,,
1797.776,0.836,,,,
1798.561,0.786,,,,
1799.398,0.837,,,,
1800.277,0.879,,,,
1801.104,0.827,,,,
1801.97,0.866,,,,
1802.89,0.92,,,,
1803.714,0.824,,,,
1804.58,0.866,,,,
1805.449,0.869,,,,
1806.292,0.843,,,,
1807.096,0.804,,,,
1807.933,0.837,,,,
1808.824,0.891,,,,
1809.641,0.817,,,,
1810.5,0.859,,,,
1811.358,0.858,,,,
1812.175,0.817,,,,
1812.949,0.774,,,,
1813.725,0.776,,,,
1814.524,0.799,,,,
1815.272,0.749,,,,
1816.003,0.73,,,,
1816.738,0.735,,,,
1817.506,0.769,,,,
1818.246,0.74,,,,
1819.037,0.791,,,,
1819.901,0.864,,,,
1820.777,0.876,,,,
1821.582,0.805,,,,
1822.411,0.828,,,,
1823.26,0.849,,,,
1824.1,0.84,,,,
1824.902,0.803,,,,
1825.767,0.865,,,,
1826.693,0.926,,,,
1827.618,0.925,,,,
1828.477,0.86,,,,
1829.354,0.877,,,,
1830.195,0.841,,,,
1831.029,0.834,,,,
1831.806,0.777,,,,
1832.598,0.792,,,,
1833.364,0.766,,,,
1834.142,0.779,,,,
1834.893,0.75,,,,
1835.61,0.717,,,,
1836.338,0.728,,,,
1837.118,0.78,,,,
1837.996,0.878,,,,
1838.853,0.857,,,,
1839.636,0.784,,,,
1840.44,0.803,,,,
1841.248,0.808,,,,
1842.067,0.819,,,,
1842.856,0.789,,,,
1843.712,0.856,,,,
1844.562,0.849,,,,
1845.421,0.86,,,,
1846.234,0.813,,,,
1847.076,0.842,,,,
1847.989,0.913,,,,
1848.871,0.881,,,,
1849.705,0.835,,,,
1850.537,0.832,,,,
1851.36,0.822,,,,
1852.122,0.762,,,,
1852.891,0.769,,,,
1853.642,0.752,,,,
1854.405,0.763,,,,
1855.177,0.771,,,,
1856.096,0.92,,,,
1857.011,0.915,,,,
1857.868,0.857,,,,
1858.708,0.84,,,,
1859.539,0.831,,,,
1860.3,0.761,,,,
1861.046,0.747,,,,
1861.758,0.711,,,,
1862.449,0.691,,,,
1863.146,0.698,,,,
1863.858,0.712,,,,
1864.56,0.702,,,,
1865.25,0.689,,,,
1865.94,0.69,,,,
1866.641,0.701,,,,
1867.345,0.705,,,,
1868.109,0.764,,,,
1868.908,0.799,,,,
1869.685,0.777,,,,
1870.425,0.74,,,,
1871.151,0.726,,,,
1871.892,0.742,,,,
1872.638,0.745,,,,
1873.395,0.757,,,,
1874.109,0.714,,,,
1874.817,0.708,,,,
1875.554,0.737,,,,
1876.36,0.806,,,,
1877.28,0.92,,,,
1878.141,0.861,,,,
1879.015,0.874,,,,
1879.876,0.861,,,,
1880.694,0.818,,,,
1881.583,0.889,,,,
1882.52,0.937,,,,
1883.475,0.955,,,,
1884.335,0.86,,,,
1885.212,0.878,,,,
1886.035,0.822,,,,
1886.803,0.768,,,,
1887.535,0.733,,,,
1888.295,0.76,,,,
1889.113,0.817,,,,
1889.865,0.752,,,,
1890.645,0.78,,,,
1891.5,0.855,,,,
1892.47,0.97,,,,
1893.399,0.929,,,,
1894.3,0.901,,,,
1895.149,0.849,,,,
1896.036,0.887,,,,
1896.896,0.86,,,,
1897.762,0.866,,,,
1898.571,0.809,,,,
1899.366,0.795,,,,
1900.179,0.813,,,,
1901.028,0.849,,,,
1901.904,0.876,,,,
1902.775,0.871,,,,
1903.648,0.873,,,,
1904.473,0.825,,,,
1905.251,0.779,,,,
1906.027,0.776,,,,
1906.865,0.837,,,,
1907.807,0.942,,,,
1908.746,0.938,,,,
1909.582,0.836,,,,
1910.457,0.875,,,,
1911.384,0.928,,,,
1912.317,0.933,,,,
1913.174,0.857,,,,
1914.032,0.858,,,,
1914.864,0.832,,,,
1915.707,0.843,,,,
1916.591,0.884,,,,
1917.42,0.829,,,,
1918.227,0.806,,,,
1919.121,0.894,,,,
1920.019,0.899,,,,
1920.838,0.819,,,,
1921.664,0.826,,,,
1922.485,0.821,,,,
1923.389,0.904,,,,
1924.238,0.849,,,,
1925.008,0.77,,,,
1925.767,0.759,,,,
1926.527,0.761,,,,
1927.289,0.762,,,,
1928.044,0.755,,,,
1928.877,0.833,,,,
1929.735,0.858,,,,
1930.595,0.86,,,,
1931.394,0.799,,,,
1932.21,0.816,,,,
1933.053,0.843,,,,
1933.93,0.878,,,,
1934.791,0.861,,,,
1935.682,0.891,,,,
1936.546,0.864,,,,
1937.389,0.842,,,,
1938.148,0.759,,,,
1938.901,0.753,,,,
1939.631,0.73,,,,
1940.43,0.799,,,,
1941.376,0.946,,,,
1942.229,0.853,,,,
1943.173,0.944,,,,
1944.128,0.955,,,,
1945.055,0.928,,,,
1945.896,0.841,,,,
1946.757,0.861,,,,
1947.645,0.888,,,,
1948.566,0.922,,,,
1949.455,0.889,,,,
1950.31,0.855,,,,
1951.176,0.867,,,,
1952.047,0.871,,,,
1952.847,0.8,,,,
1953.629,0.781,,,,
1954.379,0.75,,,,
1955.19,0.812,,,,
1956.014,0.823,,,,
1956.918,0.904,,,,
1957.899,0.981,,,,
1958.851,0.953,,,,
1959.792,0.94,,,,
1960.684,0.892,,,,
1961.529,0.845,,,,
1962.372,0.843,,,,
1963.228,0.856,,,,
1964.085,0.858,,,,
1964.941,0.856,,,,
1965.773,0.832,,,,
1966.64,0.867,,,,
1967.523,0.883,,,,
1968.402,0.88,,,,
1969.241,0.839,,,,
1970.088,0.846,,,,
1970.938,0.85,,,,
1971.754,0.816,,,,
1972.514,0.76,,,,
1973.262,0.748,,,,
1973.981,0.719,,,,
1974.698,0.716,,,,
1975.419,0.721,,,,
1976.152,0.734,,,,
1976.859,0.707,,,,
1977.575,0.716,,,,
1978.303,0.727,,,,
1979.038,0.735,,,,
1979.769,0.731,,,,
1980.474,0.705,,,,
1981.195,0.721,,,,
1981.939,0.744,,,,
1982.655,0.716,,,,
1983.404,0.749,,,,
1984.21,0.806,,,,
1985.112,0.902,,,,
1985.894,0.782,,,,
1986.748,0.854,,,,
1987.593,0.846,,,,
1988.478,0.884,,,,
1989.254,0.776,,,,
1990.085,0.831,,,,
1990.953,0.868,,,,
1991.856,0.903,,,,
1992.656,0.8,,,,
1993.492,0.836,,,,
1994.429,0.936,,,,
1995.322,0.894,,,,
1996.131,0.809,,,,
1997.029,0.898,,,,
1997.92,0.892,,,,
1998.856,0.936,,,,
1999.662,0.806,,,,
2000.548,0.885,,,,
2001.427,0.879,,,,
2002.3,0.874,,,,
2003.1,0.8,,,,
2003.94,0.84,,,,
2004.847,0.907,,,,
2005.75,0.903,,,,
2006.582,0.832,,,,
2007.437,0.855,,,,
2008.265,0.828,,,,
2009.071,0.806,,,,
2009.83,0.759,,,,
2010.594,0.764,,,,
2011.437,0.843,,,,
2012.286,0.849,,,,
2013.103,0.816,,,,
2013.879,0.776,,,,
2014.636,0.757,,,,
2015.423,0.787,,,,
2016.198,0.775,,,,
2016.937,0.74,,,,
2017.651,0.714,,,,
2018.368,0.716,,,,
2019.059,0.691,,,,
2019.741,0.682,,,,
2020.443,0.702,,,,
2021.213,0.77,,,,
2021.96,0.747,,,,
2022.74,0.78,,,,
2023.641,0.9,,,,
2024.58,0.939,,,,
2025.436,0.856,,,,
2026.338,0.902,,,,
2027.206,0.868,,,,
2028.08,0.873,,,,
2028.888,0.808,,,,
2029.693,0.805,,,,
2030.56,0.867,,,,
2031.395,0.835,,,,
2032.237,0.842,,,,
2033.003,0.766,,,,
2033.789,0.786,,,,
2034.63,0.841,,,,
2035.566,0.936,,,,
2036.385,0.819,,,,
2037.24,0.856,,,,
2038.138,0.897,,,,
2039.003,0.865,,,,
2039.815,0.813,,,,
2040.561,0.746,,,,
2041.316,0.755,,,,
2042.115,0.799,,,,
2043.015,0.9,,,,
2043.938,0.923,,,,
2044.798,0.86,,,,
2045.687,0.889,,,,
2046.586,0.899,,,,
2047.488,0.901,,,,
2048.327,0.839,,,,
2049.137,0.809,,,,
2049.939,0.802,,,,
2050.693,0.754,,,,
2051.434,0.741,,,,
2052.198,0.764,,,,
2053.073,0.875,,,,
2054.034,0.961,,,,
2054.932,0.898,,,,
2055.781,0.849,,,,
2056.56,0.779,,,,
2057.306,0.746,,,,
2058.081,0.775,,,,
2058.905,0.824,,,,
2059.654,0.749,,,,
2060.432,0.778,,,,
2061.298,0.865,,,,
2062.237,0.939,,,,
2063.131,0.894,,,,
2063.92,0.789,,,,
2064.757,0.836,,,,
2065.618,0.861,,,,
2066.465,0.847,,,,
2067.286,0.821,,,,
2068.161,0.875,,,,
2069.014,0.854,,,,
2069.831,0.817,,,,
2070.672,0.841,,,,
2071.599,0.927,,,,
2072.548,0.949,,,,
2073.476,0.929,,,,
2074.338,0.861,,,,
2075.197,0.859,,,,
2076.046,0.849,,,,
2076.871,0.825,,,,
2077.678,0.807,,,,
2078.436,0.758,,,,
2079.195,0.759,,,,
2079.981,0.786,,,,
2080.865,0.883,,,,
2081.777,0.912,,,,
2082.679,0.902,,,,
2083.555,0.876,,,,
2084.392,0.838,,,,
2085.219,0.827,,,,
2086.03,0.811,,,,
2086.782,0.751,,,,
2087.522,0.74,,,,
2088.286,0.764,,,,
2089.096,0.81,,,,
2089.987,0.891,,,,
2090.865,0.878,,,,
2091.707,0.842,,,,
2092.483,0.776,,,,
2093.251,0.769,,,,
2094.028,0.776,,,,
2094.805,0.777,,,,
2095.537,0.733,,,,
2096.26,0.722,,,,
2097.007,0.747,,,,
2097.789,0.782,,,,
2098.633,0.845,,,,
2099.503,0.869,,,,
2100.296,0.794,,,,
2101.077,0.781,,,,
2101.867,0.79,,,,
2102.716,0.849,,,,
2103.526,0.81,,,,
2104.294,0.768,,,,
2105.035,0.741,,,,
2105.78,0.745,,,,
2106.534,0.754,,,,
2107.273,0.738,,,,
2107.976,0.704,,,,
2108.641,0.665,,,,
2109.328,0.687,,,,
2110.037,0.709,,,,
2110.81,0.773,,,,
2111.565,0.755,,,,
2112.332,0.768,,,,
2113.175,0.843,,,,
2114,0.825,,,,
2114.86,0.86,,,,
2115.689,0.829,,,,
2116.49,0.802,,,,
2117.256,0.765,,,,
2117.958,0.702,,,,
2118.662,0.704,,,,
2119.381,0.719,,,,
2120.147,0.766,,,,
2120.934,0.787,,,,
2121.688,0.754,,,,
2122.478,0.789,,,,
2123.302,0.825,,,,
2124.13,0.827,,,,
2124.918,0.788,,,,
2125.773,0.855,,,,
2126.677,0.904,,,,
2127.496,0.82,,,,
2128.421,0.925,,,,
2129.327,0.905,,,,
2130.27,0.943,,,,
2131.209,0.939,,,,
2132.078,0.869,,,,
2132.922,0.844,,,,
2133.72,0.798,,,,
2134.499,0.779,,,,
2135.343,0.844,,,,
2136.255,0.912,,,,
2137.151,0.897,,,,
2138.036,0.885,,,,
2138.943,0.907,,,,
2139.76,0.817,,,,
2140.57,0.81,,,,
2141.39,0.82,,,,
2142.222,0.832,,,,
2143.107,0.885,,,,
2143.917,0.81,,,,
2144.67,0.753,,,,
2145.4,0.729,,,,
2146.123,0.724,,,,
2146.825,0.702,,,,
2147.575,0.75,,,,
2148.391,0.816,,,,
2149.307,0.916,,,,
2150.153,0.846,,,,
2151.084,0.931,,,,
2152.079,0.994,,,,
2153.055,0.976,,,,
2153.972,0.917,,,,
2154.925,0.954,,,,
2155.909,0.983,,,,
2156.834,0.925,,,,
2157.668,0.834,,,,
2158.548,0.88,,,,
2159.485,0.937,,,,
2160.416,0.932,,,,
2161.278,0.861,,,,
2162.21,0.933,,,,
2163.157,0.947,,,,
2164.025,0.868,,,,
2164.816,0.791,,,,
2165.612,0.795,,,,
2166.458,0.846,,,,
2167.356,0.899,,,,
2168.264,0.908,,,,
2169.157,0.893,,,,
2170.104,0.947,,,,
2171.02,0.915,,,,
2171.847,0.827,,,,
2172.671,0.824,,,,
2173.454,0.782,,,,
2174.262,0.809,,,,
2175.123,0.861,,,,
2176.001,0.878,,,,
2176.807,0.807,,,,
2177.646,0.838,,,,
2178.188,0.543,,,,
2179.134,0.946,,,,
2179.909,0.774,,,,
2180.813,0.905,,,,
2181.765,0.952,,,,
2182.707,0.942,,,,
2183.617,0.91,,,,
2184.499,0.882,,,,
2185.343,0.843,,,,
2186.126,0.784,,,,
2186.859,0.732,,,,
2187.588,0.73,,,,
2188.294,0.705,,,,
2188.977,0.684,,,,
2189.648,0.671,,,,
2190.325,0.677,,,,
2191.027,0.702,,,,
2191.749,0.722,,,,
2192.461,0.712,,,,
2193.255,0.793,,,,
2194.184,0.929,,,,
2195.095,0.911,,,,
2195.981,0.887,,,,
2196.827,0.846,,,,
2197.682,0.855,,,,
2198.554,0.872,,,,
2199.43,0.876,,,,
2200.339,0.909,,,,
2201.235,0.896,,,,
2202.121,0.886,,,,
2203.038,0.918,,,,
2203.979,0.941,,,,
2204.927,0.948,,,,
2205.846,0.919,,,,
2206.74,0.894,,,,
2207.631,0.891,,,,
2208.526,0.896,,,,
2209.379,0.852,,,,
2210.235,0.856,,,,
2211.136,0.901,,,,
2212.058,0.922,,,,
2212.963,0.905,,,,
2213.807,0.845,,,,
2214.689,0.881,,,,
2215.599,0.91,,,,
2216.511,0.912,,,,
2217.398,0.887,,,,
2218.228,0.831,,,,
2219.086,0.858,,,,
2219.942,0.856,,,,
2220.794,0.852,,,,
2221.572,0.778,,,,
2222.397,0.825,,,,
2223.231,0.834,,,,
2224.007,0.776,,,,
2224.84,0.833,,,,
2225.629,0.788,,,,
2226.416,0.788,,,,
2227.16,0.743,,,,
2227.901,0.742,,,,
2228.64,0.738,,,,
2229.398,0.758,,,,
2230.185,0.787,,,,
2231.046,0.861,,,,
2231.867,0.821,,,,
2232.696,0.829,,,,
2233.557,0.861,,,,
2234.409,0.851,,,,
2235.257,0.849,,,,
2236.05,0.793,,,,
2236.834,0.784,,,,
2237.629,0.795,,,,
2238.441,0.813,,,,
2239.22,0.778,,,,
2240.016,0.796,,,,
2240.834,0.818,,,,
2241.668,0.833,,,,
2242.505,0.838,,,,
2243.305,0.8,,,,
2244.115,0.81,,,,
2244.958,0.843,,,,
2245.789,0.831,,,,
2246.58,0.791,,,,
2247.407,0.827,,,,
2248.283,0.876,,,,
2249.193,0.91,,,,
2250.056,0.863,,,,
2250.925,0.869,,,,
2251.795,0.87,,,,
2252.649,0.854,,,,
2253.461,0.813,,,,
2254.289,0.828,,,,
2255.141,0.852,,,,
2255.999,0.858,,,,
2256.874,0.875,,,,
2257.772,0.898,,,,
2258.641,0.869,,,,
2259.466,0.825,,,,
2260.235,0.769,,,,
2261.045,0.809,,,,
2261.881,0.836,,,,
2262.72,0.839,,,,
2263.541,0.822,,,,
2264.351,0.809,,,,
2265.155,0.805,,,,
2265.943,0.788,,,,
2266.686,0.742,,,,
2267.423,0.738,,,,
2268.139,0.715,,,,
2268.852,0.714,,,,
2269.626,0.774,,,,
2270.429,0.803,,,,
2271.192,0.763,,,,
2271.983,0.791,,,,
2272.815,0.832,,,,
2273.626,0.811,,,,
2274.443,0.817,,,,
2275.26,0.817,,,,
2276.037,0.777,,,,
2276.817,0.78,,,,
2277.605,0.788,,,,
2278.441,0.836,,,,
2279.221,0.78,,,,
2280.03,0.809,,,,
