Insert_Size	DF_980_3_GFP
276	75018
277	74795
278	75713
279	76232
280	75700
281	75684
282	73494
283	73510
284	72085
285	72526
286	71825
287	70661
288	71996
289	71287
290	71308
291	70844
292	70433
293	69467
294	68070
295	67229
296	66785
297	66605
298	66750
299	66376
300	68702
301	67159
302	68958
303	68690
304	68409
305	67339
306	67290
307	66915
308	68351
309	66889
310	69794
311	74972
312	67057
313	66402
314	73032
315	66023
316	67385
317	68431
318	76812
319	69609
320	66740
321	83050
322	70214
323	68609
324	70373
325	67908
326	67853
327	70843
328	69352
329	76958
330	69545
331	67997
332	66165
333	69015
334	67777
335	72623
336	67352
337	69158
338	67447
339	69068
340	69877
341	71585
342	72894
343	74409
344	76518
345	69646
346	71428
347	71794
348	67788
349	67090
350	70314
351	72550
352	70694
353	74283
354	71492
355	69326
356	71330
357	71674
358	81295
359	72911
360	73343
361	70669
362	71951
363	73991
364	68910
365	67649
366	66535
367	63837
368	67283
369	72119
370	69325
371	65666
372	67436
373	75157
374	63028
375	61084
376	58631
377	60992
378	57396
379	59300
380	58881
381	58041
382	56756
383	58759
384	59728
385	57156
386	54385
387	56624
388	59748
389	56307
390	55909
391	62312
392	56268
393	57519
394	61924
395	53218
396	54030
397	54072
398	56812
399	54395
400	55281
401	54512
402	57567
403	52450
404	52675
405	50020
406	52303
407	52088
408	55606
409	54996
410	53621
411	51942
412	50768
413	55718
414	52059
415	50359
416	49798
417	46546
418	45802
419	45200
420	46198
421	45956
422	43898
423	44961
424	45540
425	45055
426	44444
427	43100
428	44840
429	42805
430	41938
431	46057
432	44090
433	43198
434	44630
435	44265
436	44230
437	65264
438	59314
439	52746
440	53177
441	55228
442	56204
443	55566
444	56165
445	61405
446	78022
447	65459
448	59008
449	63548
450	60587
451	54052
452	63605
453	60369
454	51273
455	61427
456	63434
457	57485
458	62026
459	56917
460	55347
461	53115
462	59711
463	57058
464	59138
465	60869
466	56516
467	62039
468	66575
469	62217
470	63549
471	61155
472	57847
473	59954
474	58040
475	63692
476	62781
477	60217
478	67793
479	85893
480	60777
481	55159
482	54944
483	54398
484	57759
485	59910
486	60680
487	54139
488	61613
489	63447
490	66071
491	73872
492	64722
493	57333
494	64965
495	58349
496	55740
497	62652
498	60623
499	56085
500	63663
501	54217
502	54077
503	60205
504	53592
505	49886
506	51033
507	49702
508	51905
509	57233
510	56800
511	53483
512	47415
513	46488
514	42843
515	46256
516	45423
517	52669
518	48772
519	43562
520	49128
521	51450
522	41877
523	43568
524	43312
525	40392
526	42773
527	46784
528	43013
529	38359
530	40499
531	42220
532	44217
533	42331
534	39306
535	35448
536	39483
537	35917
538	36956
539	36150
540	38884
541	37252
542	34980
543	35694
544	35613
545	36371
546	32178
547	32633
548	32908
549	34717
550	36683
551	41684
552	36321
553	35044
554	31202
555	32322
556	32569
557	33289
558	33510
559	40155
560	31141
561	30333
562	29403
563	29996
564	31929
565	33568
566	31559
567	28412
568	27436
569	27097
570	27544
571	28488
572	29084
573	30817
574	33225
575	27938
576	27640
577	26685
578	27577
579	27452
580	28037
581	28552
582	29558
583	27193
584	26072
585	24864
586	24360
587	25299
588	26147
589	25563
590	25654
591	25473
592	24106
593	23644
594	23982
595	23470
596	23247
597	23336
598	23334
599	23614
600	23417
601	23315
602	22453
603	22674
604	22988
605	22679
606	22481
607	24183
608	22752
609	21987
610	22579
611	21955
612	22205
613	21823
614	21029
615	21096
616	21516
617	21042
618	21289
619	21094
620	20506
621	21030
622	20165
623	19495
624	19256
625	19340
626	19381
627	19534
628	19336
629	19176
630	19437
631	19495
632	19779
633	19091
634	18962
635	19244
636	19952
637	20064
638	19082
639	19716
640	19508
641	20039
642	19905
643	19719
644	19647
645	18955
646	19268
647	19648
648	19842
649	18368
650	19390
651	18846
652	18792
653	19056
654	18841
655	18596
656	18450
657	18701
658	18171
659	17987
660	18514
661	18142
662	18547
663	18256
664	17985
665	17818
666	17741
667	17484
668	17877
669	18181
670	18728
671	19022
672	18426
673	18105
674	18264
675	17945
676	18198
677	18039
678	17696
679	17539
680	17498
681	17625
682	17767
683	17935
684	17947
685	17633
686	17200
687	17459
688	18332
689	19902
690	20611
691	20551
692	20482
693	20478
694	18808
695	20381
696	21276
697	20176
698	20391
699	22033
700	21268
701	21094
702	21251
703	20325
704	20567
705	21026
706	21185
707	21403
708	20846
709	21502
710	22334
711	22316
712	20809
713	21279
714	20751
715	24797
716	24112
717	21430
718	22033
719	19743
720	20366
721	21740
722	22671
723	22441
724	21625
725	27548
726	22695
727	21794
728	20756
729	22046
730	21608
731	23281
732	24194
733	25237
734	22905
735	24908
736	24315
737	23987
738	24721
739	26390
740	25851
741	24433
742	22605
743	23695
744	22849
745	24851
746	26422
747	26304
748	26590
749	28254
750	27147
751	28353
752	31024
753	29816
754	30163
755	32041
756	29932
757	26973
758	32078
759	28390
760	27778
761	28470
762	28118
763	28311
764	24775
765	26446
766	25254
767	22810
768	26084
769	25132
770	25566
771	24215
772	23656
773	26189
774	25814
775	25167
776	24114
777	24035
778	24957
779	25188
780	23426
781	24596
782	24454
783	25538
784	27227
785	26270
786	24179
787	25007
788	24483
789	23660
790	25209
791	24623
792	23335
793	23310
794	23101
795	22336
796	22648
797	21852
798	24750
799	24095
800	22345
801	21572
802	21544
803	21301
804	22261
805	24377
806	24281
807	22642
808	22688
809	22833
810	23741
811	21813
812	22172
813	22108
814	22442
815	22022
816	22846
817	21952
818	22496
819	22353
820	22771
821	22434
822	21455
823	20888
824	21667
825	22134
826	22938
827	21689
828	21719
829	20785
830	20857
831	21251
832	22542
833	22173
834	20627
835	21359
836	22667
837	22588
838	21925
839	23618
840	22431
841	22483
842	24474
843	24756
844	22236
845	22562
846	22855
847	24397
848	22781
849	22530
850	22675
851	24226
852	22640
853	23645
854	23011
855	23407
856	24495
857	25063
858	23958
859	22228
860	22283
861	22847
862	22527
863	23886
864	25493
865	26028
866	25008
867	25731
868	23059
869	21851
870	21356
871	21311
872	23687
873	21865
874	21928
875	23151
876	20779
877	21742
878	21828
879	21182
880	20793
881	21068
882	20377
883	21094
884	20478
885	20318
886	19275
887	19797
888	19875
889	19571
890	19346
891	19015
892	19736
893	19001
894	19111
895	20530
896	19279
897	19502
898	19581
899	19331
900	19799
901	19383
902	19682
903	19209
904	18696
905	18878
906	17929
907	18650
908	18934
909	19587
910	20075
911	19455
912	18266
913	18043
914	17692
915	17686
916	18119
917	18739
918	17377
919	17463
920	17825
921	18270
922	16460
923	16180
924	15994
925	16554
926	16416
927	17584
928	16416
929	16765
930	17152
931	17101
932	16069
933	16198
934	15998
935	15990
936	16175
937	16157
938	18049
939	15943
940	15695
941	15718
942	15885
943	15290
944	15682
945	15695
946	15648
947	15729
948	15631
949	15366
950	15856
951	15381
952	15278
953	15053
954	14937
955	14580
956	14625
957	14515
958	14212
959	14844
960	13709
961	14581
962	14413
963	14120
964	14560
965	14164
966	14155
967	14363
968	14679
969	14624
970	14171
971	13146
972	13365
973	14157
974	13724
975	13417
976	13993
977	12966
978	12697
979	12530
980	12856
981	13324
982	13483
983	13673
984	12857
985	12773
986	13444
987	13546
988	13402
989	12735
990	13473
991	13187
992	13512
993	13369
994	14148
995	13365
996	13983
997	13813
998	14951
999	14351
1000	13748
1001	13837
1002	15055
1003	15397
1004	14467
1005	14351
1006	14159
1007	14282
1008	14167
1009	14878
1010	14476
1011	14482
1012	14767
1013	15071
1014	14683
1015	14705
1016	14961
1017	16387
1018	15899
1019	14545
1020	15377
1021	14290
1022	15296
1023	14915
1024	14549
1025	15237
1026	14471
1027	14248
1028	14962
1029	14520
1030	14442
1031	14169
1032	14168
1033	15415
1034	15900
1035	14626
1036	13773
1037	13744
1038	13453
1039	13445
1040	14711
1041	12557
1042	13494
1043	13592
1044	13810
1045	12812
1046	13143
1047	12512
1048	13208
1049	13593
1050	13693
1051	13787
1052	14119
1053	12931
1054	13253
1055	12824
1056	12369
1057	13290
1058	13764
1059	13979
1060	14440
1061	14053
1062	14248
1063	13538
1064	15729
1065	13751
1066	13095
1067	14968
1068	13661
1069	14765
1070	14186
1071	16066
1072	13615
1073	12919
1074	13432
1075	13184
1076	13805
1077	14154
1078	14352
1079	13731
1080	12754
1081	13664
1082	13150
1083	13524
1084	13990
1085	13542
1086	13202
1087	13117
1088	13480
1089	13600
1090	13623
1091	13190
1092	12472
1093	12937
1094	13120
1095	12634
1096	12397
1097	12609
1098	12731
1099	12358
1100	13354
1101	13934
1102	13367
1103	13253
1104	13335
1105	13332
1106	13178
1107	12769
1108	12932
1109	12729
1110	12360
1111	12558
1112	12823
1113	12270
1114	12655
1115	12606
1116	12518
1117	12948
1118	12064
1119	11860
1120	13380
1121	12233
1122	12053
1123	11887
1124	12218
1125	12108
1126	12288
1127	12037
1128	12431
1129	12049
1130	12469
1131	14807
1132	12445
1133	12244
1134	11771
1135	12096
1136	11820
1137	12201
1138	12660
1139	11931
1140	11970
1141	12161
1142	12188
1143	11853
1144	11870
1145	12186
1146	12625
1147	12426
1148	12357
1149	12072
1150	11518
1151	11970
1152	13129
1153	12501
1154	12799
1155	12468
1156	13018
1157	12677
1158	13543
1159	12251
1160	13274
1161	13392
1162	13419
1163	13913
1164	13842
1165	13847
1166	14561
1167	14165
1168	14869
1169	13034
1170	13688
1171	13954
1172	13142
1173	14257
1174	13368
1175	13342
1176	13273
1177	13559
1178	14200
1179	12877
1180	13786
1181	12937
1182	13509
1183	13584
1184	13453
1185	13880
1186	13695
1187	14680
1188	13835
1189	14218
1190	14221
1191	14669
1192	14817
1193	14820
1194	14825
1195	14601
1196	14429
1197	14974
1198	14031
1199	13672
1200	13403
1201	13445
1202	13804
1203	14342
1204	14100
1205	14630
1206	14150
1207	14255
1208	14548
1209	14011
1210	13433
1211	13883
1212	12566
1213	13522
1214	13267
1215	13666
1216	13411
1217	13551
1218	13287
1219	13528
1220	13688
1221	13242
1222	13136
1223	14322
1224	13041
1225	13861
1226	13253
1227	13013
1228	13019
1229	12638
1230	13510
1231	12966
1232	13206
1233	13408
1234	13181
1235	12981
1236	12688
1237	13093
1238	12993
1239	13048
1240	12499
1241	12660
1242	13160
1243	13016
1244	13193
1245	13365
1246	13212
1247	13168
1248	13251
1249	13544
1250	13175
1251	12698
1252	13237
1253	12670
1254	12842
1255	13203
1256	12867
1257	12256
1258	12457
1259	12326
1260	12503
1261	11960
1262	12157
1263	12185
1264	12211
1265	11739
1266	12097
1267	11524
1268	11476
1269	11681
1270	11836
1271	11921
1272	12481
1273	11582
1274	11932
1275	11836
1276	12803
1277	12070
1278	12249
1279	11625
1280	11874
1281	12158
1282	12039
1283	11667
1284	11698
1285	12216
1286	12044
1287	11978
1288	11462
1289	11654
1290	11830
1291	11540
1292	11637
1293	11331
1294	11112
1295	10926
1296	11360
1297	11824
1298	12536
1299	12032
1300	11092
1301	11295
1302	11673
1303	11540
1304	12194
1305	11311
1306	12262
1307	11818
1308	12267
1309	10890
1310	11467
1311	10630
1312	11254
1313	11284
1314	11063
1315	11329
1316	10920
1317	10850
1318	11404
1319	11184
1320	11268
1321	10917
1322	10694
1323	10267
1324	10950
1325	11454
1326	11230
1327	38802
1328	25377
1329	39593
1330	40504
1331	59834
1332	65513
1333	75957
1334	55337
1335	30246
1336	42245
1337	25600
1338	24724
1339	25058
1340	23940
1341	33587
1342	27617
1343	34039
1344	37030
1345	30318
1346	64073
1347	36800
1348	32250
1349	56261
1350	31042
1351	29030
1352	31032
1353	35209
1354	33498
1355	45957
1356	40174
1357	36146
1358	44240
1359	30574
1360	31677
1361	37137
1362	23703
1363	25589
1364	30032
1365	26732
1366	32661
1367	35530
1368	27970
1369	26773
1370	31334
1371	27057
1372	31603
1373	30905
1374	27635
1375	36719
1376	43428
1377	31448
1378	32702
1379	35684
1380	29439
1381	26583
1382	34767
1383	41436
1384	36312
1385	77750
1386	37808
1387	32223
1388	35504
1389	24056
1390	27077
1391	20535
1392	25551
1393	22030
1394	28462
1395	29531
1396	26214
1397	39483
1398	22410
1399	17340
1400	16169
1401	20644
1402	16284
1403	17738
1404	17477
1405	20114
1406	18692
1407	17452
1408	18000
1409	15240
1410	14759
1411	15032
1412	14030
1413	14474
1414	13068
1415	16799
1416	14450
1417	15111
1418	16045
1419	14813
1420	15549
1421	12640
1422	12861
1423	15240
1424	12858
1425	16587
1426	11198
1427	12600
1428	11950
1429	12394
1430	12753
1431	14342
1432	12158
1433	14385
1434	10680
1435	10907
1436	10725
1437	10887
1438	11080
1439	12755
1440	11705
1441	14232
1442	11344
1443	10357
1444	9715
1445	10545
1446	9732
1447	9082
1448	9142
1449	9330
1450	9360
1451	9465
1452	9513
1453	9308
1454	9051
1455	9895
1456	9398
1457	9548
1458	9265
1459	9582
1460	9338
1461	9995
1462	9869
1463	9577
1464	9183
1465	9595
1466	9630
1467	9284
1468	9444
1469	9279
1470	9722
1471	9276
1472	9753
1473	9093
1474	9908
1475	9737
1476	9932
1477	9683
1478	9432
1479	9202
1480	9230
1481	9331
1482	8874
1483	8795
1484	8671
1485	9079
1486	8790
1487	8891
1488	9357
1489	8954
1490	9295
1491	8551
1492	8527
1493	8651
1494	8622
1495	8992
1496	8588
1497	8435
1498	8763
1499	8653
1500	9228
1501	8749
1502	8457
1503	8806
1504	8024
1505	8207
1506	8435
1507	8031
1508	8226
1509	8374
1510	8014
1511	8161
1512	8462
1513	8262
1514	8040
1515	7942
1516	7882
1517	8358
1518	8056
1519	8417
1520	8251
1521	8173
1522	7805
1523	8213
1524	7852
1525	7702
1526	8116
1527	8297
1528	8203
1529	8642
1530	8042
1531	7715
1532	8073
1533	8290
1534	7952
1535	7985
1536	7892
1537	7767
1538	7491
1539	7776
1540	7721
1541	7660
1542	7831
1543	7854
1544	7824
1545	7746
1546	8247
1547	8091
1548	8281
1549	8202
1550	8515
1551	8217
1552	8033
1553	7944
1554	8024
1555	8348
1556	8444
1557	8857
1558	8230
1559	7821
1560	7941
1561	8299
1562	8341
1563	8654
1564	7847
1565	8009
1566	8364
1567	7933
1568	8360
1569	7993
1570	7906
1571	8166
1572	8300
1573	7972
1574	8143
1575	7713
1576	7788
1577	8009
1578	7924
1579	7956
1580	7923
1581	7755
1582	8019
1583	7522
1584	7780
1585	7923
1586	7926
1587	7996
1588	8016
1589	7625
1590	7697
1591	7705
1592	7552
1593	7441
1594	7583
1595	7592
1596	7776
1597	7713
1598	7462
1599	7446
1600	7422
1601	7445
1602	7172
1603	7400
1604	7479
1605	7351
1606	7889
1607	7417
1608	7510
1609	7519
1610	7664
1611	7663
1612	7416
1613	7502
1614	8224
1615	7946
1616	8300
1617	8379
1618	7787
1619	7880
1620	8183
1621	8185
1622	8575
1623	8387
1624	8183
1625	8372
1626	7890
1627	8459
1628	7980
1629	8379
1630	8339
1631	8278
1632	8279
1633	8435
1634	8607
1635	8278
1636	8493
1637	8321
1638	8622
1639	8514
1640	8392
1641	8571
1642	8403
1643	7973
1644	8108
1645	8358
1646	8373
1647	8229
1648	8329
1649	8073
1650	8299
1651	8427
1652	8885
1653	8214
1654	8135
1655	8014
1656	8030
1657	8576
1658	8897
1659	8313
1660	8368
1661	8044
1662	8297
1663	8319
1664	8318
1665	8664
1666	8428
1667	8501
1668	8436
1669	8275
1670	8425
1671	8317
1672	8208
1673	8183
1674	8115
1675	8134
1676	8183
1677	8195
1678	8257
1679	8137
1680	8318
1681	8251
1682	7843
1683	8297
1684	7997
1685	8515
1686	7734
1687	8263
1688	7951
1689	7721
1690	7720
1691	7791
1692	7694
1693	7751
1694	7788
1695	7791
1696	7934
1697	7793
1698	7873
1699	8006
1700	7641
1701	8011
1702	7236
1703	8105
1704	7860
1705	7575
1706	7588
1707	7577
1708	7563
1709	7384
1710	7309
1711	7438
1712	7176
1713	7627
1714	7745
1715	7468
1716	7323
1717	7381
1718	7308
1719	7080
1720	7223
1721	7280
1722	6898
1723	6860
1724	7160
1725	6583
1726	6780
1727	6880
1728	6851
1729	6809
1730	6550
1731	6988
1732	6854
1733	6510
1734	6543
1735	6615
1736	6667
1737	6898
1738	6561
1739	6412
1740	6459
1741	6893
1742	7288
1743	6851
1744	6753
1745	6453
1746	6446
1747	6755
1748	6937
1749	6805
1750	8364
1751	6950
1752	7178
1753	7192
1754	6971
1755	8181
1756	8124
1757	8444
1758	8272
1759	6983
1760	9289
1761	7523
1762	7359
1763	7972
1764	8445
1765	9447
1766	9515
1767	8730
1768	9199
1769	7847
1770	13011
1771	11699
1772	9039
1773	10993
1774	10482
1775	10332
1776	9389
1777	8391
1778	9619
1779	11006
1780	14228
1781	13316
1782	9413
1783	9492
1784	9970
1785	10865
1786	12143
1787	10175
1788	10336
1789	12344
1790	9106
1791	10106
1792	10573
1793	10891
1794	13642
1795	13351
1796	12372
1797	11165
1798	9987
1799	12001
1800	12497
1801	13155
1802	16221
1803	11065
1804	16631
1805	10292
1806	11253
1807	13180
1808	13864
1809	16032
1810	16502
1811	14592
1812	17808
1813	11887
1814	13993
1815	13502
1816	12491
1817	12603
1818	14121
1819	10916
1820	10993
1821	13566
1822	20849
1823	17120
1824	19996
1825	17322
1826	10930
1827	11640
1828	12222
1829	11000
1830	11994
1831	11890
1832	10818
1833	15427
1834	11884
1835	14863
1836	13257
1837	14331
1838	11309
1839	11665
1840	13184
1841	15459
1842	12647
1843	16190
1844	13242
1845	11311
1846	12398
1847	9554
1848	11513
1849	9752
1850	10500
1851	10545
1852	10467
1853	10130
1854	12771
1855	13397
1856	18094
1857	13808
1858	10859
1859	9872
1860	9238
1861	10798
1862	12606
1863	17016
1864	21410
1865	19733
1866	30334
1867	12175
1868	9700
1869	11671
1870	13482
1871	13254
1872	14661
1873	10749
1874	9421
1875	9378
1876	9266
1877	8931
1878	9287
1879	9576
1880	9485
1881	10331
1882	8851
1883	7657
1884	7836
1885	8577
1886	8288
1887	8779
1888	10117
1889	8249
1890	8815
1891	7965
1892	8065
1893	7731
1894	8341
1895	8005
1896	9091
1897	7301
1898	7729
1899	7512
1900	8240
1901	7433
1902	8545
1903	8070
1904	8075
1905	8580
1906	6335
1907	6054
1908	6245
1909	6393
1910	6650
1911	6327
1912	6115
1913	5954
1914	6040
1915	6188
1916	6375
1917	6628
1918	6504
1919	6166
1920	6199
1921	6075
1922	6213
1923	6038
1924	6227
1925	5928
1926	6025
1927	6027
1928	6044
1929	5981
1930	6045
1931	6133
1932	5833
1933	5985
1934	6029
1935	5813
1936	6403
1937	6316
1938	6119
1939	6246
1940	6081
1941	6094
1942	6145
1943	5931
1944	5993
1945	6164
1946	6442
1947	6292
1948	6369
1949	6222
1950	6192
1951	6243
1952	6425
1953	5984
1954	5818
1955	5777
1956	6069
1957	5791
1958	5752
1959	6115
1960	6168
1961	5869
1962	5684
1963	5828
1964	5851
1965	5719
1966	5611
1967	5674
1968	5529
1969	6045
1970	5934
1971	5596
1972	5713
1973	5511
1974	5682
1975	5534
1976	5384
1977	5463
1978	5409
1979	5634
1980	5097
1981	5287
1982	5277
1983	5571
1984	5420
1985	5482
1986	5398
1987	5637
1988	5278
1989	5233
1990	5530
1991	5383
1992	5575
1993	5307
1994	5328
1995	5310
1996	5435
1997	5346
1998	5449
1999	5377
2000	5241
2001	5180
2002	5160
2003	5362
2004	5386
2005	5440
2006	5053
2007	5087
2008	5018
2009	5284
2010	5066
2011	5135
2012	5138
2013	5062
2014	4909
2015	5417
2016	4885
2017	4963
2018	4873
2019	4972
2020	4864
2021	4939
2022	4979
2023	5057
2024	4919
2025	5028
2026	4891
2027	4851
2028	4941
2029	4980
2030	5077
2031	5025
2032	4976
2033	4968
2034	5043
2035	5005
2036	4913
2037	4939
2038	5019
2039	5120
2040	5033
2041	5007
2042	4751
2043	5085
2044	5041
2045	4904
2046	4876
2047	4956
2048	4993
2049	5061
2050	4905
2051	5033
2052	5042
2053	5088
2054	5126
2055	5106
2056	5039
2057	4897
2058	5003
2059	5123
2060	5102
2061	5106
2062	5086
2063	4956
2064	5149
2065	5281
2066	5256
2067	5113
2068	5121
2069	5098
2070	4859
2071	4926
2072	5018
2073	4976
2074	5053
2075	4914
2076	4985
2077	4836
2078	5032
2079	4975
2080	4876
2081	4972
2082	4844
2083	4978
2084	5091
2085	4841
2086	5119
2087	5040
2088	5622
2089	5775
2090	5146
2091	5262
2092	5301
2093	5247
2094	5189
2095	5220
2096	5386
2097	5599
2098	5450
2099	5608
2100	5876
2101	5674
2102	5563
2103	5607
2104	5775
2105	6105
2106	5875
2107	6484
2108	5777
2109	6267
2110	6257
2111	6226
2112	5809
2113	5834
2114	5958
2115	5862
2116	5452
2117	5949
2118	6550
2119	6403
2120	6312
2121	6850
2122	6395
2123	6191
2124	6397
2125	6317
2126	6678
2127	6735
2128	7109
2129	6170
2130	6115
2131	6486
2132	6589
2133	5997
2134	6814
2135	6845
2136	7022
2137	7101
2138	6600
2139	6892
2140	6777
2141	7228
2142	7245
2143	7003
2144	6842
2145	6949
2146	7133
2147	7698
2148	7784
2149	8570
2150	8009
2151	9817
2152	7127
2153	7526
2154	7674
2155	8188
2156	7034
2157	6904
2158	6927
2159	6869
2160	7747
2161	7924
2162	8018
2163	9324
2164	7416
2165	9795
2166	7352
2167	6852
2168	7617
2169	8838
2170	9127
2171	9427
2172	8492
2173	7174
2174	7376
2175	7171
2176	7977
2177	6544
2178	6551
2179	7051
2180	6701
2181	6408
2182	6876
2183	6494
2184	6353
2185	6692
2186	6409
2187	6646
2188	6793
2189	7157
2190	7129
2191	7398
2192	7316
2193	6813
2194	6978
2195	6802
2196	7132
2197	7785
2198	7699
2199	8643
2200	6586
2201	7069
2202	7547
2203	7613
2204	8827
2205	7857
2206	6869
2207	6779
2208	6759
2209	7273
2210	6977
2211	6521
2212	6949
2213	7576
2214	8005
2215	7079
2216	7040
2217	6376
2218	5794
2219	5853
2220	6333
2221	6701
2222	7774
2223	7032
2224	7300
2225	6388
2226	6098
2227	5859
2228	5914
2229	5832
2230	6024
2231	5970
2232	6246
2233	6161
2234	5909
2235	6070
2236	5901
2237	5680
2238	6274
2239	5633
2240	6993
2241	6153
2242	7331
2243	7183
2244	6058
2245	6351
2246	5482
2247	5702
2248	5894
2249	6110
2250	7303
2251	7792
2252	9297
2253	7680
2254	7005
2255	5662
2256	5100
2257	5125
2258	5100
2259	5237
2260	5146
2261	5123
2262	4975
2263	5133
2264	4785
2265	4907
2266	4904
2267	5044
2268	5321
2269	4949
2270	4913
2271	4868
2272	4799
2273	4737
2274	5012
2275	5101
2276	4725
2277	4735
2278	4522
2279	4818
2280	4706
2281	4682
2282	4609
2283	4424
2284	4663
2285	4704
2286	4689
2287	4448
2288	4446
2289	4409
2290	4377
2291	4295
2292	4540
2293	4250
2294	4437
2295	4442
2296	4366
2297	4527
2298	4561
2299	5458
2300	4612
2301	4768
2302	4571
2303	5102
2304	4799
2305	4737
2306	4730
2307	4505
2308	4734
2309	4419
2310	4676
2311	4505
2312	4428
2313	4474
2314	4736
2315	4634
2316	4333
2317	4106
2318	4300
2319	4226
2320	4399
2321	4305
2322	4304
2323	4226
2324	4144
2325	4205
2326	4283
2327	4273
2328	4190
2329	4061
2330	4246
2331	4246
2332	4261
2333	4181
2334	4221
2335	4290
2336	4251
2337	4284
2338	4125
2339	4112
2340	4227
2341	4153
2342	4275
2343	4331
2344	4248
2345	4378
2346	4223
2347	4218
2348	4153
2349	4414
2350	4268
2351	4453
2352	4387
2353	4574
2354	4532
2355	4478
2356	4463
2357	4221
2358	4273
2359	4468
2360	4254
2361	4354
2362	4342
2363	4326
2364	4350
2365	4370
2366	4412
2367	4315
2368	4280
2369	4303
2370	4396
2371	4287
2372	4087
2373	4148
2374	3972
2375	4120
2376	4253
2377	4293
2378	4097
2379	4056
2380	4261
2381	4296
2382	4434
2383	4356
2384	4146
2385	4082
2386	4144
2387	4458
2388	4276
2389	4346
2390	4202
2391	4318
2392	4433
2393	4474
2394	4382
2395	4144
2396	4111
2397	4267
2398	4333
2399	4106
2400	4476
2401	4230
2402	4297
2403	4262
2404	4264
2405	4307
2406	4432
2407	4392
2408	4493
2409	4436
2410	4512
2411	4423
2412	4459
2413	4468
2414	4442
2415	4557
2416	4639
2417	4610
2418	4511
2419	4692
2420	4644
2421	4688
2422	4769
2423	4519
2424	4703
2425	4466
2426	4336
2427	4510
2428	4522
2429	4591
2430	4649
2431	4404
2432	4464
2433	4380
2434	4500
2435	4560
2436	4670
2437	4510
2438	4423
2439	4506
2440	4348
2441	4434
2442	4564
2443	4451
2444	4585
2445	4611
2446	4493
2447	4613
2448	4409
2449	4556
2450	4388
2451	4375
2452	4430
2453	4656
2454	4794
2455	4606
2456	4451
2457	4520
2458	4502
2459	4455
2460	4255
2461	4419
2462	4557
2463	4516
2464	4540
2465	4406
2466	4506
2467	4583
2468	4500
2469	4645
2470	4392
2471	4652
2472	4611
2473	4601
2474	4540
2475	4622
2476	4561
2477	4988
2478	4695
2479	4765
2480	4685
2481	4627
2482	4716
2483	4666
2484	4759
2485	4734
2486	4557
2487	4700
2488	4761
2489	4926
2490	4823
2491	4691
2492	4815
2493	4702
2494	4782
2495	4730
2496	4977
2497	4838
2498	4908
2499	4837
2500	4702
2501	4562
2502	4489
2503	4754
2504	4489
2505	4316
2506	4525
2507	4382
2508	4428
2509	4560
2510	4532
2511	4527
2512	4623
2513	4621
2514	4489
2515	4302
2516	4511
2517	4612
2518	4414
2519	4508
2520	4527
2521	4500
2522	4456
2523	4543
2524	4778
2525	4989
2526	4748
2527	4903
2528	4894
2529	5067
2530	5180
2531	5231
2532	4997
2533	4904
2534	5099
2535	5068
2536	5073
2537	4896
2538	5315
2539	4952
2540	5236
2541	4838
2542	4862
2543	4951
