Insert_Size	DF_980_3_GFP_tdt
497	46604
498	46126
499	42054
500	50218
501	41923
502	42458
503	44805
504	42222
505	39965
506	40170
507	38540
508	40802
509	41432
510	41651
511	41121
512	37814
513	37529
514	35517
515	35998
516	36567
517	38215
518	36959
519	34475
520	37030
521	38722
522	33636
523	34578
524	33989
525	32776
526	34207
527	35846
528	35366
529	31646
530	32750
531	33702
532	34672
533	33221
534	32312
535	29899
536	32381
537	30723
538	31392
539	30004
540	30837
541	30736
542	28973
543	30505
544	30420
545	30794
546	28404
547	28958
548	28488
549	30231
550	29564
551	32993
552	31354
553	30445
554	28037
555	28202
556	27809
557	29171
558	29278
559	33936
560	27527
561	26907
562	26638
563	26667
564	28112
565	29337
566	27873
567	26028
568	25445
569	24896
570	25547
571	26052
572	26174
573	27282
574	30321
575	26067
576	25324
577	24722
578	25383
579	24588
580	25421
581	25273
582	27181
583	25673
584	24055
585	23051
586	23294
587	23549
588	24345
589	23273
590	23117
591	23228
592	22541
593	22751
594	22750
595	21826
596	21913
597	21477
598	21556
599	21650
600	21735
601	22108
602	21409
603	21572
604	21361
605	21004
606	21612
607	22174
608	21614
609	21140
610	20775
611	20420
612	20765
613	20495
614	19685
615	19789
616	20038
617	19494
618	19909
619	19588
620	19321
621	19650
622	19039
623	18463
624	18427
625	18607
626	18318
627	18326
628	18463
629	18780
630	18903
631	19113
632	19090
633	18922
634	18644
635	18484
636	19094
637	18997
638	18823
639	19312
640	18843
641	19565
642	20044
643	19325
644	19148
645	18502
646	18518
647	18864
648	18977
649	17785
650	18799
651	18820
652	18105
653	18115
654	18386
655	17988
656	18039
657	18118
658	17377
659	17338
660	17205
661	18087
662	17923
663	17614
664	17267
665	17603
666	17512
667	17076
668	17303
669	17470
670	17733
671	18051
672	17320
673	17272
674	17605
675	17601
676	17503
677	17052
678	16462
679	16466
680	16688
681	16670
682	17428
683	17081
684	17058
685	16678
686	16514
687	16466
688	17660
689	19406
690	20688
691	20146
692	19536
693	20113
694	18229
695	19637
696	20658
697	19640
698	19487
699	21423
700	20549
701	19625
702	19721
703	19323
704	19298
705	19412
706	19194
707	19168
708	18591
709	19340
710	20113
711	20439
712	19368
713	19195
714	19062
715	22026
716	21885
717	19292
718	20160
719	17763
720	18338
721	19996
722	20166
723	20129
724	18977
725	22845
726	20238
727	19547
728	18619
729	19170
730	18841
731	20353
732	21277
733	21956
734	19854
735	21185
736	20606
737	19835
738	20352
739	21417
740	21114
741	20500
742	19015
743	19259
744	18942
745	20058
746	21085
747	20825
748	20956
749	21353
750	20385
751	21326
752	22069
753	21506
754	22174
755	22470
756	21840
757	20131
758	23102
759	21748
760	20779
761	20586
762	20564
763	20599
764	18639
765	19390
766	18794
767	18470
768	19485
769	19720
770	19743
771	19437
772	19069
773	20351
774	20033
775	19093
776	19108
777	18891
778	19425
779	19619
780	19122
781	20322
782	19889
783	20107
784	21031
785	19923
786	18721
787	19519
788	20009
789	19660
790	20006
791	20093
792	19520
793	18566
794	19070
795	18832
796	19008
797	18332
798	20826
799	20990
800	18389
801	18686
802	18174
803	18471
804	18481
805	21522
806	21387
807	19620
808	19686
809	20081
810	20530
811	19346
812	19458
813	19526
814	20215
815	18948
816	20059
817	19878
818	19704
819	19732
820	19015
821	19815
822	18278
823	18209
824	18857
825	19909
826	19381
827	19088
828	19131
829	18079
830	18663
831	18647
832	20352
833	19758
834	18209
835	18794
836	19450
837	19731
838	18848
839	20557
840	19660
841	19544
842	21625
843	21911
844	19228
845	19406
846	19571
847	22069
848	20954
849	21061
850	20677
851	21153
852	20367
853	21456
854	21614
855	21305
856	21885
857	22804
858	21023
859	19462
860	20458
861	21422
862	20763
863	22024
864	23653
865	24305
866	23129
867	23757
868	21321
869	19666
870	19539
871	19308
872	21980
873	19254
874	19629
875	20954
876	18913
877	18621
878	19422
879	18600
880	18274
881	18451
882	17295
883	18578
884	18012
885	17283
886	16781
887	17327
888	17434
889	17108
890	17110
891	16622
892	17097
893	16916
894	16849
895	17908
896	17123
897	17237
898	16706
899	17428
900	17200
901	17074
902	17160
903	16721
904	16335
905	17129
906	16391
907	16529
908	17007
909	17028
910	17510
911	16627
912	16517
913	16588
914	16415
915	15668
916	16489
917	16967
918	15364
919	15870
920	15593
921	16060
922	15227
923	14319
924	15160
925	14935
926	15280
927	16085
928	15380
929	15028
930	14982
931	15671
932	14942
933	15226
934	14751
935	14241
936	14259
937	15136
938	16536
939	14845
940	14657
941	14953
942	14288
943	13769
944	13937
945	14820
946	14402
947	14694
948	14339
949	14174
950	14576
951	14551
952	14078
953	14369
954	13582
955	13395
956	13430
957	13468
958	13710
959	13727
960	13268
961	14056
962	13021
963	13173
964	14034
965	13740
966	13172
967	13360
968	13995
969	14501
970	13390
971	12580
972	12924
973	13389
974	12973
975	12887
976	13294
977	12292
978	12390
979	12095
980	12165
981	12527
982	12368
983	12855
984	12624
985	12356
986	13025
987	12871
988	12740
989	12172
990	12715
991	12584
992	12664
993	12697
994	13459
995	12730
996	13266
997	13215
998	14225
999	13762
1000	12688
1001	13319
1002	14060
1003	14658
1004	13670
1005	13508
1006	13750
1007	13500
1008	13624
1009	14164
1010	13513
1011	13379
1012	13899
1013	14031
1014	13186
1015	13372
1016	13713
1017	14401
1018	13731
1019	13120
1020	13697
1021	12750
1022	13349
1023	13138
1024	12623
1025	13127
1026	12585
1027	12571
1028	12943
1029	13228
1030	13059
1031	12851
1032	13241
1033	13759
1034	14516
1035	13181
1036	12551
1037	12695
1038	12671
1039	12521
1040	14051
1041	11937
1042	12506
1043	12838
1044	12859
1045	11710
1046	11916
1047	11941
1048	12489
1049	12625
1050	12683
1051	12682
1052	13236
1053	12699
1054	12439
1055	12154
1056	11785
1057	12615
1058	12761
1059	12955
1060	13955
1061	12744
1062	13707
1063	13100
1064	14611
1065	13063
1066	12270
1067	14159
1068	12828
1069	14176
1070	13238
1071	15153
1072	12930
1073	11981
1074	12167
1075	11933
1076	12625
1077	12978
1078	13213
1079	12700
1080	11963
1081	12674
1082	12491
1083	12155
1084	12722
1085	12424
1086	12498
1087	12293
1088	12653
1089	12654
1090	12367
1091	12442
1092	11902
1093	12284
1094	12103
1095	11713
1096	11613
1097	11806
1098	11607
1099	11627
1100	12632
1101	13015
1102	12786
1103	12548
1104	12258
1105	12579
1106	12065
1107	11751
1108	12001
1109	11747
1110	11641
1111	11871
1112	12165
1113	11842
1114	12379
1115	12321
1116	12707
1117	12370
1118	11443
1119	11118
1120	12113
1121	11416
1122	11750
1123	11568
1124	11920
1125	11776
1126	11554
1127	11054
1128	11393
1129	11589
1130	12108
1131	14602
1132	11774
1133	11655
1134	11728
1135	11408
1136	11615
1137	12519
1138	12380
1139	11711
1140	11489
1141	11912
1142	11539
1143	11174
1144	11598
1145	12002
1146	12209
1147	12094
1148	11971
1149	11656
1150	11023
1151	11419
1152	12660
1153	11806
1154	12192
1155	11750
1156	12295
1157	11724
1158	12925
1159	11170
1160	12419
1161	12416
1162	12696
1163	13045
1164	12664
1165	12995
1166	13583
1167	13612
1168	14265
1169	12221
1170	13783
1171	13021
1172	12505
1173	13333
1174	12725
1175	12698
1176	12964
1177	13135
1178	13367
1179	12231
1180	13073
1181	12799
1182	12922
1183	12868
1184	13189
1185	12895
1186	13068
1187	13653
1188	12696
1189	13102
1190	13091
1191	14006
1192	13744
1193	13228
1194	13579
1195	13198
1196	13265
1197	13220
1198	12926
1199	12450
1200	12317
1201	12159
1202	12443
1203	13211
1204	13674
1205	13975
1206	13436
1207	13558
1208	13957
1209	13529
1210	12999
1211	13254
1212	12081
1213	12727
1214	12252
1215	12357
1216	12073
1217	12183
1218	12329
1219	12437
1220	12274
1221	12056
1222	12000
1223	12522
1224	11985
1225	12079
1226	12133
1227	11621
1228	12529
1229	11299
1230	12212
1231	12009
1232	12049
1233	12416
1234	12564
1235	12401
1236	11870
1237	12351
1238	12396
1239	12727
1240	12599
1241	12212
1242	12354
1243	12520
1244	12469
1245	12555
1246	12478
1247	12277
1248	12307
1249	12790
1250	12373
1251	12574
1252	12612
1253	12369
1254	12559
1255	12108
1256	12261
1257	11516
1258	12145
1259	12649
1260	12066
1261	11674
1262	12163
1263	11862
1264	11972
1265	11874
1266	11463
1267	11270
1268	11063
1269	11447
1270	11450
1271	11555
1272	11866
1273	11324
1274	11255
1275	11616
1276	12342
1277	11564
1278	11462
1279	11299
1280	11170
1281	11700
1282	11405
1283	11152
1284	11601
1285	11395
1286	11443
1287	11252
1288	10900
1289	10832
1290	11092
1291	11285
1292	10993
1293	10634
1294	10327
1295	10306
1296	10970
1297	11500
1298	12181
1299	11361
1300	10461
1301	10673
1302	10895
1303	11100
1304	11600
1305	10543
1306	11398
1307	11087
1308	11648
1309	10991
1310	10968
1311	10602
1312	10580
1313	10871
1314	10933
1315	10568
1316	10456
1317	10176
1318	10760
1319	10489
1320	10781
1321	10345
1322	10365
1323	9838
1324	10426
1325	11031
1326	10314
1327	45884
1328	27387
1329	47192
1330	50957
1331	72697
1332	85310
1333	100128
1334	60332
1335	28721
1336	42588
1337	22173
1338	20472
1339	21328
1340	19253
1341	23307
1342	21386
1343	27084
1344	30269
1345	24633
1346	52396
1347	30579
1348	26656
1349	46077
1350	25632
1351	24186
1352	26923
1353	29834
1354	28356
1355	42526
1356	35655
1357	31312
1358	42044
1359	26459
1360	27739
1361	31342
1362	20356
1363	22533
1364	25865
1365	22990
1366	28399
1367	30102
1368	23258
1369	22939
1370	25510
1371	22796
1372	26796
1373	25260
1374	23824
1375	31396
1376	35668
1377	26915
1378	27709
1379	28962
1380	24160
1381	21761
1382	28746
1383	34416
1384	30701
1385	58599
1386	29544
1387	25864
1388	26966
1389	18297
1390	21408
1391	16427
1392	19981
1393	18318
1394	21710
1395	22922
1396	20734
1397	27208
1398	16644
1399	14135
1400	13007
1401	14724
1402	13437
1403	13888
1404	14299
1405	16111
1406	14936
1407	13881
1408	14177
1409	12843
1410	12829
1411	12707
1412	11903
1413	11852
1414	11478
1415	13582
1416	12355
1417	12644
1418	13378
1419	12349
1420	12779
1421	11682
1422	11397
1423	12750
1424	11128
1425	13598
1426	10409
1427	11383
1428	10536
1429	11104
1430	11082
1431	12158
1432	10832
1433	11995
1434	9928
1435	9957
1436	10224
1437	10030
1438	9794
1439	11438
1440	10566
1441	11801
1442	10614
1443	9369
1444	9283
1445	9748
1446	9187
1447	9205
1448	8948
1449	8984
1450	8848
1451	9018
1452	9037
1453	9294
1454	8922
1455	9321
1456	9158
1457	8946
1458	8786
1459	9132
1460	8993
1461	9410
1462	9260
1463	9150
1464	8704
1465	9268
1466	9415
1467	9051
1468	9543
1469	9087
1470	9438
1471	9013
1472	9442
1473	8722
1474	9518
1475	9458
1476	9803
1477	9535
1478	9162
1479	8951
1480	8643
1481	8979
1482	8857
1483	8914
1484	8533
1485	8882
1486	8851
1487	8873
1488	9160
1489	8833
1490	8882
1491	8723
1492	8442
1493	8799
1494	8526
1495	8555
1496	8533
1497	8351
1498	8795
1499	8699
1500	8757
1501	8512
1502	8543
1503	8260
1504	8172
1505	8023
1506	8685
1507	8212
1508	8049
1509	8057
1510	7940
1511	8092
1512	8240
1513	8298
1514	8009
1515	7973
1516	7870
1517	7949
1518	8053
1519	8330
1520	7914
1521	8234
1522	7849
1523	8001
1524	7552
1525	7535
1526	7636
1527	7879
1528	8130
1529	8472
1530	7962
1531	7413
1532	7628
1533	7828
1534	7536
1535	7511
1536	7549
1537	7389
1538	7436
1539	7442
1540	7526
1541	7326
1542	7608
1543	7563
1544	7697
1545	7512
1546	7784
1547	7830
1548	7883
1549	8045
1550	7899
1551	7947
1552	7579
1553	7647
1554	7789
1555	8243
1556	8005
1557	8741
1558	7835
1559	7507
1560	7094
1561	8221
1562	8335
1563	8283
1564	7718
1565	7962
1566	8103
1567	7495
1568	8128
1569	7590
1570	7838
1571	7751
1572	7965
1573	7778
1574	7671
1575	7697
1576	7260
1577	7751
1578	7915
1579	7385
1580	7837
1581	7609
1582	7696
1583	7387
1584	7669
1585	7585
1586	7443
1587	7434
1588	7541
1589	7400
1590	7606
1591	7323
1592	7273
1593	7355
1594	7129
1595	7629
1596	7448
1597	7212
1598	7085
1599	7557
1600	7214
1601	7336
1602	7192
1603	7205
1604	7296
1605	7244
1606	7491
1607	7290
1608	7111
1609	7325
1610	7339
1611	7162
1612	7071
1613	7233
1614	7604
1615	7550
1616	7928
1617	7992
1618	7573
1619	7425
1620	8027
1621	8018
1622	8222
1623	8203
1624	8093
1625	8025
1626	7800
1627	8206
1628	7749
1629	8182
1630	7896
1631	8104
1632	8357
1633	7861
1634	8402
1635	7953
1636	8135
1637	8201
1638	8444
1639	8255
1640	8592
1641	8051
1642	8033
1643	7781
1644	8233
1645	8195
1646	8359
1647	8167
1648	8455
1649	7765
1650	8328
1651	8571
1652	8658
1653	8199
1654	8358
1655	7954
1656	8558
1657	8575
1658	9164
1659	8385
1660	8300
1661	8180
1662	8804
1663	8939
1664	8342
1665	8771
1666	8891
1667	8670
1668	8555
1669	8517
1670	8285
1671	8317
1672	8630
1673	8842
1674	8321
1675	8330
1676	8214
1677	8571
1678	8371
1679	8129
1680	8477
1681	8050
1682	8075
1683	8529
1684	8075
1685	8484
1686	8063
1687	8591
1688	7994
1689	7760
1690	7283
1691	7638
1692	7770
1693	7660
1694	7895
1695	7793
1696	8038
1697	7863
1698	7952
1699	8049
1700	7878
1701	8119
1702	7403
1703	8234
1704	7918
1705	7529
1706	7553
1707	7519
1708	7377
1709	7209
1710	7331
1711	7371
1712	7198
1713	7541
1714	7638
1715	7304
1716	7201
1717	7400
1718	7084
1719	6792
1720	6838
1721	7080
1722	6599
1723	6951
1724	6672
1725	6487
1726	6515
1727	6834
1728	6560
1729	6604
1730	6541
1731	6719
1732	6565
1733	6453
1734	6575
1735	6332
1736	6842
1737	6737
1738	6477
1739	6222
1740	6233
1741	6629
1742	6906
1743	6873
1744	6490
1745	6589
1746	6177
1747	6170
1748	6463
1749	6492
1750	7233
1751	6853
1752	7213
1753	6863
1754	6747
1755	7722
1756	7568
1757	7739
1758	7725
1759	6757
1760	8037
1761	6906
1762	6859
1763	7520
1764	7561
1765	9207
1766	9044
1767	8315
1768	8416
1769	7391
1770	9690
1771	9767
1772	8548
1773	10065
1774	9494
1775	9730
1776	9163
1777	8342
1778	9237
1779	10215
1780	12536
1781	12643
1782	10227
1783	9983
1784	10332
1785	11240
1786	12323
1787	10295
1788	10915
1789	11623
1790	9313
1791	9931
1792	11085
1793	12075
1794	14847
1795	14782
1796	13604
1797	11992
1798	11678
1799	13980
1800	14733
1801	16059
1802	18581
1803	13301
1804	18605
1805	12141
1806	14473
1807	18614
1808	20694
1809	24489
1810	23513
1811	19830
1812	20537
1813	13811
1814	19141
1815	18812
1816	17448
1817	17019
1818	17150
1819	12660
1820	13120
1821	17035
1822	26603
1823	24034
1824	29875
1825	22696
1826	11530
1827	12526
1828	13021
1829	11488
1830	12737
1831	12231
1832	11811
1833	15877
1834	12268
1835	16656
1836	13867
1837	15539
1838	12143
1839	13048
1840	13929
1841	16820
1842	13296
1843	17890
1844	13952
1845	11899
1846	12849
1847	10070
1848	12001
1849	10598
1850	11122
1851	10760
1852	10732
1853	11120
1854	14401
1855	16212
1856	22453
1857	16978
1858	12384
1859	11251
1860	9935
1861	11075
1862	15162
1863	22215
1864	29401
1865	27143
1866	44097
1867	13479
1868	10605
1869	12895
1870	15955
1871	14899
1872	17813
1873	10795
1874	9155
1875	8780
1876	8627
1877	8631
1878	9037
1879	9348
1880	9286
1881	10040
1882	8543
1883	7596
1884	7523
1885	8562
1886	8570
1887	8862
1888	10362
1889	7775
1890	9059
1891	8012
1892	8458
1893	7725
1894	8478
1895	7993
1896	9352
1897	7402
1898	8358
1899	8121
1900	9392
1901	7990
1902	8965
1903	7692
1904	7997
1905	8003
1906	5932
1907	5921
1908	6209
1909	6223
1910	6531
1911	6146
1912	5842
1913	6010
1914	6185
1915	6357
1916	6050
1917	6320
1918	6310
1919	6119
1920	6114
1921	6006
1922	6340
1923	6017
1924	5995
1925	6070
1926	5777
1927	6039
1928	5984
1929	5791
1930	5776
1931	5770
1932	5750
1933	5819
1934	5871
1935	5806
1936	6239
1937	6331
1938	6033
1939	6093
1940	6033
1941	5896
1942	5735
1943	5938
1944	5839
1945	5994
1946	6142
1947	5985
1948	6554
1949	6045
1950	6263
1951	6562
1952	6365
1953	5964
1954	5903
1955	5558
1956	5744
1957	5799
1958	5654
1959	5869
1960	6013
1961	5556
1962	5552
1963	5733
1964	5819
1965	5561
1966	5676
1967	5608
1968	5514
1969	5871
1970	5793
1971	5430
1972	5240
1973	5407
1974	5729
1975	5582
1976	5489
1977	5418
1978	5271
1979	5388
1980	5055
1981	5372
1982	5307
1983	5307
1984	5333
1985	5377
1986	5424
1987	5427
1988	5153
1989	5287
1990	5294
1991	5201
1992	5246
1993	5190
1994	5328
1995	5049
1996	5284
1997	5246
1998	5149
1999	5289
2000	5341
2001	5072
2002	5378
2003	5361
2004	5277
2005	5083
2006	5038
2007	5270
2008	5048
2009	5274
2010	5087
2011	4919
2012	5143
2013	5234
2014	4838
2015	5255
2016	4896
2017	4728
2018	4985
2019	4929
2020	4683
2021	4977
2022	4778
2023	4833
2024	4657
2025	4810
2026	4455
2027	4767
2028	4703
2029	4790
2030	4902
2031	4925
2032	4749
2033	4710
2034	4684
2035	4683
2036	4690
2037	4658
2038	4656
2039	4838
2040	4627
2041	5026
2042	4785
2043	4874
2044	4886
2045	4742
2046	4940
2047	4804
2048	4649
2049	4705
2050	4914
2051	4867
2052	5013
2053	4962
2054	4848
2055	5045
2056	4639
2057	4795
2058	4692
2059	4828
2060	4815
2061	4788
2062	4908
2063	4936
2064	4919
2065	5001
2066	5151
2067	4807
2068	4956
2069	5015
2070	4676
2071	4750
2072	5005
2073	4759
2074	5010
2075	4736
2076	4731
2077	4806
2078	4622
2079	4566
2080	4768
2081	4787
2082	4979
2083	4909
2084	4887
2085	4700
2086	5014
2087	5127
2088	5300
2089	5760
2090	5086
2091	5186
2092	5179
2093	5171
2094	5321
2095	5069
2096	5080
2097	5479
2098	5138
2099	5316
2100	5980
2101	5557
2102	5354
2103	5496
2104	5499
2105	5983
2106	5539
2107	5746
2108	5654
2109	5712
2110	5805
2111	5695
2112	5718
2113	5538
2114	5704
2115	5690
2116	5537
2117	5748
2118	5718
2119	5930
2120	5998
2121	6259
2122	5946
2123	6005
2124	6027
2125	6156
2126	6247
2127	5970
2128	6213
2129	5914
2130	5818
2131	6374
2132	6265
2133	5867
2134	6134
2135	6434
2136	6666
2137	6681
2138	6071
2139	6409
2140	6294
2141	6574
2142	6817
2143	6411
2144	6492
2145	6395
2146	6652
2147	7080
2148	7294
2149	8086
2150	7809
2151	9453
2152	7010
2153	6860
2154	7074
2155	7332
2156	6686
2157	6722
2158	6291
2159	6538
2160	6861
2161	6906
2162	7392
2163	8033
2164	6647
2165	8186
2166	6526
2167	6288
2168	6670
2169	7680
2170	7992
2171	8135
2172	7651
2173	6645
2174	6926
2175	6764
2176	7218
2177	6062
2178	6276
2179	6568
2180	6118
2181	6140
2182	6265
2183	5996
2184	6172
2185	6621
2186	6501
2187	6636
2188	6763
2189	6989
2190	6785
2191	7139
2192	7357
2193	6782
2194	6244
2195	6493
2196	6968
2197	7446
2198	7657
2199	8060
2200	6519
2201	6753
2202	7098
2203	7432
2204	8116
2205	7634
2206	6380
2207	6061
2208	6497
2209	6932
2210	6355
2211	6593
2212	6654
2213	7524
2214	7493
2215	6827
2216	6718
2217	6109
2218	5617
2219	5812
2220	5995
2221	6651
2222	7119
2223	7000
2224	6980
2225	6403
2226	6117
2227	5887
2228	6099
2229	5928
2230	6063
2231	6028
2232	6196
2233	6201
2234	6012
2235	6347
2236	5991
2237	6182
2238	6807
2239	6321
2240	7913
2241	6792
2242	7899
2243	7810
2244	6692
2245	6721
2246	5914
2247	6018
2248	6561
2249	6805
2250	8438
2251	9042
2252	11403
2253	8890
2254	8044
2255	6393
2256	5306
2257	5404
2258	5535
2259	5307
2260	5449
2261	5555
2262	5021
2263	5341
2264	5078
2265	5074
2266	4785
2267	5107
2268	5449
2269	5117
2270	4844
2271	4795
2272	4506
2273	4676
2274	5195
2275	4976
2276	4771
2277	4648
2278	4493
2279	4340
2280	4694
2281	4627
2282	4580
2283	4571
2284	4633
2285	4512
2286	4491
2287	4521
2288	4234
2289	4305
2290	4355
2291	4213
2292	4438
2293	4275
2294	4363
2295	4213
2296	4242
2297	4560
2298	4735
2299	5169
2300	4465
2301	4682
2302	4502
2303	4790
2304	4781
2305	4537
2306	4710
2307	4372
2308	4522
2309	4211
2310	4474
2311	4383
2312	4219
2313	4220
2314	4273
2315	4208
2316	4287
2317	4161
2318	4109
2319	4135
2320	4191
2321	4110
2322	4037
2323	4085
2324	3978
2325	4084
2326	3970
2327	4086
2328	4083
2329	4160
2330	3917
2331	4235
2332	4089
2333	4232
2334	4108
2335	4301
2336	4246
2337	4199
2338	4109
2339	4140
2340	4070
2341	4065
2342	4402
2343	4090
2344	4267
2345	4305
2346	4280
2347	4161
2348	4152
2349	4524
2350	4177
2351	4184
2352	4255
2353	4385
2354	4283
2355	4468
2356	4389
2357	4424
2358	4380
2359	4294
2360	4039
2361	4024
2362	4174
2363	4210
2364	4311
2365	4249
2366	4250
2367	4309
2368	3987
2369	4061
2370	4237
2371	4055
2372	3947
2373	3914
2374	3881
2375	3809
2376	3984
2377	3873
2378	3816
2379	3818
2380	3986
2381	4148
2382	4164
2383	3945
2384	4046
2385	3973
2386	4168
2387	4181
2388	4098
2389	4388
2390	4160
2391	4149
2392	4199
2393	4261
2394	4291
2395	4029
2396	3980
2397	4119
2398	4005
2399	4092
2400	4386
2401	4058
2402	4079
2403	4148
2404	4021
2405	4083
2406	4216
2407	4224
2408	4056
2409	4237
2410	4130
2411	4077
2412	4132
2413	4071
2414	3979
2415	4184
2416	4430
2417	4200
2418	4412
2419	4346
2420	4528
2421	4276
2422	4544
2423	4427
2424	4289
2425	4421
2426	4211
2427	4252
2428	4508
2429	4426
2430	4401
2431	4236
2432	4399
2433	4288
2434	4396
2435	4169
2436	4360
2437	4534
2438	4417
2439	4260
2440	4333
2441	4300
2442	4415
2443	4183
2444	4583
2445	4256
2446	4322
2447	4537
2448	4155
2449	4380
2450	4187
2451	4205
2452	4172
2453	4526
2454	4356
2455	4326
2456	4310
2457	4406
2458	4024
2459	4240
2460	4062
2461	4255
2462	4274
2463	4267
2464	4503
2465	4358
2466	4149
2467	4121
2468	4220
2469	4177
2470	4183
2471	4355
2472	4172
2473	4191
2474	4201
2475	4324
2476	4539
2477	4775
2478	4514
2479	4477
2480	4615
2481	4262
2482	4654
2483	4395
2484	4591
2485	4643
2486	4400
2487	4494
2488	4454
2489	4616
2490	4651
2491	4413
2492	4600
2493	4520
2494	4633
2495	4485
2496	4817
2497	4827
2498	4942
2499	4748
2500	4741
2501	4285
2502	4308
2503	4318
2504	4606
2505	4391
2506	4449
2507	4245
2508	4215
2509	4464
2510	4577
2511	4384
2512	4418
2513	4556
2514	4479
2515	4233
2516	4405
2517	4366
2518	4404
2519	4548
2520	4384
2521	4362
2522	4443
2523	4510
2524	4753
2525	4778
2526	4523
2527	4767
2528	4621
2529	5112
2530	5124
2531	5099
2532	4988
2533	4900
2534	4849
2535	4773
2536	4625
2537	4769
2538	5150
2539	4705
2540	4810
2541	4609
2542	4689
