"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","COUNTY_NAME","MUNICIPALITY"
"2018058798","1","N","N","Y","Y","1","Y","Y","Y","N","00600","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018071784","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085420","2","N","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018065682","2","N","Y","Y","N","3","Y","Y","Y","Y","00200","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057626","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067464","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078327","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057557","2","U","U","Y","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057557","1","U","U","Y","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090950","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088462","1","N","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018122931","1","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018027209","1","U","U","U","N","1","U","U","U","U","99999","","","","","","","","N","U","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018046276","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018025402","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077495","2","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085331","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081173","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018060297","2","N","Y","N","N","0","N","N","Y","Y","01584","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018026818","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054035","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072489","1","U","U","Y","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076924","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054263","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054453","1","N","Y","Y","Y","1","Y","Y","Y","Y","01200","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018055340","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130312","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087633","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105536","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105536","2","N","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018092038","1","N","N","Y","Y","1","U","Y","Y","N","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018101057","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098447","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018104109","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105997","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018122133","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018110830","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130125","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018066157","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018044961","1","N","Y","Y","N","1","Y","Y","Y","Y","01250","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018065686","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081142","1","N","U","N","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098546","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018031029","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030981","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063931","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018048609","1","U","U","Y","N","0","N","N","U","U","01001","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018053973","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063989","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077479","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018065722","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057594","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078332","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090965","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088459","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085822","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018115159","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018097189","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105113","2","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018093085","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019082180","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063866","1","U","U","N","U","1","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018044203","1","N","N","Y","Y","1","Y","Y","Y","Y","00300","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057559","2","U","U","N","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030910","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018074039","1","N","Y","Y","N","9","U","U","Y","Y","00600","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018043450","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018035968","2","U","U","N","U","3","U","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057635","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018053967","1","U","U","Y","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077457","2","N","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067424","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067095","1","Y","Y","Y","Y","1","U","Y","Y","Y","01750","Y","Y","1","U","Y","Y","Y","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072485","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076841","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085271","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018101098","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018123482","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018097170","1","U","Y","U","Y","1","U","Y","Y","N","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018055414","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018032320","1","U","U","N","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018043434","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018029882","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054030","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054066","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081071","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077521","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067414","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072442","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072384","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077432","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088447","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018106843","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095909","2","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098856","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130376","2","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018102209","2","","","","","","","","","","","","","","","","","","","","N","U","Y","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018110831","2","N","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018110831","1","N","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018115131","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018032137","2","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085383","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018043879","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018055433","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067425","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018100280","1","N","Y","Y","Y","1","Y","Y","Y","N","01000","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085399","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087138","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090936","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088059","1","U","U","Y","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018083082","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018089697","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018107921","2","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018107910","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095029","1","N","Y","U","N","1","U","Y","Y","Y","00600","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018113842","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018122052","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018122107","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018093026","1","U","U","N","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019017791","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019017160","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087097","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018073986","1","N","N","Y","Y","1","U","Y","Y","Y","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018021792","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018032195","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018037316","2","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018045088","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054011","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076907","2","N","N","N","N","0","N","N","N","N","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077491","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063872","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130829","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088466","1","N","U","Y","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018134665","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105522","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018093032","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130773","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019006385","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018064005","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067815","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057620","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067452","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085439","1","N","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087073","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095336","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087602","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018107875","1","","","","","","","","","","","","","","","","","","","","N","N","Y","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090459","2","Y","N","Y","Y","2","Y","Y","Y","Y","01584","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018121990","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019028207","1","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018047626","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018069914","1","Y","N","Y","N","0","N","N","N","N","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085402","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018096258","2","N","N","N","U","9","U","U","Y","Y","00740","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081070","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072427","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018070756","1","N","N","N","Y","3","Y","Y","Y","Y","01918","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078330","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077489","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076870","2","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058768","1","Y","Y","Y","Y","1","Y","Y","Y","Y","01200","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063969","1","U","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085318","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085427","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081127","2","U","U","N","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095789","1","N","N","N","N","0","N","N","Y","N","99999","N","N","0","N","N","Y","N","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018059079","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018114770","1","N","U","U","Y","0","N","N","Y","U","00150","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018102205","2","N","N","N","N","0","N","N","Y","N","00599","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088785","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018092912","1","","","","","","","","","","","","","","","","","","","","N","Y","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088999","3","","","","","","","","","","","","","","","","","","","","U","N","Y","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095934","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098520","1","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018132835","2","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018127467","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095806","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018123439","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019016454","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019016454","3","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072752","3","","","","","","","","","","","","","","","","","","","","U","N","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072752","2","","","","","","","","","","","","","","","","","","","","U","N","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085848","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085354","2","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018055344","2","U","U","N","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058182","1","U","U","N","Y","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063987","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063987","1","N","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018068332","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
